method,alpha,tau_conf,momentum,adapter_lr,accepted_rate,num_updated_classes,adapter_update_steps,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support
static,,,,,,,,0.7519431632771048,0.6286470835004149,0.16411211787619612,0.15439573308329985,47236,0.9412229836584081,0.9027706369575663,144172
capspp_adapter,2.0,0.8,0.9,0.0003,0.5906747811603282,148,1293,0.24714240694543424,0.18386858753274612,0.03719620628334321,0.02644535090080586,47236,0.6506395139139362,0.49382612258317843,144172
capspp_adapter,2.0,0.8,0.9,0.001,0.8050541516245487,141,1293,0.15360606516332395,0.10206256030317133,0.013697180116860021,0.011405748437361064,47236,0.6034597564020753,0.4207485351772434,144172
capspp_adapter,2.0,0.9,0.9,0.0003,0.5760287901791753,145,1293,0.23979220527966058,0.18031550819461448,0.03569311542044203,0.023975168094030507,47236,0.6316136281663568,0.4791395687048686,144172
capspp_adapter,2.0,0.9,0.9,0.001,0.8145581754934331,136,1293,0.15151647976276214,0.09301691330284301,0.01314675247692438,0.010637736485178814,47236,0.584870848708487,0.3709453403340935,144172
capspp_adapter,5.0,0.8,0.9,0.0003,0.5921061282665359,148,1293,0.2510963710740922,0.18431263512348922,0.03971547125074096,0.02439391805969795,47236,0.6429819937297118,0.4912906018870024,144172
capspp_adapter,5.0,0.8,0.9,0.001,0.8059708485832762,144,1293,0.1558868495173549,0.10334238974509694,0.014353459226014057,0.011554690387851205,47236,0.6067960491634992,0.42378725139250023,144172
capspp_adapter,5.0,0.9,0.9,0.0003,0.5320515194270984,146,1293,0.23248734723921557,0.1766167520246104,0.03440172749597764,0.024528088851691682,47236,0.6321269039758066,0.46956658873233736,144172
capspp_adapter,5.0,0.9,0.9,0.001,0.8226505011604189,135,1293,0.15016448400087967,0.09709895810279447,0.01198238631552206,0.011509057657981077,47236,0.588165524512388,0.39310497169049347,144172
