epoch,train_loss,train_ce_loss,train_temporal_loss,train_irm_penalty,train_ssl_loss,train_temporal_classes,val_macro_f1_mean,val_collapse_macro_f1_mean,lr
1,6.732079703176123,3.488742353162195,0.0,0.047705993009208796,3.24238322698153,0.0,0.16312877529895994,0.1114619285066113,0.0009972609476841367
2,5.053401844318096,2.3205102779926396,0.0,0.044524277146491736,2.731110593600151,0.0,0.30424125919570605,0.30580982725584677,0.0009890738003669028
3,4.498836289104234,1.9314274455747034,0.0,0.034164056257925866,2.5653590010781575,0.0,0.3499343264198425,0.3591578688768178,0.0009755282581475768
4,4.148325279839018,1.6919217217681755,0.0,0.026211842679235542,2.454306607776218,0.0,0.4268427285058268,0.43363272207093767,0.0009567727288213003
5,3.9454851382817977,1.5633008571771474,0.0,0.03339032671239195,2.3788452427611393,0.0,0.4679789565209255,0.4500977361846825,0.0009330127018922195
6,3.6931584749466335,1.400856931698628,0.0,0.018992622770591935,2.2904022838315394,0.0,0.503351887756566,0.5380346668835171,0.0009045084971874739
7,3.5332873405554355,1.3007604709038367,0.0,0.017205867557746606,2.2308062863146136,0.0,0.5396756848330436,0.576803123164772,0.0008715724127386972
8,3.4015127438765305,1.2199526559593332,0.0,0.015261066467580823,2.1800339884228177,0.0,0.5546556000572992,0.592553862756257,0.0008345653031794292
9,3.28583461810381,1.147639082232092,0.0,0.013959337897105222,2.1367996054836826,0.0,0.5761673835602343,0.6097237679055737,0.0007938926261462366
10,3.1809621354453586,1.0859855914727234,0.0,0.01291018528226986,2.093685528355786,0.0,0.593645298773187,0.6136846164433976,0.00075
11,3.096444507745596,1.0334550065871997,0.0,0.012010717110182995,2.0617884256900885,0.0,0.6117269378312471,0.6396030163122383,0.0007033683215379003
12,3.019906816727076,0.9879989701458531,0.0,0.011203378181044872,2.0307875087118554,0.0,0.6254201612807175,0.6464966765463093,0.0006545084971874739
13,2.9487204225654278,0.9474713198140137,0.0,0.010492092016367959,2.000199897472675,0.0,0.6370274941255353,0.6510493600645435,0.0006039558454088797
14,2.8946854998922755,0.9152958028336875,0.0,0.009853900160091236,1.978404306142758,0.0,0.6440063139098935,0.6509560962890009,0.0005522642316338269
15,2.8355232432357265,0.8843612043266622,0.0,0.009453812943827201,1.9502166644120829,0.0,0.6520981259709359,0.6521942749945605,0.0005000000000000002
16,2.7893322145836983,0.8589949457054464,0.0,0.009068893923018222,1.929430385124989,0.0,0.66457476445838,0.6703253914318911,0.0004477357683661734
17,2.7480432257693037,0.835158595111635,0.0,0.0087588803924254,1.9120087485028128,0.0,0.6695690136847466,0.6836631434956458,0.00039604415459112036
18,2.715346530156258,0.8151457246042725,0.0,0.008609834665822614,1.8993398197695741,0.0,0.676548411680252,0.6883939928655721,0.0003454915028125264
19,2.6799082271054258,0.7967947719443558,0.0,0.008448188161998828,1.8822686335979364,0.0,0.6824086296161292,0.6869962675931479,0.00029663167846210003
20,2.646595443212069,0.7800631289298717,0.0,0.008355627669236408,1.865696754414811,0.0,0.6864567211280597,0.6964041413677732,0.00025000000000000017
21,2.6204299019952106,0.7661002778599405,0.0,0.008260137024017162,1.8535036054431884,0.0,0.6908005862718581,0.6911758636370854,0.00020610737385376354
22,2.597915996037997,0.7538441313128186,0.0,0.008176758924387713,1.8432541879833253,0.0,0.6952183291878566,0.7039230468308828,0.00016543469682057108
23,2.5759795237810184,0.7435142326049315,0.0,0.008131664687703944,1.8316521271681174,0.0,0.6967372455352505,0.7008483443877366,0.00012842758726130303
24,2.5587087193105975,0.7347363141866831,0.0,0.008167225435678648,1.823155677624238,0.0,0.7008933554247487,0.7082951654125265,9.549150281252637e-05
25,2.5432988916706836,0.7266351596921937,0.0,0.008272400655202631,1.815836496027107,0.0,0.7061725056926688,0.7016882440387452,6.698729810778068e-05
26,2.528101658821106,0.7212485081110245,0.0,0.008317793703351456,1.8060213706432244,0.0,0.7087872399431816,0.7032743866052295,4.322727117869953e-05
27,2.5231835776924068,0.7166762933771834,0.0,0.00844385039487169,1.805662904234014,0.0,0.7093801882905308,0.7032596905822767,2.447174185242324e-05
28,2.5160612570933805,0.7136872897800217,0.0,0.008645547934186955,1.8015094139637091,0.0,0.7110090595733038,0.7026164229542363,1.092619963309716e-05
29,2.509433374241886,0.7117714610874143,0.0,0.0088008431926704,1.7967818311137012,0.0,0.7109548400825692,0.7035908269423711,2.7390523158633003e-06
30,2.5107705016421455,0.7110879461989443,0.0,0.008858078442768664,1.798796746465895,0.0,0.7104983496496314,0.7022031624289345,0.0
