class_id,reference_support,reference_recall,reference_f1,final_support,final_recall,final_f1,delta_final_recall_from_ref,delta_final_f1_from_ref,min_recall,first_collapse_period,first_collapse_recall,collapse_pattern,num_supported_periods,num_collapsed_periods,recall_slope_per_period,final_top_confusion_target,final_top_confusion_rate,first_collapse_top_confusion_target,first_collapse_top_confusion_rate
127,3002,0.896402398401066,0.888265390328437,4058,0.6434204041399705,0.7258826800111203,-0.25298199426109547,-0.16238271031731666,0.6434204041399705,,,not_collapsed,9,0,-0.03299475848448173,19,0.08255298176441597,,
171,7082,0.6767862185823214,0.7416634429400387,4142,0.6438918396909705,0.6049676760802994,-0.03289437889135083,-0.13669576685973928,0.605164514785506,,,not_collapsed,9,0,0.005354925361761915,60,0.12506035731530663,,
41,2121,0.8458274398868458,0.8637457871930669,1636,0.6485330073349633,0.6569659442724458,-0.1972944325518825,-0.20677984292062113,0.5731327800829875,,,not_collapsed,9,0,-0.032781840817922014,43,0.055623471882640586,,
172,7688,0.8417013527575442,0.8497143982666929,5558,0.6520331054336093,0.700560603131645,-0.18966824732393495,-0.1491537951350479,0.6520331054336093,,,not_collapsed,9,0,-0.028702845386972146,117,0.22903922274199354,,
63,11152,0.6834648493543759,0.7473281694283753,5492,0.66442097596504,0.6012027349864074,-0.019043873389335886,-0.1461254344419679,0.5477334447461876,,,not_collapsed,9,0,-0.010250039644620117,60,0.12163146394756008,,
52,2301,0.848761408083442,0.8831110106262717,1274,0.6671899529042387,0.6664053312426499,-0.18157145517920337,-0.21670567938362184,0.618018018018018,,,not_collapsed,9,0,-0.028564330787532052,139,0.061224489795918366,,
35,875,0.8537142857142858,0.8882282996432818,930,0.667741935483871,0.7747972551466001,-0.1859723502304148,-0.11343104449668162,0.667741935483871,,,not_collapsed,9,0,-0.0020040315265362645,117,0.10967741935483871,,
175,50628,0.8397527060124832,0.7993870394569846,22084,0.66867415323311,0.6193302157820789,-0.17107855277937323,-0.18005682367490572,0.66867415323311,,,not_collapsed,9,0,-0.020820154862081705,71,0.25018112660749864,,
155,11183,0.7960296879191631,0.7972059284466932,5650,0.6700884955752212,0.592071311283134,-0.12594119234394185,-0.2051346171635593,0.6700884955752212,,,not_collapsed,9,0,-0.013246202067192115,14,0.04283185840707965,,
164,3315,0.8561085972850678,0.8734995383194829,1689,0.6749555950266429,0.26493144317917733,-0.1811530022584249,-0.6085680951403056,0.6115333035315155,,,not_collapsed,9,0,-0.030705806421468747,138,0.10479573712255773,,
170,3774,0.859830418653948,0.883473999455486,1916,0.6758872651356994,0.5357881671493587,-0.18394315351824864,-0.34768583230612726,0.619896305897602,,,not_collapsed,9,0,-0.02814210881653295,25,0.033402922755741124,,
77,81932,0.8769711468046673,0.8848387076911709,17960,0.6887527839643652,0.7427868015732428,-0.18821836284030202,-0.14205190611792806,0.6469608659450458,,,not_collapsed,9,0,-0.03067216593256796,71,0.08797327394209355,,
85,2080,0.958173076923077,0.9343647444913268,350,0.6971428571428572,0.7124087591240876,-0.2610302197802198,-0.22195598536723915,0.6971428571428572,,,not_collapsed,9,0,-0.037471237217525266,87,0.08285714285714285,,
5,2093,0.9593884376493073,0.9478404531508142,1080,0.6981481481481482,0.4354605833092694,-0.2612402895011591,-0.5123798698415448,0.6503370786516854,,,not_collapsed,9,0,-0.04493245924356618,14,0.0962962962962963,,
161,3031,0.9838337182448037,0.9861111111111112,334,0.7005988023952096,0.8110918544194108,-0.28323491584959415,-0.17501925669170038,0.7005988023952096,,,not_collapsed,9,0,-0.032889550403657555,149,0.15568862275449102,,
149,74194,0.9134027010270372,0.9088641377599259,29896,0.7013312817768264,0.6411142367906066,-0.2120714192502109,-0.2677499009693193,0.6809780106936724,,,not_collapsed,9,0,-0.030659457342942682,117,0.0853960396039604,,
1,10792,0.9428280207561156,0.9519131817756572,3117,0.7109400064164261,0.7320779649818302,-0.23188801433968953,-0.219835216793827,0.7109400064164261,,,not_collapsed,9,0,-0.01864772222901134,2,0.027590632017965994,,
116,4023,0.9120059656972409,0.8917243893547211,3278,0.711104331909701,0.7903034412612308,-0.2009016337875399,-0.10142094809349034,0.711104331909701,,,not_collapsed,9,0,-0.020190221957512116,143,0.029591214154972543,,
100,30504,0.9888867033831629,0.9838551859099804,17278,0.7171547632827874,0.7223809246196,-0.2717319401003755,-0.2614742612903804,0.6762445828325868,,,not_collapsed,9,0,-0.04757971874442223,133,0.21790716518115522,,
140,71932,0.9242757048323417,0.9002891053982139,21276,0.7276743748824968,0.7487365493894329,-0.19660132994984492,-0.15155255600878104,0.7136078371345477,,,not_collapsed,9,0,-0.026247993432777228,153,0.03586200413611581,,
160,1553,0.6078557630392788,0.6676096181046676,1048,0.7318702290076335,0.47699004975124376,0.12401446596835475,-0.1906195683534238,0.6078557630392788,,,not_collapsed,9,0,0.01146360989913248,115,0.04580152671755725,,
