period,class_id,support,precision,recall,f1,delta_recall_from_ref,delta_f1_from_ref,is_collapsed,top_confusion_target,top_confusion_count,top_confusion_rate
M-2022-9,84,2869,0.9654811715481172,0.9651446497037295,0.965312881296845,0.002274395218956893,0.03203346358556314,0,140,14,0.004879749041477867
M-2022-10,84,1777,0.9440133037694013,0.9583567810917276,0.9511309690030718,-0.0045134733930449755,0.017851551291789947,0,51,10,0.005627462014631401
M-2022-11,84,704,0.7871046228710462,0.9190340909090909,0.8479685452162516,-0.04383616357568165,-0.08531087249503022,0,1,15,0.02130681818181818
M-2022-12,84,1057,0.9003021148036254,0.8457899716177862,0.8721951219512195,-0.11708028286698635,-0.06108429576006236,0,51,16,0.015137180700094607
M-2022-4,85,2080,0.9117108874656907,0.958173076923077,0.9343647444913268,0.0,0.0,0,25,11,0.005288461538461539
M-2022-5,85,2268,0.9595070422535211,0.9611992945326279,0.960352422907489,0.0030262176095509075,0.02598767841616223,0,96,11,0.0048500881834215165
M-2022-6,85,2336,0.9579301640723601,0.9747431506849316,0.9662635264162953,0.016570073761854598,0.03189878192496853,0,78,9,0.003852739726027397
M-2022-7,85,1437,0.9597818677573279,0.9798190675017397,0.9696969696969697,0.021645990578662788,0.03533222520564294,0,96,7,0.0048712595685455815
M-2022-8,85,502,0.9038461538461539,0.9362549800796812,0.9197651663405088,-0.02191809684339574,-0.014599578150818027,0,78,9,0.017928286852589643
M-2022-9,85,872,0.8991494532199271,0.8486238532110092,0.8731563421828908,-0.10954922371206777,-0.06120840230843594,0,130,33,0.03784403669724771
M-2022-10,85,1115,0.8631677600749765,0.8260089686098655,0.844179651695692,-0.13216410831321146,-0.0901850927956348,0,130,56,0.05022421524663677
M-2022-11,85,1258,0.858252427184466,0.7027027027027027,0.7727272727272727,-0.2554703742203742,-0.16163747176405407,0,87,134,0.10651828298887123
M-2022-12,85,350,0.7283582089552239,0.6971428571428572,0.7124087591240876,-0.2610302197802198,-0.22195598536723915,0,87,29,0.08285714285714285
M-2022-4,86,27759,0.8664357490864799,0.8200223350985266,0.8425903647905831,0.0,0.0,0,61,2912,0.1049029143701142
M-2022-5,86,26206,0.8419397613184315,0.8480119056704571,0.8449649246212049,0.027989570571930522,0.0023745598306217364,0,61,1931,0.07368541555369
M-2022-6,86,22524,0.8296357022083312,0.7188776416267093,0.7702956637568088,-0.10114469347181732,-0.07229470103377433,0,61,3997,0.17745515894157343
M-2022-7,86,16760,0.8176655031651187,0.8246420047732697,0.8211389359237145,0.004619669674743032,-0.021451428866868683,0,61,1763,0.1051909307875895
M-2022-8,86,16937,0.807785434904079,0.7681997992560666,0.7874954605979906,-0.051822535842459994,-0.05509490419259255,0,61,2443,0.14424042038141346
M-2022-9,86,39714,0.8861961828672881,0.7541169360930654,0.8148389993062074,-0.06590539900546122,-0.027751365484375734,0,61,5944,0.14967014151180943
M-2022-10,86,52904,0.8954764508160208,0.8359292303039467,0.8646788542379509,0.015906895205420102,0.022088489447367743,0,61,4831,0.0913163465900499
M-2022-11,86,51038,0.8587188395197172,0.8281476546886634,0.8431562253762754,0.008125319590136737,0.0005658605856923016,0,61,4732,0.09271523178807947
M-2022-12,86,20232,0.8164908525709627,0.7919137999209174,0.8040145527537322,-0.02810853517760925,-0.0385758120368509,0,61,2194,0.10844207196520364
M-2022-4,87,11231,0.950342911711086,0.9747128483661295,0.9623736263736263,0.0,0.0,0,142,23,0.0020479031252782476
M-2022-5,87,11488,0.8714978869932697,0.9693593314763231,0.9178274128410121,-0.005353516889806342,-0.04454621353261423,0,142,59,0.005135793871866295
M-2022-6,87,11076,0.9664496292277085,0.9648790176959191,0.9656636848287702,-0.009833830670210375,0.0032900584551438516,0,142,91,0.008215962441314555
M-2022-7,87,9083,0.9712174680194089,0.9696135638005065,0.9704148531761335,-0.00509928456562303,0.008041226802507184,0,142,72,0.007926896399867885
M-2022-8,87,7898,0.9338459660685952,0.9687262598126107,0.9509663787210242,-0.005986588553518746,-0.011407247652602148,0,142,58,0.007343631299063054
M-2022-9,87,6519,0.8582396490265972,0.9602699800582911,0.9063925287772389,-0.014442868307838364,-0.055981097596387475,0,142,61,0.009357263383954595
M-2022-10,87,7329,0.9016814272878962,0.9585209441942967,0.9292328042328042,-0.016191904171832805,-0.033140822140822146,0,142,70,0.009551098376313277
M-2022-11,87,6282,0.8677025849549811,0.9511302133078637,0.9075030376670717,-0.023582635058265744,-0.05487058870655459,0,142,64,0.010187838268067495
M-2022-12,87,5056,0.8681974326523233,0.9497626582278481,0.9071502786436195,-0.02495019013828137,-0.05522334773000681,0,142,61,0.012064873417721519
M-2022-4,88,204,0.4025974025974026,0.45588235294117646,0.42758620689655175,0.0,0.0,0,63,11,0.05392156862745098
M-2022-5,88,402,0.6203208556149733,0.5771144278606966,0.5979381443298969,0.1212320749195201,0.17035193743334515,0,12,27,0.06716417910447761
M-2022-6,88,337,0.45605700712589076,0.56973293768546,0.5065963060686016,0.1138505847442835,0.07901009917204987,0,12,21,0.06231454005934718
M-2022-7,88,239,0.2813186813186813,0.5355648535564853,0.3688760806916426,0.07968250061530885,-0.05871012620490912,0,155,19,0.0794979079497908
M-2022-8,88,291,0.286,0.49140893470790376,0.3615676359039191,0.035526581766727294,-0.06601857099263264,0,155,22,0.07560137457044673
M-2022-9,88,241,0.20840950639853748,0.4730290456431535,0.2893401015228426,0.01714669270197705,-0.13824610537370913,0,155,33,0.13692946058091288
M-2022-10,88,229,0.18661971830985916,0.462882096069869,0.2659974905897114,0.006999743128692559,-0.16158871630684035,0,155,18,0.07860262008733625
M-2022-11,88,465,0.4188722669735328,0.7827956989247312,0.545727136431784,0.32691334598355476,0.11814092953523231,0,12,18,0.03870967741935484
M-2022-12,88,83,0.13134328358208955,0.5301204819277109,0.21052631578947367,0.07423812898653442,-0.21705989110707807,0,63,7,0.08433734939759036
M-2022-4,89,486,0.7659137577002053,0.7674897119341564,0.7667009249743063,0.0,0.0,0,155,12,0.024691358024691357
M-2022-5,89,891,0.8435689455388181,0.8170594837261503,0.830102622576967,0.049569771791993955,0.06340169760266068,0,115,15,0.016835016835016835
M-2022-6,89,843,0.8821192052980132,0.7900355871886121,0.8335419274092616,0.022545875254455727,0.06684100243495528,0,155,23,0.027283511269276393
M-2022-7,89,552,0.910828025477707,0.7771739130434783,0.8387096774193549,0.009684201109321888,0.07200875244504856,0,61,24,0.043478260869565216
M-2022-8,89,579,0.91701244813278,0.7633851468048359,0.8331762488218661,-0.004104565129320448,0.06647532384755983,0,155,28,0.04835924006908463
M-2022-9,89,675,0.892416225749559,0.7496296296296296,0.8148148148148148,-0.017860082304526737,0.04811388984050846,0,61,39,0.057777777777777775
M-2022-10,89,613,0.8040201005025126,0.7830342577487766,0.7933884297520661,0.01554454581462017,0.02668750477775983,0,61,29,0.04730831973898858
M-2022-11,89,591,0.6685633001422475,0.7952622673434856,0.7264296754250387,0.027772555409329214,-0.04027124954926764,0,61,24,0.04060913705583756
M-2022-12,89,377,0.6331236897274634,0.8010610079575596,0.7072599531615925,0.03357129602340325,-0.059440971812713794,0,61,17,0.04509283819628647
M-2022-4,90,7635,0.9458365961889846,0.9491814014407335,0.947506046937308,0.0,0.0,0,71,47,0.0061558611656843485
M-2022-5,90,7170,0.9277815699658704,0.9478382147838215,0.9377026560883063,-0.001343186656912021,-0.009803390849001725,0,71,41,0.005718270571827057
M-2022-6,90,5608,0.9116896375701888,0.9554208273894437,0.9330430996952547,0.006239425948710187,-0.014462947242053326,0,71,27,0.004814550641940085
M-2022-7,90,3605,0.8497757847533632,0.9461858529819694,0.8953930962068513,-0.0029955484587640413,-0.05211295073045674,0,71,28,0.007766990291262136
M-2022-8,90,4021,0.8582677165354331,0.9487689629445412,0.901252067091897,-0.0004124384961923244,-0.04625397984541102,0,71,25,0.006217358865953743
M-2022-9,90,4709,0.8399330730619075,0.9594393714164366,0.8957176843774782,0.010257969975703163,-0.05178836255982977,0,82,24,0.005096623486939902
M-2022-10,90,6090,0.8570139828597203,0.9359605911330049,0.894749234753944,-0.013220810307728592,-0.05275681218336403,0,96,154,0.02528735632183908
M-2022-11,90,5937,0.8108686350021395,0.9575543203638202,0.8781278962001854,0.00837291892308667,-0.06937815073712261,0,31,29,0.004884621862893717
M-2022-12,90,4080,0.8407574779427588,0.9575980392156863,0.8953821473587716,0.008416637774952829,-0.05212389957853636,0,82,30,0.007352941176470588
M-2022-4,91,4262,0.9294947121034077,0.9279680900985453,0.9287307737466244,0.0,0.0,0,83,120,0.028155795401220086
M-2022-5,91,4660,0.8824377187564341,0.9197424892703863,0.9007040033624041,-0.008225600828159041,-0.0280267703842203,0,83,145,0.03111587982832618
M-2022-6,91,4241,0.8840514324385292,0.9240745107286017,0.9036200138344478,-0.0038935793699436116,-0.025110759912176595,0,83,126,0.029709974062721058
M-2022-7,91,2609,0.8126666666666666,0.9344576466078958,0.8693171688357996,0.006489556509350458,-0.05941360491082481,0,83,75,0.02874664622460713
M-2022-8,91,3006,0.8159509202453987,0.9291417165668663,0.8688754083061129,0.0011736264683209763,-0.05985536544051151,0,83,75,0.0249500998003992
M-2022-9,91,3602,0.8954143201930812,0.9269850083287062,0.9109262037921156,-0.0009830817698390781,-0.017804569954508742,0,83,94,0.02609661299278179
M-2022-10,91,3610,0.9200881785615872,0.9249307479224377,0.9225031081641111,-0.003037342176107627,-0.006227665582513309,0,83,105,0.029085872576177285
M-2022-11,91,3441,0.8076630296878965,0.9250217959895379,0.8623679219723652,-0.0029462941090073747,-0.06636285177425916,0,155,67,0.01947108398721302
M-2022-12,91,2334,0.7505263157894737,0.916452442159383,0.8252314814814815,-0.011515647939162266,-0.10349929226514287,0,83,65,0.027849185946872322
M-2022-4,92,2288,0.9792043399638336,0.9466783216783217,0.9626666666666667,0.0,0.0,0,140,63,0.027534965034965036
M-2022-5,92,2704,0.985329103885805,0.919008875739645,0.9510141599693839,-0.027669445938676707,-0.011652506697282794,0,106,48,0.01775147928994083
M-2022-6,92,808,0.9338842975206612,0.8391089108910891,0.8839634941329857,-0.10756941078723259,-0.07870317253368098,0,65,41,0.050742574257425746
M-2022-7,92,804,0.94579945799458,0.8681592039800995,0.9053177691309987,-0.07851911769822217,-0.057348897535667964,0,65,55,0.06840796019900497
M-2022-8,92,1004,0.9606557377049181,0.8754980079681275,0.9161021365294424,-0.07118031371019418,-0.04656453013722428,0,65,55,0.054780876494023904
M-2022-9,92,1310,0.9776824034334763,0.8694656488549618,0.9204040404040404,-0.07721267282335986,-0.042262626262626224,0,65,67,0.05114503816793893
M-2022-10,92,1810,0.9513677811550152,0.8646408839779005,0.9059334298118669,-0.08203743770042116,-0.05673323685479981,0,65,96,0.05303867403314917
M-2022-11,92,1467,0.6226942425936277,0.7593728698023177,0.6842751842751843,-0.187305451876004,-0.27839148239148237,0,65,114,0.07770961145194274
M-2022-12,92,896,0.9059278350515464,0.7845982142857143,0.8409090909090909,-0.16208010739260736,-0.12175757575757573,0,65,73,0.08147321428571429
M-2022-4,93,34812,0.8987074401008828,0.8188842927726071,0.8569410208621415,0.0,0.0,0,131,1857,0.05334367459496725
M-2022-5,93,37502,0.8902366688415683,0.8004106447656125,0.8429373771412525,-0.01847364800699458,-0.014003643720889025,0,131,2705,0.07212948642739053
M-2022-6,93,32986,0.896128151713239,0.7563814951797733,0.8203458933385941,-0.06250279759283384,-0.03659512752354743,0,131,2547,0.07721457588067665
M-2022-7,93,24700,0.8900483353661292,0.7976923076923077,0.8413433823686401,-0.021191985080299403,-0.015597638493501376,0,131,1417,0.057368421052631575
M-2022-8,93,26793,0.8507960159987452,0.8098010674429889,0.829792523185773,-0.00908322532961825,-0.02714849767636851,0,131,1318,0.049191953122084124
M-2022-9,93,30365,0.8055434308162375,0.8508809484603985,0.8275917295280193,0.03199665568779142,-0.02934929133412223,0,136,1104,0.03635764860859542
M-2022-10,93,34838,0.8332507296657304,0.8686491761869223,0.8505818202259824,0.049764883414315175,-0.006359200636159135,0,136,1209,0.034703484700614275
M-2022-11,93,32818,0.792310323205837,0.8470656347126577,0.8187735626767201,0.02818134194005062,-0.03816745818542144,0,136,1123,0.03421902614418917
M-2022-12,93,18804,0.7320309439874657,0.7950967879174644,0.7622616498419497,-0.023787504855142694,-0.09467937102019186,0,136,1167,0.06206126356094448
M-2022-4,94,633,0.8186666666666667,0.4849921011058452,0.6091269841269841,0.0,0.0,0,117,38,0.06003159557661927
M-2022-5,94,471,0.2542372881355932,0.4140127388535032,0.3150242326332795,-0.07097936225234197,-0.2941027514937046,0,117,40,0.08492569002123142
M-2022-6,94,183,0.031331592689295036,0.39344262295081966,0.05804111245465538,-0.09154947815502551,-0.5510858716723287,0,29,13,0.07103825136612021
M-2022-7,94,123,0.021092482422931314,0.3170731707317073,0.03955375253549696,-0.16791893037413785,-0.5695732315914871,0,155,14,0.11382113821138211
M-2022-8,94,128,0.07776261937244201,0.4453125,0.13240418118466898,-0.039679601105845175,-0.47672280294231506,0,155,17,0.1328125
M-2022-9,94,386,0.6802721088435374,0.5181347150259067,0.5882352941176471,0.033142613920061514,-0.020891690009336994,0,117,36,0.09326424870466321
M-2022-10,94,350,0.6026058631921825,0.5285714285714286,0.563165905631659,0.043579327465583406,-0.04596107849532505,0,53,41,0.11714285714285715
M-2022-11,94,575,0.3194263363754889,0.4260869565217391,0.3651266766020864,-0.05890514458410606,-0.24400030752489765,0,155,58,0.10086956521739131
M-2022-12,94,760,0.6943521594684385,0.55,0.6138032305433186,0.06500789889415487,0.004676246416334573,0,172,90,0.11842105263157894
M-2022-4,95,50223,0.9930725183197854,0.9875953248511639,0.9903263484710839,0.0,0.0,0,28,282,0.00561495729048444
M-2022-5,95,50880,0.9906257967092232,0.9927869496855346,0.9917051957868285,0.005191624834370745,0.001378847315744558,0,28,77,0.001513364779874214
M-2022-6,95,56638,0.9912821415991546,0.9937674352907941,0.9925232326438485,0.006172110439630285,0.002196884172764535,0,71,96,0.0016949751050531446
M-2022-7,95,53160,0.9929320608523103,0.9883559066967644,0.9906386990337026,0.000760581845600572,0.00031235056261869065,0,71,200,0.003762227238525207
M-2022-8,95,43638,0.9765956015871948,0.9982813144507081,0.9873193948665647,0.010685989599544254,-0.0030069536045191914,0,71,16,0.0003666529171822723
M-2022-9,95,29536,0.9676887570062644,0.9937026002166848,0.9805231684094478,0.0061072753655209144,-0.009803180061636163,0,71,35,0.0011849945828819068
M-2022-10,95,4023,0.8509438055977435,0.974894357444693,0.9087117701575533,-0.012700967406470864,-0.08161457831353058,0,25,23,0.00571712652249565
M-2022-11,95,4315,0.8585961342828077,0.9779837775202781,0.914409534127844,-0.009611547330885761,-0.07591681434323994,0,25,20,0.004634994206257242
M-2022-12,95,3282,0.8681585332973848,0.9811090798293723,0.9211843799170362,-0.006486245021791515,-0.06914196855404775,0,25,21,0.006398537477148081
M-2022-4,96,55119,0.9298070584881795,0.9468785718173407,0.9382651685393258,0.0,0.0,0,117,735,0.013334784738474936
M-2022-5,96,59656,0.8853959222380275,0.9390337937508382,0.9114263866065763,-0.007844778066502522,-0.026838781932749578,0,117,790,0.013242590854230924
M-2022-6,96,51492,0.8706624022480635,0.9146080944612756,0.8920943712529479,-0.03227047735606514,-0.04617079728637796,0,97,684,0.013283616872523888
M-2022-7,96,37892,0.8220145273530757,0.8541644674337591,0.8377811715372868,-0.09271410438358163,-0.10048399700203903,0,68,1368,0.036102607410535205
M-2022-8,96,42812,0.8069085926449788,0.8528216387928618,0.829230070406541,-0.09405693302447893,-0.10903509813278489,0,68,1003,0.02342801083808278
M-2022-9,96,52984,0.7537108194035382,0.729314510040767,0.7413120006138912,-0.21756406177657373,-0.1969531679254346,0,117,7362,0.1389476068247018
M-2022-10,96,61021,0.7592972621252315,0.7458088199144557,0.7524926007374461,-0.201069751902885,-0.18577256780187978,0,117,9127,0.149571459005916
M-2022-11,96,63439,0.7552029042809388,0.6623843377102413,0.7057549063242666,-0.2844942341070994,-0.23251026221505922,0,117,11004,0.17345796749633507
M-2022-12,96,44573,0.7984834289729477,0.6118726583357638,0.692832374347445,-0.33500591348157693,-0.2454327941918808,0,117,7240,0.16243017073116012
M-2022-4,97,41580,0.9674022547373471,0.9699615199615199,0.9686801969496818,0.0,0.0,0,96,412,0.009908609908609908
M-2022-5,97,45943,0.9523901683762338,0.9639988681627234,0.9581593578954201,-0.005962651798796514,-0.01052083905426171,0,96,492,0.010708921924994015
M-2022-6,97,41985,0.9394998205097523,0.9350244134810051,0.9372567745016116,-0.034937106480514846,-0.03142342244807017,0,96,625,0.01488626890556151
M-2022-7,97,30023,0.9256558051993883,0.7862971721680045,0.8503043619205417,-0.18366434779351537,-0.11837583502914006,0,153,2150,0.07161176431402591
M-2022-8,97,35301,0.8843158340665428,0.7687317639726919,0.8224828756743651,-0.20122975598882797,-0.1461973212753167,0,96,2830,0.08016770063171015
M-2022-9,97,43419,0.8662687775024025,0.7889172942720929,0.8257856101059534,-0.18104422568942702,-0.14289458684372836,0,96,4404,0.10143024942997306
M-2022-10,97,45643,0.8347020425352706,0.7816313563963806,0.8072954380883418,-0.18833016356513932,-0.16138475886133996,0,96,4995,0.10943627719475056
M-2022-11,97,44830,0.8413506239295326,0.7670310060227526,0.8024737456242708,-0.20293051393876727,-0.166206451325411,0,96,4684,0.10448360472897614
M-2022-12,97,18214,0.7824805339265851,0.7724278027890633,0.7774216721003481,-0.1975337171724566,-0.1912585248493337,0,96,1056,0.057977380037333916
M-2022-4,98,63298,0.9895741740987313,0.995671269234415,0.9926133589529554,0.0,0.0,0,117,88,0.0013902492969762078
M-2022-5,98,64696,0.9880415785116364,0.9961357734635835,0.9920721663767491,0.0004645042291685497,-0.0005411925762063285,0,117,81,0.0012520093977989365
M-2022-6,98,61001,0.9906981298345247,0.9951968000524581,0.9929423694992598,-0.00047446918195681587,0.00032901054630440907,0,117,85,0.0013934197800036065
M-2022-7,98,48679,0.995002467917078,0.9938782637276854,0.994440048097181,-0.0017930055067295614,0.0018266891442255684,0,149,102,0.0020953593952217587
M-2022-8,98,52264,0.9938253849546492,0.9916386040104087,0.9927307902272705,-0.004032665224006249,0.00011743127431507183,0,3,145,0.0027743762436859025
M-2022-9,98,58568,0.9921736158578264,0.9913604698811638,0.9917668761956819,-0.004310799353251182,-0.0008464827572735034,0,3,146,0.002492828848517962
M-2022-10,98,59567,0.9973316670325773,0.9914046367955411,0.9943593197507998,-0.004266632438873819,0.0017459607978443925,0,3,119,0.001997750432286333
M-2022-11,98,62033,0.9959467097295115,0.9942127577257266,0.9950789783636393,-0.0014585115086883649,0.0024656194106839058,0,117,82,0.0013218770654329147
M-2022-12,98,48912,0.995802277008764,0.9942549885508669,0.9950280312640668,-0.0014162806835480435,0.0024146723111113655,0,117,78,0.0015947006869479882
M-2022-4,99,23955,0.9258153626804492,0.8674180755583385,0.8956658548675618,0.0,0.0,0,96,589,0.02458776873304112
M-2022-5,99,25387,0.936369131573645,0.9152715956985858,0.925700171307916,0.04785352014024735,0.03003431644035426,0,117,287,0.011304998621341631
M-2022-6,99,23763,0.9457531878106764,0.920759163405294,0.9330888310802167,0.05334108784695546,0.03742297621265489,0,117,427,0.017969111644152675
M-2022-7,99,18048,0.9044958487807425,0.9597739361702128,0.9313153579397295,0.09235586061187429,0.03564950307216774,0,122,111,0.006150265957446809
M-2022-8,99,18023,0.9002677376171352,0.9701492537313433,0.9339030578181332,0.10273117817300481,0.038237202950571425,0,122,137,0.007601398213393997
M-2022-9,99,22477,0.899895419368333,0.957067224273702,0.9276012246129964,0.08964914871536356,0.03193536974543465,0,122,182,0.008097165991902834
M-2022-10,99,27230,0.9327771243751838,0.9320235034887991,0.9324001616517874,0.06460542793046065,0.03673430678422562,0,117,318,0.011678295997062063
M-2022-11,99,29328,0.934104283563706,0.9309192580469177,0.9325090511646971,0.06350118248857917,0.03684319629713528,0,149,338,0.01152482269503546
M-2022-12,99,18452,0.903179110294527,0.8791458920442229,0.8910004668662291,0.01172781648588439,-0.004665388001332649,0,149,393,0.021298504227184045
M-2022-4,100,30504,0.9788746105919003,0.9888867033831629,0.9838551859099804,0.0,0.0,0,97,105,0.0034421715184893785
M-2022-5,100,29408,0.9331578271478105,0.9883705114254625,0.9599709359931303,-0.0005161919577003626,-0.02388424991685012,0,97,101,0.0034344396082698586
M-2022-6,100,15577,0.9032618277990009,0.9866469795210888,0.9431148748159057,-0.00223972386207405,-0.04074031109407472,0,97,93,0.005970340887205495
M-2022-7,100,10947,0.8952263374485596,0.9936055540330684,0.9418539204225657,0.004718850649905515,-0.042001265487414785,0,97,22,0.0020096830181784964
M-2022-8,100,12122,0.8461602187059896,0.8426002309849859,0.8443764725333774,-0.14628647239817694,-0.139478713376603,0,133,1130,0.09321894076885003
M-2022-9,100,27459,0.9057165154619061,0.6762445828325868,0.7743374825378954,-0.31264212055057605,-0.20951770337208508,0,133,6803,0.24775119268727921
M-2022-10,100,27178,0.8964681943704278,0.6808448009419383,0.7739183169869717,-0.30804190244122454,-0.20993686892300878,0,133,4704,0.17308116859224373
M-2022-11,100,25788,0.7881074554784183,0.7087404994571118,0.7463198513648707,-0.28014620392605105,-0.23753533454510978,0,133,5137,0.19920117884287267
M-2022-12,100,17278,0.7276838148931172,0.7171547632827874,0.7223809246196,-0.2717319401003755,-0.2614742612903804,0,133,3765,0.21790716518115522
M-2022-4,101,60629,0.987726647902075,0.9955301918223952,0.9916130675143958,0.0,0.0,0,96,49,0.000808194098533705
M-2022-5,101,62663,0.9625338979018982,0.6457239519333579,0.7729248049206788,-0.34980623988903736,-0.218688262593717,0,117,8690,0.1386783269233838
M-2022-6,101,55443,0.8806385942355084,0.14824233897877098,0.253766827219958,-0.8472878528436243,-0.7378462402944378,0,117,22021,0.397182692134264
M-2022-7,101,44889,0.9237121510027526,0.15698723518011093,0.26836513195475836,-0.8385429566422843,-0.7232479355596375,0,117,17954,0.39996435652386997
M-2022-8,101,47771,0.9663616379530698,0.3957003202779929,0.5614863660666548,-0.5998298715444024,-0.430126701447741,0,117,11476,0.24022942789558518
M-2022-9,101,51530,0.9690344178261324,0.5392780904327577,0.6929320383507674,-0.45625210138963757,-0.2986810291636284,0,117,7657,0.14859305259072386
M-2022-10,101,55343,0.9763142311994211,0.5362557143631534,0.6922709089000595,-0.45927447745924177,-0.29934215861433633,0,117,8631,0.15595468261568762
M-2022-11,101,60583,0.9585244648318043,0.4138949870425697,0.5781446341491533,-0.5816352047798254,-0.4134684333652425,0,164,13508,0.22296683888219468
M-2022-12,101,42403,0.9495652858098272,0.5692285923165814,0.7117749402848633,-0.4263015995058138,-0.2798381272295325,0,117,7197,0.1697285569417258
M-2022-4,102,79891,0.990990765534673,0.9913256812406904,0.9911581950953952,0.0,0.0,0,117,258,0.0032294000575784506
M-2022-5,102,75510,0.9319690678071463,0.9927426830883327,0.9613963987072283,0.001417001847642263,-0.029761796388166895,0,117,210,0.0027810885975367503
M-2022-6,102,70466,0.8362383074294862,0.9933726903755002,0.9080578311377479,0.0020470091348098185,-0.0831003639576473,0,117,183,0.0025969971333692846
M-2022-7,102,41479,0.7885639059012077,0.996431929410063,0.8803944958036893,0.0051062481693725514,-0.11076369929170582,0,117,57,0.0013741893488271174
M-2022-8,102,34377,0.8183408415604332,0.9934258370422084,0.8974234321827905,0.002100155801518011,-0.09373476291260463,0,103,97,0.0028216540128574337
M-2022-9,102,40247,0.8689895470383275,0.99147762566154,0.9262014460292223,0.00015194442084953685,-0.06495674906617288,0,103,142,0.0035282132829776132
M-2022-10,102,56050,0.8635510830632782,0.9936306868867083,0.9240354064524693,0.002305005646017877,-0.06712278864292587,0,117,130,0.0023193577163247102
M-2022-11,102,49858,0.808661521208523,0.9834730635003409,0.8875414049631655,-0.00785261774034951,-0.10361679013222969,0,117,617,0.012375145412972842
M-2022-12,102,35717,0.8329278380614082,0.9585071534563373,0.8913159504810008,-0.032818527784353124,-0.0998422446143944,0,117,926,0.025926029621748746
M-2022-4,103,1787,0.8891280947255114,0.9244543928371572,0.9064471879286694,0.0,0.0,0,117,42,0.023503077783995522
M-2022-5,103,2565,0.9137210186240973,0.9372319688109162,0.9253271747498075,0.012777575973758948,0.018879986821138117,0,117,61,0.023781676413255362
M-2022-6,103,2444,0.8984830805134189,0.9451718494271686,0.9212362911266201,0.02071745659001134,0.014789103197950682,0,117,48,0.019639934533551555
M-2022-7,103,1231,0.649379932356257,0.9358245329000813,0.7667221297836938,0.011370140062924028,-0.1397250581449756,0,117,39,0.03168155970755483
M-2022-8,103,1686,0.5213732749915854,0.9187425860023725,0.6652351299119605,-0.005711806834784783,-0.24121205801670886,0,102,69,0.04092526690391459
M-2022-9,103,1956,0.5024719101123596,0.5715746421267893,0.5348002870126763,-0.3528797507103679,-0.37164690091599306,0,102,720,0.36809815950920244
M-2022-10,103,2918,0.5633976200246205,0.4705277587388622,0.5127917833800186,-0.45392663409829503,-0.3936554045486508,0,102,1410,0.4832076764907471
M-2022-11,103,2627,0.4180505415162455,0.44080700418728586,0.4291272929405225,-0.4836473886498714,-0.4773198949881469,0,102,1338,0.5093262276360868
M-2022-12,103,1446,0.48990342405618964,0.38589211618257263,0.43172147001934236,-0.5385622766545846,-0.47472571790932705,0,102,719,0.4972337482710927
M-2022-4,104,3363,0.8248146703082325,0.6286054118346714,0.7134660816739791,0.0,0.0,0,115,401,0.1192387749033601
M-2022-5,104,3090,0.5137693631669535,0.19320388349514564,0.2808090310442145,-0.43540152833952583,-0.43265705062976456,0,115,909,0.2941747572815534
M-2022-6,104,1990,0.6278586278586279,0.3035175879396985,0.4092140921409214,-0.3250878238949729,-0.30425198953305765,0,115,440,0.22110552763819097
M-2022-7,104,1719,0.4161676646706587,0.16172193135543922,0.23292836196062003,-0.4668834804792322,-0.480537719713359,0,117,487,0.283304246655032
M-2022-8,104,1405,0.3052064631956912,0.12099644128113879,0.17329255861365953,-0.5076089705535327,-0.5401735230603195,0,117,379,0.2697508896797153
M-2022-9,104,2027,0.13365155131264916,0.027627035027133696,0.04578904333605887,-0.6009783768075377,-0.6676770383379202,1,117,426,0.2101628021706956
M-2022-10,104,2391,0.05790645879732739,0.010874111250522794,0.018309859154929577,-0.6177313005841486,-0.6951562225190495,1,2,509,0.21288163948138855
M-2022-11,104,2719,0.06746987951807229,0.010297903641044501,0.017868538608806637,-0.6183075081936269,-0.6955975430651724,1,2,763,0.2806178742184627
M-2022-12,104,1744,0.052795031055900624,0.00974770642201835,0.016456921587608905,-0.6188577054126531,-0.6970091600863701,1,2,370,0.2121559633027523
M-2022-4,105,4895,0.8343868520859671,0.6741573033707865,0.7457627118644068,0.0,0.0,0,110,263,0.05372829417773238
M-2022-5,105,3665,0.765856737141054,0.6622100954979536,0.7102721685689201,-0.011947207872832877,-0.03549054329548673,0,168,250,0.06821282401091405
M-2022-6,105,1700,0.5891670924885029,0.678235294117647,0.6305715066994805,0.004077990746860549,-0.11519120516492631,0,168,113,0.06647058823529411
M-2022-7,105,1105,0.35490101400289714,0.665158371040724,0.4628463476070529,-0.008998932330062548,-0.2829163642573539,0,168,40,0.03619909502262444
M-2022-8,105,2363,0.5837020648967551,0.6699111299195938,0.6238423645320197,-0.004246173451192714,-0.1219203473323871,0,168,93,0.039356749894202285
M-2022-9,105,5045,0.6659591403555319,0.4975222993062438,0.5695484456546404,-0.1766350040645427,-0.17621426620976643,0,168,367,0.07274529236868187
M-2022-10,105,4902,0.4777749555499111,0.38372093023255816,0.42561375721235434,-0.29043637313822834,-0.32014895465205245,0,110,393,0.08017135862913097
M-2022-11,105,3883,0.2934277495021022,0.3414885397888231,0.3156391335396334,-0.3326687635819634,-0.4301235783247734,0,110,290,0.07468452227659027
M-2022-12,105,3159,0.3464996788696211,0.34156378600823045,0.3440140283755779,-0.33259351736255605,-0.4017486834888289,0,110,209,0.06616017727128838
