period,true_class,pred_class,rank_for_class,confusion_count,confusion_rate,delta_count_from_ref,delta_rate_from_ref
M-2022-9,121,77,5,4,0.024242424242424242,4.0,0.024242424242424242
M-2022-9,163,46,1,1234,0.6010716025328787,944.0,0.5091831361196975
M-2022-9,163,26,2,132,0.06429615197272284,52.0,0.038947609513914225
M-2022-9,163,155,3,118,0.05747686312713103,56.0,0.03783174272155435
M-2022-9,163,61,4,65,0.031660983925962005,45.0,0.02532384831125985
M-2022-9,163,159,5,44,0.02143205065757428,26.0,0.01572862860434234
M-2022-9,48,6,1,1670,0.5561105561105562,1670.0,0.5561105561105562
M-2022-9,48,177,2,1307,0.4352314352314352,1307.0,0.4352314352314352
M-2022-9,48,14,3,22,0.007326007326007326,22.0,0.007326007326007326
M-2022-9,48,5,4,1,0.000333000333000333,1.0,0.000333000333000333
M-2022-9,48,96,5,1,0.000333000333000333,-2.0,-0.0002668796909948679
M-2022-9,47,14,1,4,0.4444444444444444,4.0,0.4444444444444444
M-2022-9,47,6,2,3,0.3333333333333333,3.0,0.3333333333333333
M-2022-9,47,87,3,1,0.1111111111111111,1.0,0.1111111111111111
M-2022-9,47,151,4,1,0.1111111111111111,1.0,0.1111111111111111
M-2022-9,56,165,1,3978,0.37752681028755813,3974.0,0.3771305352726978
M-2022-9,56,96,2,3928,0.3727816266489513,3900.0,0.3700077015449291
M-2022-9,56,14,3,818,0.07763120432760748,801.0,0.07594703551445114
M-2022-9,56,170,4,621,0.05893518079149663,621.0,0.05893518079149663
M-2022-9,56,90,5,365,0.03463984056182974,353.0,0.0334510155172488
M-2022-9,69,125,1,105,0.32507739938080493,105.0,0.32507739938080493
M-2022-9,69,39,2,33,0.1021671826625387,32.0,0.10102952623477988
M-2022-9,69,105,3,26,0.0804953560371517,14.0,0.0668434789040459
M-2022-9,69,60,4,20,0.06191950464396285,18.0,0.05964419178844522
M-2022-9,69,61,5,12,0.03715170278637771,12.0,0.03715170278637771
M-2022-9,174,2,1,467,0.3231833910034602,467.0,0.3231833910034602
M-2022-9,174,117,2,212,0.1467128027681661,114.0,0.12363225637155752
M-2022-9,174,93,3,164,0.11349480968858132,164.0,0.11349480968858132
M-2022-9,174,28,4,126,0.08719723183391004,121.0,0.08601965293612389
M-2022-9,174,157,5,51,0.03529411764705882,51.0,0.03529411764705882
M-2022-9,50,118,1,2106,0.2846715328467153,2105.0,0.2844515592435477
M-2022-9,50,14,2,1856,0.2508786158421195,1849.0,0.24933880061994618
M-2022-9,50,120,3,607,0.08204920248715869,606.0,0.08182922888399106
M-2022-9,50,68,4,597,0.08069748580697486,563.0,0.07321838329927578
M-2022-9,50,87,5,436,0.05893484725601514,414.0,0.0540954279863275
M-2022-9,104,117,1,426,0.2101628021706956,397.0,0.20153954912282168
M-2022-9,104,2,2,386,0.19042920572274297,368.0,0.18507684176199363
M-2022-9,104,19,3,313,0.1544153922052294,308.0,0.1529286244383546
M-2022-9,104,133,4,155,0.07646768623581648,46.0,0.044056148917945535
M-2022-9,104,110,5,70,0.03453379378391712,57.0,0.030668197590042603
M-2022-9,38,125,1,18,0.19148936170212766,18.0,0.19148936170212766
M-2022-9,38,105,2,8,0.0851063829787234,8.0,0.0851063829787234
M-2022-9,38,117,3,8,0.0851063829787234,7.0,0.07211936999171041
M-2022-9,38,126,4,8,0.0851063829787234,3.0,0.020171318043658473
M-2022-9,38,71,5,4,0.0425531914893617,4.0,0.0425531914893617
M-2022-9,66,86,1,220,0.06316393913293138,219.0,0.0629697266644909
M-2022-9,66,139,2,189,0.05426356589147287,176.0,0.05173880380174671
M-2022-9,66,129,3,156,0.04478897502153316,137.0,0.04109893812116416
M-2022-9,66,32,4,151,0.043353430950330174,144.0,0.041993943671246856
M-2022-9,66,68,5,87,0.024978466838931956,86.0,0.024784254370491483
M-2022-9,26,13,1,69,0.052075471698113204,39.0,0.03899217470727151
M-2022-9,26,155,2,43,0.03245283018867925,32.0,0.027655621292037295
M-2022-9,26,136,3,39,0.02943396226415094,21.0,0.02158398406964593
M-2022-9,26,25,4,16,0.012075471698113207,11.0,0.009894922199639592
M-2022-9,26,159,5,16,0.012075471698113207,9.0,0.009022702400250146
M-2022-9,10,12,1,35,0.03763440860215054,-73.0,-0.015830937932502925
M-2022-9,10,138,2,28,0.030107526881720432,3.0,0.017731289257958055
M-2022-9,10,156,3,13,0.013978494623655914,-49.0,-0.01671457468327478
M-2022-9,10,93,4,12,0.012903225806451613,5.0,0.009437879271798148
M-2022-9,10,125,5,6,0.0064516129032258064,-6.0,0.0005110188438198658
M-2022-9,109,107,1,36,0.02236024844720497,-6.0,-0.00013573441299856437
M-2022-9,109,65,2,29,0.018012422360248446,-6.0,-0.0007342300232545014
M-2022-9,109,18,3,10,0.006211180124223602,10.0,0.006211180124223602
M-2022-9,109,129,4,6,0.0037267080745341614,6.0,0.0037267080745341614
M-2022-9,109,53,5,3,0.0018633540372670807,2.0,0.0013277353977384251
M-2022-10,7,5,1,32,0.8205128205128205,29.0,0.7371794871794871
M-2022-10,7,14,2,4,0.10256410256410256,0.0,-0.008547008547008544
M-2022-10,7,6,3,1,0.02564102564102564,-1.0,-0.029914529914529912
M-2022-10,7,151,4,1,0.02564102564102564,1.0,0.02564102564102564
M-2022-10,121,14,1,139,0.6780487804878049,138.0,0.6776555441527675
M-2022-10,121,51,2,18,0.08780487804878048,18.0,0.08780487804878048
M-2022-10,121,99,3,11,0.05365853658536585,11.0,0.05365853658536585
M-2022-10,121,71,4,7,0.03414634146341464,3.0,0.03257339612326521
M-2022-10,121,25,5,3,0.014634146341463415,0.0,0.013454437336351342
M-2022-10,48,6,1,1633,0.5468854655056933,1633.0,0.5468854655056933
M-2022-10,48,177,2,1295,0.4336905559276624,1295.0,0.4336905559276624
M-2022-10,48,14,3,52,0.017414601473543203,52.0,0.017414601473543203
M-2022-10,48,5,4,2,0.0006697923643670462,2.0,0.0006697923643670462
M-2022-10,48,151,5,2,0.0006697923643670462,2.0,0.0006697923643670462
M-2022-10,69,105,1,637,0.5170454545454546,625.0,0.5033935774123488
M-2022-10,69,39,2,146,0.1185064935064935,145.0,0.11736883707873469
M-2022-10,69,125,3,124,0.10064935064935066,124.0,0.10064935064935066
M-2022-10,69,60,4,62,0.05032467532467533,60.0,0.0480493624691577
M-2022-10,69,63,5,41,0.033279220779220776,40.0,0.03214156435146196
M-2022-10,174,2,1,1242,0.45965951147298295,1242.0,0.45965951147298295
M-2022-10,174,93,2,284,0.10510732790525537,284.0,0.10510732790525537
M-2022-10,174,28,3,261,0.09659511472982976,256.0,0.09541753583204361
M-2022-10,174,133,4,224,0.08290155440414508,217.0,0.08125294394724447
M-2022-10,174,117,5,183,0.06772760917838638,85.0,0.04464706278177781
M-2022-10,56,96,1,4072,0.38034746870913505,4044.0,0.37757354360511286
M-2022-10,56,165,2,3888,0.3631608443863254,3884.0,0.36276456937146506
M-2022-10,56,14,3,804,0.07509807584532038,787.0,0.07341390703216405
M-2022-10,56,170,4,598,0.055856529049131326,598.0,0.055856529049131326
M-2022-10,56,90,5,317,0.02960956473005791,305.0,0.02842073968547697
M-2022-10,163,46,1,712,0.33648393194706994,422.0,0.2445954655338887
M-2022-10,163,155,2,237,0.11200378071833648,175.0,0.0923586603127598
M-2022-10,163,26,3,232,0.10964083175803403,152.0,0.08429228929922541
M-2022-10,163,61,4,188,0.0888468809073724,168.0,0.08250974529267024
M-2022-10,163,13,5,83,0.039224952741020794,72.0,0.03573952815293461
M-2022-10,47,6,1,10,0.29411764705882354,10.0,0.29411764705882354
M-2022-10,47,177,2,10,0.29411764705882354,10.0,0.29411764705882354
M-2022-10,47,14,3,7,0.20588235294117646,7.0,0.20588235294117646
M-2022-10,47,151,4,3,0.08823529411764706,3.0,0.08823529411764706
M-2022-10,47,117,5,2,0.058823529411764705,-1.0,0.05804207590824816
M-2022-10,38,125,1,21,0.22826086956521738,21.0,0.22826086956521738
M-2022-10,38,105,2,14,0.15217391304347827,14.0,0.15217391304347827
M-2022-10,38,133,3,7,0.07608695652173914,6.0,0.06309994353472614
M-2022-10,38,128,4,6,0.06521739130434782,6.0,0.06521739130434782
M-2022-10,38,156,5,4,0.043478260869565216,3.0,0.03049124788255223
M-2022-10,104,2,1,509,0.21288163948138855,491.0,0.2075292755206392
M-2022-10,104,133,2,435,0.18193224592220827,326.0,0.14952070860433733
M-2022-10,104,19,3,389,0.16269343370974487,384.0,0.16120666594287006
M-2022-10,104,117,4,321,0.1342534504391468,292.0,0.12563019739127287
M-2022-10,104,34,5,112,0.04684232538686742,110.0,0.04624761828011749
M-2022-10,10,156,1,303,0.2112970711297071,241.0,0.18060400182277642
M-2022-10,10,138,2,205,0.14295676429567644,180.0,0.13058052667191405
M-2022-10,10,117,3,129,0.0899581589958159,111.0,0.081047267906707
M-2022-10,10,12,4,33,0.02301255230125523,-75.0,-0.030452794233398233
M-2022-10,10,61,5,33,0.02301255230125523,21.0,0.01707195824184929
M-2022-10,50,118,1,474,0.15241157556270096,473.0,0.15219160195953335
M-2022-10,50,14,2,427,0.13729903536977492,420.0,0.13575922014760158
M-2022-10,50,68,3,350,0.11254019292604502,316.0,0.10506109041834594
M-2022-10,50,120,4,202,0.06495176848874598,201.0,0.06473179488557836
M-2022-10,50,87,5,146,0.04694533762057878,124.0,0.04210591835089114
M-2022-10,66,142,1,281,0.0664931377188831,278.0,0.06591050031356167
M-2022-10,66,49,2,163,0.038570752484619025,152.0,0.036434415331773815
M-2022-10,66,108,3,134,0.03170847136772362,134.0,0.03170847136772362
M-2022-10,66,139,4,127,0.030052058684335067,114.0,0.027527296594608907
M-2022-10,66,133,5,96,0.022716516800757217,44.0,0.012617468441852575
M-2022-10,26,13,1,86,0.06142857142857143,56.0,0.048345274437729735
M-2022-10,26,136,2,50,0.03571428571428571,32.0,0.027864307519780696
M-2022-10,26,155,3,40,0.02857142857142857,29.0,0.023774219674786615
M-2022-10,26,61,4,28,0.02,26.0,0.019127780200610553
M-2022-10,26,89,5,16,0.011428571428571429,9.0,0.008375802130708368
M-2022-10,109,65,1,59,0.03234649122807018,24.0,0.013599838844567232
M-2022-10,109,107,2,35,0.01918859649122807,-7.0,-0.0033073863689754637
M-2022-10,109,140,3,24,0.013157894736842105,23.0,0.012622276097313449
M-2022-10,109,142,4,14,0.007675438596491228,14.0,0.007675438596491228
M-2022-10,109,106,5,7,0.003837719298245614,4.0,0.002230863379659647
M-2022-11,7,5,1,41,0.7884615384615384,38.0,0.7051282051282051
M-2022-11,7,6,2,4,0.07692307692307693,2.0,0.021367521367521375
M-2022-11,7,14,3,1,0.019230769230769232,-3.0,-0.09188034188034187
M-2022-11,7,17,4,1,0.019230769230769232,1.0,0.019230769230769232
M-2022-11,7,86,5,1,0.019230769230769232,1.0,0.019230769230769232
M-2022-11,56,165,1,7515,0.49662965900079303,7511.0,0.4962333839859327
M-2022-11,56,96,2,3968,0.26222574676182925,3940.0,0.25945182165780706
M-2022-11,56,14,3,1054,0.0696537139836109,1037.0,0.06796954517045456
M-2022-11,56,170,4,681,0.04500396510705789,681.0,0.04500396510705789
M-2022-11,56,90,5,600,0.03965107057890563,588.0,0.03846224553432469
M-2022-11,121,14,1,20,0.46511627906976744,19.0,0.4647230427347301
M-2022-11,121,51,2,9,0.20930232558139536,9.0,0.20930232558139536
M-2022-11,121,140,3,3,0.06976744186046512,3.0,0.06976744186046512
M-2022-11,121,156,4,3,0.06976744186046512,3.0,0.06976744186046512
M-2022-11,121,2,5,2,0.046511627906976744,1.0,0.046118391571939386
M-2022-11,69,105,1,998,0.43695271453590195,986.0,0.42330083740279617
M-2022-11,69,39,2,438,0.19176882661996497,437.0,0.19063117019220616
M-2022-11,69,125,3,252,0.11033274956217162,252.0,0.11033274956217162
M-2022-11,69,110,4,187,0.0818739054290718,178.0,0.07163499757924245
M-2022-11,69,60,5,80,0.03502626970227671,78.0,0.03275095684675908
M-2022-11,174,2,1,1409,0.4336718990458603,1409.0,0.4336718990458603
M-2022-11,174,133,2,500,0.1538935056940597,493.0,0.1522448952371591
M-2022-11,174,28,3,312,0.09602954755309326,307.0,0.09485196865530711
M-2022-11,174,93,4,203,0.06248076331178824,203.0,0.06248076331178824
M-2022-11,174,117,5,173,0.05324715297014466,75.0,0.030166606573536085
M-2022-11,163,46,1,885,0.3844483058210252,595.0,0.2925598394078439
M-2022-11,163,26,2,264,0.11468288444830582,184.0,0.0893343419894972
M-2022-11,163,61,3,195,0.08470894874022589,175.0,0.07837181312552373
M-2022-11,163,155,4,170,0.0738488271068636,108.0,0.054203706701286915
M-2022-11,163,140,5,113,0.04908774978279757,39.0,0.025640348008399597
M-2022-11,66,142,1,1159,0.35346142116498935,1156.0,0.3528787837596679
M-2022-11,66,108,2,535,0.1631594998475145,535.0,0.1631594998475145
M-2022-11,66,140,3,316,0.09637084476974687,293.0,0.09190395799561597
M-2022-11,66,49,4,249,0.07593778591033852,238.0,0.07380144875749331
M-2022-11,66,156,5,149,0.04544068313510217,144.0,0.044469620792899796
M-2022-11,47,6,1,29,0.3493975903614458,29.0,0.3493975903614458
M-2022-11,47,117,2,8,0.0963855421686747,5.0,0.09560408866515817
M-2022-11,47,14,3,7,0.08433734939759036,7.0,0.08433734939759036
M-2022-11,47,3,4,6,0.07228915662650602,6.0,0.07228915662650602
M-2022-11,47,177,5,6,0.07228915662650602,6.0,0.07228915662650602
M-2022-11,10,156,1,708,0.34739941118743867,646.0,0.31670634188050795
M-2022-11,10,138,2,511,0.2507360157016683,486.0,0.23835977807790593
M-2022-11,10,117,3,251,0.12315996074582924,233.0,0.11424906965672034
M-2022-11,10,61,4,58,0.02845927379784102,46.0,0.022518679738435077
M-2022-11,10,93,5,55,0.026987242394504417,48.0,0.023521895859850952
M-2022-11,48,177,1,997,0.3347884486232371,997.0,0.3347884486232371
M-2022-11,48,6,2,841,0.2824042981867025,841.0,0.2824042981867025
M-2022-11,48,14,3,568,0.19073203492276697,568.0,0.19073203492276697
M-2022-11,48,170,4,462,0.15513767629281397,462.0,0.15513767629281397
M-2022-11,48,117,5,24,0.008059100067159167,22.0,0.007659180051162366
M-2022-11,38,125,1,27,0.3,27.0,0.3
M-2022-11,38,105,2,13,0.14444444444444443,13.0,0.14444444444444443
M-2022-11,38,133,3,8,0.08888888888888889,7.0,0.0759018759018759
M-2022-11,38,126,4,6,0.06666666666666667,1.0,0.0017316017316017368
M-2022-11,38,143,5,3,0.03333333333333333,3.0,0.03333333333333333
M-2022-11,104,2,1,763,0.2806178742184627,745.0,0.27526551025771334
M-2022-11,104,19,2,403,0.14821625597646193,398.0,0.14672948820958712
M-2022-11,104,133,3,389,0.14306730415593968,280.0,0.11065576683806874
M-2022-11,104,117,4,338,0.12431040823832291,309.0,0.11568715519044899
M-2022-11,104,34,5,112,0.041191614564178004,110.0,0.040596907457428076
M-2022-11,109,65,1,168,0.11207471647765177,133.0,0.09332806409414882
M-2022-11,109,140,2,75,0.05003335557038025,74.0,0.0494977369308516
M-2022-11,109,142,3,52,0.03468979319546364,52.0,0.03468979319546364
M-2022-11,109,107,4,47,0.03135423615743829,5.0,0.008858253297234758
M-2022-11,109,71,5,33,0.022014676450967312,33.0,0.022014676450967312
M-2022-11,50,124,1,152,0.10570236439499305,114.0,0.0973433674746235
M-2022-11,50,25,2,142,0.09874826147426982,-325.0,-0.003979411205008665
M-2022-11,50,120,3,93,0.06467315716272601,92.0,0.06445318355955838
M-2022-11,50,122,4,61,0.04242002781641168,9.0,0.030981400451695444
M-2022-11,50,68,5,58,0.04033379694019471,24.0,0.03285469443249563
M-2022-11,26,13,1,133,0.08075288403157256,103.0,0.06766958704073087
M-2022-11,26,136,2,67,0.04068002428658166,49.0,0.03283004609207665
M-2022-11,26,155,3,44,0.02671523982999393,33.0,0.021918030933351977
M-2022-11,26,49,4,43,0.026108075288403157,39.0,0.024363635689624265
M-2022-11,26,46,5,33,0.020036429872495445,10.0,0.010005902179516815
M-2022-12,7,5,1,16,0.48484848484848486,13.0,0.40151515151515155
M-2022-12,7,14,2,3,0.09090909090909091,-1.0,-0.020202020202020193
M-2022-12,7,151,3,3,0.09090909090909091,3.0,0.09090909090909091
M-2022-12,7,6,4,2,0.06060606060606061,0.0,0.005050505050505055
M-2022-12,7,170,5,1,0.030303030303030304,1.0,0.030303030303030304
M-2022-12,38,45,1,89,0.46113989637305697,89.0,0.46113989637305697
M-2022-12,38,39,2,52,0.2694300518134715,52.0,0.2694300518134715
M-2022-12,38,105,3,7,0.03626943005181347,7.0,0.03626943005181347
M-2022-12,38,133,4,7,0.03626943005181347,6.0,0.02328241706480048
M-2022-12,38,125,5,5,0.025906735751295335,5.0,0.025906735751295335
M-2022-12,47,5,1,279,0.45145631067961167,279.0,0.45145631067961167
M-2022-12,47,6,2,96,0.1553398058252427,96.0,0.1553398058252427
M-2022-12,47,7,3,59,0.09546925566343042,59.0,0.09546925566343042
M-2022-12,47,151,4,43,0.06957928802588997,43.0,0.06957928802588997
M-2022-12,47,102,5,33,0.05339805825242718,33.0,0.05339805825242718
M-2022-12,121,14,1,7,0.4375,6.0,0.43710676366496265
M-2022-12,121,51,2,2,0.125,2.0,0.125
M-2022-12,121,99,3,2,0.125,2.0,0.125
M-2022-12,121,2,4,1,0.0625,0.0,0.06210676366496264
M-2022-12,121,16,5,1,0.0625,1.0,0.0625
M-2022-12,163,46,1,728,0.41815048822515793,438.0,0.3262620218119767
M-2022-12,163,26,2,200,0.11487650775416428,120.0,0.08952796529535566
M-2022-12,163,155,3,118,0.06777713957495692,56.0,0.04813201916938024
M-2022-12,163,140,4,104,0.05973578403216542,30.0,0.036288382257767454
M-2022-12,163,13,5,96,0.05514072372199885,85.0,0.05165529913391267
M-2022-12,48,14,1,1310,0.389764950907468,1310.0,0.389764950907468
M-2022-12,48,177,2,1096,0.32609342457601903,1096.0,0.32609342457601903
M-2022-12,48,170,3,577,0.1716750966974115,577.0,0.1716750966974115
M-2022-12,48,6,4,200,0.05950609937518596,200.0,0.05950609937518596
M-2022-12,48,5,5,41,0.012198750371913121,41.0,0.012198750371913121
M-2022-12,69,105,1,703,0.3767416934619507,691.0,0.3630898163288449
M-2022-12,69,39,2,198,0.10610932475884244,197.0,0.10497166833108362
M-2022-12,69,60,3,181,0.0969989281886388,179.0,0.09472361533312117
M-2022-12,69,125,4,151,0.08092175777063237,151.0,0.08092175777063237
M-2022-12,69,18,5,136,0.07288317256162916,136.0,0.07288317256162916
M-2022-12,10,156,1,366,0.3645418326693227,304.0,0.333848763362392
M-2022-12,10,138,2,250,0.24900398406374502,225.0,0.23662774643998263
M-2022-12,10,117,3,107,0.10657370517928287,89.0,0.09766281409017397
M-2022-12,10,132,4,34,0.03386454183266932,34.0,0.03386454183266932
M-2022-12,10,61,5,31,0.030876494023904383,19.0,0.024935899964498444
M-2022-12,174,2,1,440,0.291970802919708,440.0,0.291970802919708
M-2022-12,174,133,2,283,0.18779031187790313,276.0,0.1861417014210025
M-2022-12,174,28,3,250,0.16589250165892502,245.0,0.16471492276113886
M-2022-12,174,19,4,102,0.0676841406768414,102.0,0.0676841406768414
M-2022-12,174,23,5,100,0.06635700066357,100.0,0.06635700066357
M-2022-12,56,96,1,3063,0.25236878965147896,3035.0,0.24959486454745677
M-2022-12,56,165,2,3015,0.24841394084205323,3011.0,0.24801766582719292
M-2022-12,56,118,3,2489,0.20507538930542968,2474.0,0.2035893579997035
M-2022-12,56,14,4,1140,0.09392765922386093,1123.0,0.09224349041070459
M-2022-12,56,71,5,576,0.047458185713108676,576.0,0.047458185713108676
M-2022-12,109,71,1,98,0.24936386768447838,98.0,0.24936386768447838
M-2022-12,109,158,2,79,0.2010178117048346,79.0,0.2010178117048346
M-2022-12,109,140,3,62,0.15776081424936386,61.0,0.1572251956098352
M-2022-12,109,116,4,27,0.06870229007633588,27.0,0.06870229007633588
M-2022-12,109,142,5,26,0.06615776081424936,26.0,0.06615776081424936
M-2022-12,26,13,1,174,0.21561338289962825,144.0,0.20253008590878657
M-2022-12,26,49,2,98,0.12143742255266418,94.0,0.1196929829538853
M-2022-12,26,136,3,74,0.09169764560099132,56.0,0.0838476674064863
M-2022-12,26,46,4,65,0.080545229244114,42.0,0.07051470155113537
M-2022-12,26,61,5,57,0.07063197026022305,55.0,0.0697597504608336
M-2022-12,104,2,1,370,0.2121559633027523,352.0,0.20680359934200296
M-2022-12,104,117,2,299,0.17144495412844038,270.0,0.16282170108056646
M-2022-12,104,133,3,272,0.1559633027522936,163.0,0.12355176543442264
M-2022-12,104,19,4,254,0.14564220183486237,249.0,0.14415543406798756
M-2022-12,104,110,5,111,0.06364678899082568,98.0,0.05978119279695116
M-2022-12,66,71,1,271,0.13861892583120206,268.0,0.13803628842588064
M-2022-12,66,142,2,266,0.1360613810741688,263.0,0.13547874366884738
M-2022-12,66,49,3,240,0.12276214833759591,229.0,0.1206258111847507
M-2022-12,66,78,4,154,0.07877237851662404,154.0,0.07877237851662404
M-2022-12,66,108,5,140,0.07161125319693094,140.0,0.07161125319693094
M-2022-12,50,124,1,180,0.11780104712041885,142.0,0.1094420502000493
M-2022-12,50,25,2,157,0.10274869109947644,-310.0,2.101842019795741e-05
M-2022-12,50,87,3,81,0.05301047120418848,59.0,0.048171051934500844
M-2022-12,50,129,4,74,0.04842931937172775,55.0,0.044249820911542975
M-2022-12,50,156,5,73,0.047774869109947646,29.0,0.03809603057057237
