method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6202822074367178,0.03153852496503578,0.8896248031831657,12,
BN-Adapt,0.6202822074367178,0.03153852496503578,0.8896248031831657,12,6.0
Tent,0.6205544035517393,0.02925094639581809,0.8913106853053442,12,8.0
EATA,0.6202883912195495,0.03150560625270495,0.8895388534462928,12,15.7
CoTTA,0.6207713933475371,0.030965061827356616,0.8900425548934168,12,33.0
SAR,0.6206931906835272,0.0316799823930351,0.8899830658478791,12,19.6
NOTE,0.6208728744981012,0.03120878895311356,0.8906388287937409,12,55.2
