method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,head_type,hidden_dim
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
original_head,margin,1000,0.8100503014228246,0.6872832772022501,0.44405760985084475,0.25615252175224795,27287,0.9391645796188507,0.8922508920605965,144143,6,3,original,
expanded_head,margin,1000,0.798910778692647,0.6782318745633249,0.46901454905266243,0.30737070361844554,27287,0.9318523965783978,0.8737322350902718,144143,5,1,expanded,512
expanded_head_nokd,margin,1000,0.744908030303374,0.6279777284687588,0.5498222596840987,0.33907255084254856,27287,0.9072726389765718,0.8103903906253975,144143,3,1,expanded_nokd,512
