method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,stable_absorber,5,2,0.5,2.0,150,0,0,0.754390207590674,0.6202822074367178,0.01789504501207641,0.03153852496503578,27326,0.938836944760425,0.8896248031831657,144172,12,7,0.754390207590674,0.6202822074367178,0.01789504501207641,0.03153852496503578,27326,0.938836944760425,0.8896248031831657,144172,12,7,,
active_head_ft,random,200,stable_absorber,5,2,0.5,2.0,150,7,24,0.7745514270662246,0.6322540196811449,0.29477652915553276,0.09010739489749849,27319,0.9412009545479771,0.8706457219956919,144152,10,5,0.7745809682224316,0.6322844188754507,0.29481080289833855,0.09017155602115344,27326,0.9412091113392337,0.8706546999951271,144172,10,5,550,0.16035433113574982
active_head_ft,random,500,stable_absorber,5,2,0.5,2.0,150,11,55,0.7865080451097692,0.6384187025541227,0.33501738971261213,0.11369356968045573,27315,0.9342168256721596,0.874989570201427,144125,8,6,0.786581158665658,0.6385392978082909,0.3351752909317134,0.1143016649598937,27326,0.9342382709541381,0.8750074650915559,144172,8,6,1150,0.16043932735919952
active_head_ft,random,1000,stable_absorber,5,2,0.5,2.0,150,21,111,0.8012553044896157,0.6558603294725587,0.5338582677165354,0.18914180534856925,27305,0.9318826999826479,0.893759473902516,144075,8,4,0.8013888752438164,0.656061267430703,0.5341433067408329,0.18987910294844557,27326,0.9319285298116139,0.8937973464312812,144172,8,4,2150,0.15990713238716125
active_head_ft,margin,200,stable_absorber,5,2,0.5,2.0,150,8,38,0.7721811086529471,0.6336724120401971,0.35108719525587523,0.12926200765899318,27318,0.9432598532247548,0.874262646282595,144166,9,6,0.7722057179822993,0.6337179735203828,0.351240576740101,0.12938947657839053,27326,0.943262214577033,0.8742748609395582,144172,9,6,550,0.20238490402698517
active_head_ft,margin,500,stable_absorber,5,2,0.5,2.0,150,16,87,0.7852560879817407,0.6603354483431925,0.41120468692786527,0.21203169812709596,27310,0.9371739733629301,0.8920057881627093,144160,7,2,0.7853122928835448,0.6604848618297446,0.4115128449096099,0.2124464392934888,27326,0.9371722664595067,0.8920185769034485,144172,7,2,1150,0.1964074969291687
active_head_ft,margin,1000,stable_absorber,5,2,0.5,2.0,150,31,150,0.7953100408476897,0.671700080811599,0.4533064663857849,0.32440312310258573,27295,0.9409973221594772,0.8945576356959932,144146,5,3,0.7954103182442344,0.6720055083939169,0.4538534728829686,0.32534689272916256,27326,0.9410010265516189,0.8945836343635962,144172,5,3,2150,0.19595365226268768
active_head_ft,absorber_margin,200,stable_absorber,5,2,0.5,2.0,150,18,200,0.7445407470282208,0.6206444529731615,0.30229236853669256,0.18422898281410824,27308,0.9426224959769158,0.8709687295131205,144168,7,2,0.7445665111632227,0.6207128261693935,0.30264217229012663,0.18448102771848432,27326,0.9426240878950143,0.8709731582862847,144172,7,2,550,0.2048969268798828
active_head_ft,absorber_margin,500,stable_absorber,5,2,0.5,2.0,150,63,500,0.7620215478756419,0.6353705705057687,0.4602574918387558,0.2765045019290786,27263,0.9399572708859355,0.8828598837645734,144164,3,2,0.7620865322631231,0.6355550281915128,0.46131889043401886,0.2772658269424541,27326,0.939960602613545,0.8828766606211549,144172,3,2,1150,0.19775576889514923
active_head_ft,absorber_margin,1000,stable_absorber,5,2,0.5,2.0,150,113,1000,0.7749951029662789,0.6496535175838755,0.5549186050784551,0.3321045966812904,27213,0.9381863081736138,0.8918564191103282,144159,4,2,0.775094862642823,0.6501112746318195,0.5564663690258362,0.3333599248391299,27326,0.9381918819188192,0.8918786468677864,144172,4,2,2150,0.19428111612796783
