method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.5486005964261209,0.025982173841133063,0.8322837647585521,12,
BN-Adapt,0.5486005964261209,0.025982173841133063,0.8322837647585521,12,5.7
Tent,0.5476835670490643,0.024427618439257105,0.8288374361038061,12,8.1
EATA,0.5486216144581109,0.025995431749652183,0.8321117858756184,12,16.4
CoTTA,0.5489987590694763,0.02564993884132577,0.8319526826035991,12,32.8
SAR,0.5483462874752613,0.026064594850858342,0.8299547529364004,12,19.8
NOTE,0.5480666370086008,0.025017800674543258,0.8287758739593221,12,54.8
