epoch,train_loss,train_ce_loss,train_temporal_loss,train_irm_penalty,train_ssl_loss,train_temporal_classes,val_macro_f1_mean,val_collapse_macro_f1_mean,lr
1,3.1456431816785764,3.142643509563218,0.0,0.02999672300261137,0.0,0.0,0.24145157844587134,0.24119904059587238,0.0009972609476841367
2,2.016925195751027,2.0126415700993987,0.0,0.021418135807626585,0.0,0.0,0.3818853909112873,0.38541070507470504,0.0009890738003669028
3,2.554355680433094,2.50142019712008,0.0,0.1764515945970471,0.0,0.0,0.005912601555569517,0.0,0.0009755282581475768
4,3.1737400193499705,3.1634834935522487,0.0,0.025641321402110763,0.0,0.0,0.2990423292209248,0.33323157661657604,0.0009567727288213003
5,2.7226633701568996,2.6226542114192606,0.0,0.20001831365023884,0.0,0.0,0.004210553673598987,0.0,0.0009330127018922195
6,3.839243014653524,3.829662374757294,0.0,0.019161284374372645,0.0,0.0,0.12846162068541064,0.13121120955534454,0.0009045084971874739
7,2.24955949498038,2.239171609104189,0.0,0.020775766012808068,0.0,0.0,0.34907782164423207,0.3655089333051369,0.0008715724127386972
8,1.7403437962898842,1.7336551698864016,0.0,0.013377251322147373,0.0,0.0,0.4200300840262397,0.4147039530264767,0.0008345653031794292
9,1.5404438253141877,1.5353979224832648,0.0,0.010091810282787435,0.0,0.0,0.46911596302839526,0.5018992202225466,0.0007938926261462366
10,1.411724162611187,1.4074098366957444,0.0,0.008628651330249511,0.0,0.0,0.5018803991758564,0.5438287617381246,0.00075
11,1.3140198432482206,1.3100842758121654,0.0,0.007871132869232132,0.0,0.0,0.5242548105450812,0.5706007292869205,0.0007033683215379003
12,1.234431172741784,1.2306946306147126,0.0,0.007473087130782581,0.0,0.0,0.547265609263163,0.5901375047067142,0.0006545084971874739
13,1.1654692309534447,1.1619916562341217,0.0,0.006955147405308233,0.0,0.0,0.5678644807500884,0.607369651862043,0.0006039558454088797
14,1.109250100249918,1.1059902996079534,0.0,0.006519603348311244,0.0,0.0,0.5901411267793341,0.6228016766864424,0.0005522642316338269
15,1.0601232861861205,1.057057726281321,0.0,0.006131122881520746,0.0,0.0,0.6063068272279837,0.635906246556298,0.0005000000000000002
16,1.0171083750887813,1.0142357329018095,0.0,0.005745285509192011,0.0,0.0,0.6179325201891379,0.6488272414063997,0.0004477357683661734
17,0.9783422182767819,0.9756474880071787,0.0,0.005389465284424348,0.0,0.0,0.6288396508762713,0.6537090498119796,0.00039604415459112036
18,0.9445988274028159,0.9420403795364576,0.0,0.005116896241685399,0.0,0.0,0.6370823877333909,0.6583180341886536,0.0003454915028125264
19,0.9157337475026774,0.9132802280605349,0.0,0.004907037363311526,0.0,0.0,0.6451072597205124,0.6609480486452951,0.00029663167846210003
20,0.8900256266960731,0.8876655647897312,0.0,0.00472012263435162,0.0,0.0,0.6506622932806863,0.6683914381906844,0.00025000000000000017
21,0.8684048604251992,0.8661182205391745,0.0,0.004573277358496044,0.0,0.0,0.6574242964640423,0.6763158963955754,0.00020610737385376354
22,0.8501543908547132,0.8479233453925858,0.0,0.0044620935797679406,0.0,0.0,0.6634068088399486,0.6874768449663291,0.00016543469682057108
23,0.8345859637627235,0.8323858924401112,0.0,0.004400142512142929,0.0,0.0,0.668087175204344,0.68832161872082,0.00012842758726130303
24,0.8218676495246399,0.8196925167854016,0.0,0.004350264876599336,0.0,0.0,0.6709026649654612,0.6872289854457633,9.549150281252637e-05
25,0.8114526726751246,0.809284191355746,0.0,0.004336961879470569,0.0,0.0,0.6754934400260217,0.6839705534813202,6.698729810778068e-05
26,0.8036403806800516,0.8014665647449657,0.0,0.0043476314098525965,0.0,0.0,0.6792301238570009,0.6817610003877834,4.322727117869953e-05
27,0.7979419864650465,0.7957428550108885,0.0,0.00439826578904803,0.0,0.0,0.6815521620594029,0.6797061145792845,2.447174185242324e-05
28,0.7939245203621367,0.7916893515321943,0.0,0.004470335952460001,0.0,0.0,0.6814703259892322,0.6804185402213067,1.092619963309716e-05
29,0.7912503669914017,0.7889919794013358,0.0,0.004516776190209003,0.0,0.0,0.6810376818484379,0.6854426163648158,2.7390523158633003e-06
30,0.7904504172312907,0.7881768899086194,0.0,0.004547053111819591,0.0,0.0,0.6824936295121838,0.6835861305485275,0.0
