period,class,group,reference_support,target_support,accepted_updates,accepted_rate,static_f1,caps_f1,delta_f1,static_recall,caps_recall,delta_recall
M-2022-7,17,other,10007,9274,6125,0.6604485658831141,0.897472471044674,0.8985257844318247,0.001053313387150756,0.848069872762562,0.8445115376320897,-0.003558335130472212
M-2022-7,18,other,21926,12401,10227,0.8246915571324893,0.9094251464899851,0.90292255790152,-0.006502588588465086,0.9574227884847996,0.9604064188371906,0.00298363035239102
M-2022-7,19,other,13185,9918,3330,0.33575317604355714,0.9129808885579548,0.912800198068829,-0.0001806904891258343,0.9272030651340997,0.9293204275055454,0.0021173623714457745
M-2022-7,20,other,1281,1273,492,0.38648860958366066,0.8814229249011858,0.8831372549019608,0.0017143300007750328,0.8758837391987431,0.8845247446975648,0.008641005498821741
M-2022-7,21,other,2620,1255,1200,0.9561752988047809,0.9633385335413417,0.9617317356010824,-0.001606797940259308,0.9840637450199203,0.9912350597609562,0.007171314741035828
M-2022-7,22,other,4636,449,280,0.623608017817372,0.8038793103448276,0.8041884816753927,0.0003091713305650723,0.8307349665924276,0.8552338530066815,0.024498886414253906
M-2022-7,23,other,12840,5629,3789,0.6731213359388879,0.9457068516912402,0.9421730486645346,-0.0035338030267056952,0.9685556937289039,0.9682003908331853,-0.0003553028957186122
M-2022-7,24,other,10253,4214,3667,0.8701945894636924,0.9631836053854402,0.9632614363593268,7.783097388658344e-05,0.9591836734693877,0.9644043663977219,0.0052206929283341585
M-2022-7,25,other,54557,35008,18466,0.5274794332723949,0.9203539823008849,0.9188122138687052,-0.0015417684321797909,0.9357861060329068,0.9373286106032906,0.0015425045703838514
M-2022-7,26,bad,2293,952,250,0.26260504201680673,0.6706231454005934,0.6728515625,0.0022284170994065766,0.7121848739495799,0.7237394957983193,0.011554621848739455
M-2022-7,27,other,19386,15113,8538,0.5649440878713691,0.8953137748767249,0.8902868109606568,-0.005026963916068161,0.834976510289155,0.8287566995302058,-0.006219810758949174
