period,class,group,reference_support,target_support,accepted_updates,accepted_rate,static_f1,caps_f1,delta_f1,static_recall,caps_recall,delta_recall
M-2022-7,155,other,11183,5019,911,0.18151026100816897,0.6619581530855478,0.6727206683617871,0.010762515276239282,0.7469615461247261,0.7379956166567045,-0.00896592946802155
M-2022-7,156,other,32897,19602,4857,0.2477808386899296,0.8366364186327888,0.8366971588984077,6.074026561886381e-05,0.8818998061422304,0.8818998061422304,0.0
M-2022-7,157,other,2075,937,457,0.48772678762006405,0.6380772855796418,0.6157989228007181,-0.0222783627789237,0.7225186766275347,0.7321237993596584,0.009605122732123772
M-2022-7,158,other,12544,5930,2945,0.4966273187183811,0.8894800068645958,0.8873383253914228,-0.0021416814731730627,0.8740303541315345,0.8792580101180438,0.005227655986509316
M-2022-7,159,other,3182,1512,252,0.16666666666666666,0.5366049879324215,0.5407377381434941,0.004132750211072622,0.44113756613756616,0.44113756613756616,0.0
M-2022-7,160,other,1553,1230,118,0.0959349593495935,0.5347008547008547,0.5357624831309041,0.0010616284300494216,0.6357723577235772,0.6455284552845528,0.009756097560975618
M-2022-7,161,other,3031,1512,453,0.2996031746031746,0.940563086548488,0.9409312022237665,0.000368115675278502,0.8948412698412699,0.8955026455026455,0.000661375661375585
M-2022-7,162,other,486,241,37,0.15352697095435686,0.4838012958963283,0.4625,-0.021301295896328287,0.46473029045643155,0.4605809128630705,-0.004149377593361037
M-2022-7,163,other,3156,1276,28,0.0219435736677116,0.04568527918781726,0.04291845493562232,-0.0027668242521949396,0.02821316614420063,0.0274294670846395,-0.0007836990595611291
M-2022-7,164,bad,3315,1702,731,0.4294947121034078,0.3341902313624679,0.3567972530045263,0.02260702164205841,0.6492361927144535,0.6715628672150411,0.022326674500587562
M-2022-7,165,other,5176,5683,5238,0.9216962871722681,0.7804327048396906,0.7871479024894479,0.006715197649757254,0.7902516276614464,0.8039767728312511,0.01372514516980472
M-2022-7,166,other,2317,1530,224,0.14640522875816994,0.5739374780470671,0.5734513274336284,-0.00048615061343870725,0.5339869281045752,0.5294117647058824,-0.004575163398692794
M-2022-7,167,other,668,23,4,0.17391304347826086,0.03571428571428571,0.04067796610169491,0.0049636803874092,0.21739130434782608,0.2608695652173913,0.043478260869565216
M-2022-7,168,other,3924,2156,506,0.23469387755102042,0.7527783602432375,0.7589654422951533,0.00618708205191576,0.8325602968460112,0.8098330241187384,-0.022727272727272818
M-2022-7,169,other,2891,2090,1308,0.6258373205741626,0.927797833935018,0.9381984036488027,0.010400569713784669,0.9837320574162679,0.9842105263157894,0.0004784688995215225
M-2022-7,170,other,3774,1882,831,0.44155154091392135,0.6471421823334907,0.6613333333333333,0.014191150999842583,0.7279489904357067,0.7247608926673751,-0.0031880977683316214
M-2022-7,171,other,7082,6243,1384,0.2216882908857921,0.7098185353208036,0.7065838915209933,-0.0032346437998103106,0.7017459554701265,0.6927759090181003,-0.008970046452026259
M-2022-7,172,other,7688,5217,2960,0.5673758865248227,0.8309074924294226,0.8512682551883167,0.02036076275889409,0.8152194747939429,0.8491470193597853,0.03392754456584246
M-2022-7,173,other,4960,1718,1290,0.7508731082654249,0.9242282507015903,0.9239401496259352,-0.0002881010756551339,0.8626309662398137,0.8626309662398137,0.0
M-2022-7,174,bad,4246,1067,2,0.0018744142455482662,0.0,0.0,0.0,0.0,0.0,0.0
M-2022-7,175,other,50628,32188,3542,0.11004100907170374,0.747027059822837,0.7521543764618983,0.005127316639061297,0.7650366596247049,0.759258108611905,-0.005778551012799893
M-2022-7,176,other,4309,1623,748,0.46087492298213184,0.6453576864535768,0.6399008674101611,-0.005456819043415773,0.7837338262476895,0.7954405422057917,0.011706715958102243
M-2022-7,177,other,1540,1188,943,0.7937710437710438,0.5389702409069438,0.5400943396226415,0.0011240987156977411,0.9604377104377104,0.9638047138047138,0.0033670033670033517
M-2022-10,0,other,1414,1642,538,0.3276492082825822,0.9030246336139695,0.9097767997485068,0.00675216613453733,0.881851400730816,0.8812423873325214,-0.0006090133982946666
M-2022-10,1,other,10792,4956,2282,0.4604519774011299,0.8785763445088979,0.8806116447755342,0.0020353002666363418,0.9015334947538337,0.9063761097659403,0.004842615012106588
M-2022-10,2,other,7583,5086,1884,0.37042862760519074,0.5075818036711891,0.5087281795511222,0.0011463758799330481,0.6877703499803381,0.7019268580416831,0.014156508061344941
M-2022-10,3,other,1593,1139,1020,0.8955223880597015,0.8854041013268998,0.8809904153354633,-0.0044136859914365445,0.9666374012291484,0.9683933274802459,0.0017559262510974394
M-2022-10,4,other,3737,972,851,0.8755144032921811,0.8931116389548693,0.8892045454545454,-0.0039070935003239216,0.9670781893004116,0.9660493827160493,-0.0010288065843622185
M-2022-10,5,bad,2093,2902,1864,0.642315644383184,0.5959319975713419,0.6081957547169812,0.01226375714563932,0.6764300482425913,0.7108890420399724,0.03445899379738104
M-2022-10,6,bad,2729,2429,1415,0.5825442568958419,0.35736079328756676,0.34970380278998664,-0.007656990497580118,0.3857554549197201,0.37669822972416633,-0.009057225195553742
M-2022-10,7,other,36,39,0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.02564102564102564,0.02564102564102564,0.0
M-2022-10,8,stable,1574,1940,1286,0.6628865979381443,0.896049896049896,0.9006485084306096,0.004598612380713574,0.8886597938144329,0.8948453608247423,0.006185567010309367
M-2022-10,9,other,1547,1291,40,0.030983733539891558,0.2912300055157198,0.3090909090909091,0.01786090357518927,0.20449264136328427,0.2238574748257165,0.01936483346243223
M-2022-10,10,bad,2020,1434,418,0.2914923291492329,0.5132346343651862,0.5169892473118279,0.0037546129466417,0.398884239888424,0.4191073919107392,0.020223152022315227
M-2022-10,11,bad,1685,2001,135,0.06746626686656672,0.2203874245792315,0.22455274521900062,0.004165320639769127,0.17341329335332334,0.18190904547726136,0.008495752123938022
M-2022-10,12,bad,2788,2580,755,0.2926356589147287,0.6587301587301587,0.6845289541918755,0.025798795461716817,0.6112403100775193,0.6139534883720931,0.002713178294573737
M-2022-10,13,other,2093,1607,125,0.0777846919726198,0.39652247667514845,0.39354066985645936,-0.0029818068186890923,0.5818294959551961,0.6141879278158059,0.032358431860609826
M-2022-10,14,bad,10401,10007,47,0.004696712301389028,0.35328685832805207,0.3455751688188603,-0.007711689509191766,0.3063855301289098,0.2914959528330169,-0.014889577295892908
M-2022-10,15,stable,751,951,519,0.5457413249211357,0.7901510912143257,0.7906458797327395,0.0004947885184137801,0.7423764458464774,0.7465825446898002,0.004206098843322792
M-2022-10,16,other,2008,2405,86,0.03575883575883576,0.2284234752589183,0.23861413802738196,0.01019066276846367,0.16507276507276508,0.17754677754677756,0.012474012474012475
M-2022-10,17,other,10007,11892,2541,0.21367305751765894,0.9137916419428669,0.9129677611179544,-0.0008238808249124707,0.9064917591658258,0.9037167843928692,-0.0027749747729566288
M-2022-10,18,other,21926,43004,36864,0.8572225839456795,0.9259101887467573,0.91875566962409,-0.007154519122667291,0.9627709050320901,0.965607850432518,0.0028369454004278927
M-2022-10,19,other,13185,29160,10746,0.3685185185185185,0.7123345563516914,0.7051503629450397,-0.007184193406651662,0.6358367626886146,0.6296296296296297,-0.006207133058984904
M-2022-10,20,other,1281,2388,1036,0.4338358458961474,0.6982817869415807,0.6650414431984398,-0.03324034374314089,0.8509212730318257,0.8567839195979899,0.005862646566164198
M-2022-10,21,other,2620,3959,3024,0.7638292498105582,0.8938087269918908,0.9058659571772456,0.012057230185354761,0.8769891386713816,0.9030058095478656,0.02601667087648396
M-2022-10,22,other,4636,1178,636,0.5398981324278438,0.7546571541815299,0.7589424572317263,0.004285303050196365,0.8081494057724957,0.8285229202037352,0.02037351443123947
M-2022-10,23,other,12840,8236,5753,0.6985186983972802,0.9121740147351187,0.9131629729255599,0.0009889581904412026,0.9470616804273919,0.9480330257406508,0.0009713453132589311
M-2022-10,24,other,10253,12024,7879,0.6552727877578177,0.8894615247911853,0.891659350307287,0.0021978255161017035,0.8325016633399867,0.8446440452428476,0.012142381902860988
M-2022-10,25,other,54557,46993,21801,0.4639201583214521,0.8876967479587566,0.8860421955329906,-0.0016545524257660649,0.8803013214734109,0.8838550422403336,0.00355372076692273
M-2022-10,26,bad,2293,1400,312,0.22285714285714286,0.5640875912408759,0.6439894319682959,0.07990184072742001,0.69,0.6964285714285714,0.00642857142857145
M-2022-10,27,other,19386,10235,8980,0.877381533952125,0.9511084421758494,0.9516402432944461,0.0005318011185966309,0.9284807034684904,0.932486565705911,0.00400586223742061
M-2022-10,28,bad,16366,11735,1682,0.14333191308052834,0.54149063787618,0.5437490228776903,0.0022583850015103213,0.4423519386450788,0.4445675330208777,0.0022155943757988794
M-2022-10,29,other,29653,34921,13448,0.3850977921594456,0.7645420933311018,0.7666666666666667,0.0021245733355649277,0.7194524784513616,0.7370063858423298,0.017553907390968182
M-2022-10,30,other,8131,991,241,0.24318869828456105,0.4611906556141673,0.46037735849056605,-0.000813297123601231,0.3087790110998991,0.3077699293642785,-0.0010090817356205872
M-2022-10,31,other,7973,1938,1287,0.6640866873065016,0.8363944617123481,0.8282602624965093,-0.0081341992158388,0.7636738906088751,0.7652218782249742,0.001547987616099089
M-2022-10,32,other,2331,1783,161,0.09029725182277061,0.40881658357386513,0.40767263427109973,-0.0011439493027654013,0.4369040942232193,0.44699943914750423,0.010095344924284932
M-2022-10,33,other,204,124,28,0.22580645161290322,0.4745762711864407,0.49206349206349204,0.017487220877051346,0.45161290322580644,0.5,0.04838709677419356
M-2022-10,34,other,588,1682,182,0.10820451843043995,0.5831485587583148,0.5934545454545455,0.010305986696230618,0.4690844233055886,0.48513674197384066,0.016052318668252075
M-2022-10,35,other,875,2194,1893,0.8628076572470373,0.9439514245679589,0.9426573426573427,-0.001294081910616196,0.9211485870556062,0.9216043755697356,0.00045578851412941823
M-2022-10,36,other,826,2648,2163,0.8168429003021148,0.9322803553800593,0.9347227683837986,0.0024424130037393743,0.8916163141993958,0.8976586102719033,0.0060422960725075026
M-2022-10,37,other,1989,1115,910,0.8161434977578476,0.9261682242990654,0.9242990654205607,-0.0018691588785046953,0.8887892376681614,0.8869955156950673,-0.0017937219730941312
M-2022-10,38,bad,77,92,29,0.31521739130434784,0.32679738562091504,0.3225806451612903,-0.004216740459624724,0.2717391304347826,0.2717391304347826,0.0
M-2022-10,39,other,4388,4329,1896,0.437976437976438,0.9045624363183516,0.9012485811577753,-0.003313855160576362,0.9228459228459228,0.917070917070917,-0.0057750057750057815
M-2022-10,40,other,2334,981,478,0.4872579001019368,0.7384806973848069,0.7354596622889306,-0.0030210350958763676,0.6044852191641182,0.599388379204893,-0.0050968399592252744
M-2022-10,41,other,2121,2408,791,0.32848837209302323,0.6373721992603872,0.6319385140905209,-0.005433685169866309,0.6083887043189369,0.6146179401993356,0.006229235880398698
M-2022-10,42,other,1839,2235,145,0.06487695749440715,0.3600128576020572,0.4002411091018686,0.04022825149981141,0.2505592841163311,0.2970917225950783,0.04653243847874722
M-2022-10,43,other,2042,2062,372,0.18040737148399613,0.77207582061951,0.7618181818181818,-0.010257638801328128,0.8098933074684772,0.8128031037827352,0.0029097963142580285
M-2022-10,44,stable,2910,1081,1014,0.9380203515263644,0.9708920187793427,0.9695550351288056,-0.001336983650537138,0.9565217391304348,0.9574468085106383,0.0009250693802035359
M-2022-10,45,other,2192,1536,13,0.008463541666666666,0.7312714776632302,0.7249303621169917,-0.006341115546238507,0.6927083333333334,0.677734375,-0.01497395833333337
M-2022-10,46,other,9798,11714,2367,0.20206590404644015,0.6586663150028572,0.6688572471705002,0.010190932167642996,0.6395765750384156,0.6255762335666724,-0.014000341471743227
M-2022-10,47,bad,3839,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M-2022-10,48,bad,5001,2986,3,0.0010046885465505692,0.0,0.0,0.0,0.0,0.0,0.0
M-2022-10,49,other,40220,42912,19230,0.4481263982102908,0.8404679479527277,0.8421507233858778,0.0016827754331500966,0.8203532811334825,0.8179530201342282,-0.002400260999254278
M-2022-10,50,other,4546,3110,95,0.03054662379421222,0.1797752808988764,0.19443037974683544,0.014655098847959042,0.11318327974276528,0.12347266881028938,0.010289389067524107
M-2022-10,51,other,21842,16876,6541,0.38759184640910166,0.8763914271473666,0.9011583231351566,0.024766895987790027,0.9377222090542783,0.938136999288931,0.0004147902346527399
M-2022-10,52,other,2301,2218,871,0.3926961226330027,0.6396160558464223,0.6369237306139792,-0.0026923252324431157,0.6609558160504959,0.675834084761046,0.014878268710550091
M-2022-10,53,other,9775,11906,5356,0.44985721484965563,0.9102525876389658,0.9195441988950276,0.009291611256061816,0.8974466655467831,0.8946749538048043,-0.0027717117419787662
M-2022-10,54,other,6663,6595,162,0.024564063684609554,0.3391060145097122,0.39048254391816767,0.051376529408455496,0.21971190295678544,0.266262319939348,0.04655041698256257
M-2022-10,55,other,8193,5643,394,0.06982101718943824,0.7377630121816169,0.8673529994060583,0.12958998722444137,0.5902888534467482,0.7763600921495658,0.1860712387028176
M-2022-10,56,bad,10094,10706,29,0.002708761442181954,0.001854771399425021,0.0018521948508983144,-2.576548526706489e-06,0.0009340556697179152,0.0009340556697179152,0.0
M-2022-10,57,stable,3065,2065,1422,0.6886198547215496,0.9895707009459132,0.991030303030303,0.0014596020843898883,0.9878934624697336,0.9898305084745763,0.0019370460048426796
M-2022-10,58,other,2286,2316,2296,0.9913644214162349,0.997196463230537,0.997196463230537,0.0,0.998272884283247,0.998272884283247,0.0
M-2022-10,59,stable,13724,8856,8741,0.9870144534778681,0.9888609012034705,0.9880339968687094,-0.0008269043347610694,0.9974028906955736,0.9976287262872628,0.0002258355916892052
M-2022-10,60,other,49622,59907,18806,0.31391990919258184,0.8919610334603981,0.8869058705995903,-0.005055162860807871,0.8788288513863155,0.874321865558282,-0.0045069858280335495
M-2022-10,61,other,19676,22920,10938,0.47722513089005236,0.6762557002991124,0.6706213326902982,-0.005634367608814195,0.9025741710296684,0.9100349040139616,0.0074607329842931724
M-2022-10,62,stable,15549,24087,19942,0.8279154730767634,0.9491817398794143,0.9436513593320436,-0.005530380547370761,0.960767218831735,0.9618881554365425,0.0011209366048074987
M-2022-10,63,other,11152,12148,4576,0.37668752057951926,0.655135224821636,0.6427540878486695,-0.0123811369729665,0.6500658544616398,0.6601086598617056,0.010042805400065857
M-2022-10,64,stable,2437,4110,1780,0.43309002433090027,0.8626190181773217,0.8613409062847265,-0.0012781118925951906,0.848661800486618,0.848661800486618,0.0
M-2022-10,65,other,3145,3253,2308,0.7094989240700892,0.9237479320198526,0.9193403298350824,-0.00440760218477021,0.9440516446357209,0.942514601905933,-0.0015370427297879408
M-2022-10,66,bad,5149,4226,1224,0.28963558920965454,0.6570540005654509,0.6514920194309507,-0.005561981134500238,0.5499290108849977,0.5553715097018457,0.005442498816847996
M-2022-10,67,other,854,4304,0,0.0,0.23139499849352216,0.30697546937097436,0.0755804708774522,0.17843866171003717,0.26022304832713755,0.08178438661710039
M-2022-10,68,other,7271,3689,2706,0.73353212252643,0.5341475172746264,0.4942808648808206,-0.03986665239380577,0.9010571970723773,0.9078341013824884,0.0067769043101111315
M-2022-10,69,bad,879,1232,21,0.017045454545454544,0.019569471624266144,0.02875,0.009180528375733858,0.012175324675324676,0.018668831168831168,0.006493506493506492
M-2022-10,70,other,2642,1735,443,0.2553314121037464,0.5292122125895213,0.5240174672489083,-0.005194745340613038,0.4046109510086455,0.414985590778098,0.010374639769452465
M-2022-10,71,other,149408,63797,11499,0.18024358512155744,0.7521605877648091,0.7560116188292553,0.0038510310644461754,0.8328448046146371,0.842453406900011,0.009608602285373968
M-2022-10,72,other,17880,10327,2311,0.22378231819502276,0.4930232558139535,0.4887247111378377,-0.00429854467611579,0.5491430231432168,0.550886026919725,0.0017430037765081563
M-2022-10,73,other,29211,13787,11414,0.8278813374918401,0.8913348289399888,0.8938386676718525,0.0025038387318636612,0.922173061579749,0.945963588888083,0.023790527308333975
M-2022-10,74,other,9210,3353,858,0.25589024753951684,0.5113655218184835,0.5010292953285828,-0.010336226489900735,0.4595884282731882,0.4718162839248434,0.01222785565165524
M-2022-10,75,other,28060,11581,2012,0.17373283826957947,0.42778844802548366,0.431203412873283,0.003414964847799351,0.39426647094378725,0.3971159658060617,0.0028494948622744265
M-2022-10,76,stable,10523,4405,2293,0.520544835414302,0.8830723511258429,0.8878397052049747,0.004767354079131758,0.8769580022701475,0.8751418842224744,-0.001816118047673121
M-2022-10,77,other,81932,27623,2988,0.10817072729247366,0.7178694089055816,0.7162492862386818,-0.0016201226668998148,0.6469608659450458,0.6357383339970315,-0.011222531948014258
M-2022-10,78,other,48009,16173,9092,0.5621715204352934,0.7869276102234408,0.7872454617205998,0.0003178514971590163,0.7719656217152043,0.7709144871081433,-0.0010511346070610772
M-2022-10,79,other,25102,12335,3273,0.26534252128090796,0.7627633069082673,0.770896691549166,0.008133384640898633,0.6825293879205513,0.6781516011349817,-0.0043777867855695485
M-2022-10,80,other,6096,1260,125,0.0992063492063492,0.3552,0.35,-0.005200000000000038,0.2642857142857143,0.2722222222222222,0.007936507936507908
M-2022-10,81,other,7217,3661,2850,0.7784758262769735,0.9236712401758359,0.9197177473039542,-0.003953492871881736,0.9470090139306201,0.9434580715651462,-0.0035509423654739303
M-2022-10,82,other,79609,35248,6298,0.17867680435769406,0.7601477955582439,0.761999390591259,0.0018515950330151298,0.820046527462551,0.8159044484793464,-0.004142078983204622
M-2022-10,83,other,24502,32633,17278,0.5294640394692489,0.9395424088404536,0.9393686320360781,-0.0001737768043754695,0.9431557012839763,0.9478748506113444,0.004719149327368055
M-2022-10,84,other,2397,1777,1616,0.9093978615644345,0.9511309690030718,0.9458264234383638,-0.005304545564708052,0.9583567810917276,0.9628587507034327,0.0045019696117051256
M-2022-10,85,other,2080,1115,742,0.6654708520179372,0.844179651695692,0.8484577559231113,0.004278104227419366,0.8260089686098655,0.8511210762331839,0.02511210762331839
M-2022-10,86,other,27759,52904,14596,0.27589596249810977,0.8646788542379509,0.8572137722886303,-0.007465081949320607,0.8359292303039467,0.8160252532889762,-0.019903977014970486
M-2022-10,87,other,11231,7329,5569,0.7598580979669805,0.9292328042328042,0.9273890391083559,-0.0018437651244482822,0.9585209441942967,0.9593396097694092,0.0008186655751125649
M-2022-10,88,other,204,229,15,0.06550218340611354,0.2659974905897114,0.275,0.009002509410288628,0.462882096069869,0.48034934497816595,0.01746724890829693
M-2022-10,89,other,486,613,280,0.4567699836867863,0.7933884297520661,0.7948094079480941,0.0014209781960279333,0.7830342577487766,0.799347471451876,0.01631321370309946
M-2022-10,90,other,7635,6090,3750,0.6157635467980296,0.894749234753944,0.8907602339181286,-0.003989000835815326,0.9359605911330049,0.9379310344827586,0.0019704433497537144
M-2022-10,91,other,4262,3610,2468,0.6836565096952909,0.9225031081641111,0.9204963861993727,-0.0020067219647383894,0.9249307479224377,0.9349030470914127,0.009972299168975018
M-2022-10,92,other,2288,1810,1436,0.7933701657458564,0.9059334298118669,0.8997414536052858,-0.0061919762065810735,0.8646408839779005,0.8651933701657458,0.0005524861878453136
M-2022-10,93,other,34812,34838,18939,0.5436305183994489,0.8505818202259824,0.8510312999900904,0.0004494797641080295,0.8686491761869223,0.8627935013491016,-0.005855674837820679
M-2022-10,94,stable,633,350,26,0.07428571428571429,0.563165905631659,0.601123595505618,0.03795768987395898,0.5285714285714286,0.6114285714285714,0.08285714285714285
M-2022-10,95,other,50223,4023,3463,0.8608003977131494,0.9087117701575533,0.9037974683544304,-0.004914301803122911,0.974894357444693,0.9761372110365399,0.0012428535918469485
M-2022-10,96,other,55119,61021,30827,0.5051867389914947,0.7524926007374461,0.7560844504354011,0.0035918496979550074,0.7458088199144557,0.7491519313023386,0.003343111387882902
M-2022-10,97,other,41580,45643,25071,0.549284665775694,0.8072954380883418,0.8205271013879297,0.013231663299587915,0.7816313563963806,0.8069364415134851,0.025305085117104498
M-2022-10,98,stable,63298,59567,55739,0.9357362297916632,0.9943593197507998,0.9943778615674657,1.8541816665829103e-05,0.9914046367955411,0.9917236053519566,0.0003189685564154443
M-2022-10,99,stable,23955,27230,23315,0.8562247521116416,0.9324001616517874,0.9272843684258666,-0.005115793225920817,0.9320235034887991,0.930774880646346,-0.0012486228424531953
M-2022-10,100,other,30504,27178,9928,0.36529545956288173,0.7739183169869717,0.7677013934133372,-0.006216923573634459,0.6808448009419383,0.6720141290749871,-0.00883067186695119
M-2022-10,101,other,60629,55343,12292,0.22210577670166054,0.6922709089000595,0.7354800897174352,0.04320918081737568,0.5362557143631534,0.589541586108451,0.05328587174529753
M-2022-10,102,other,79891,56050,33563,0.5988046387154327,0.9240354064524693,0.9199874230489177,-0.004047983403551614,0.9936306868867083,0.9918465655664586,-0.001784121320249743
M-2022-10,103,other,1787,2918,921,0.3156271418779986,0.5127917833800186,0.5728403475890271,0.060048564209008504,0.4705277587388622,0.5760795065113091,0.10555174777244691
M-2022-10,104,bad,3363,2391,33,0.013801756587202008,0.018309859154929577,0.018779342723004695,0.0004694835680751179,0.010874111250522794,0.011710581346716854,0.0008364700961940603
M-2022-10,105,other,4895,4902,429,0.08751529987760098,0.42561375721235434,0.4180517082179132,-0.0075620489944411284,0.38372093023255816,0.3694410444716442,-0.014279885760913935
M-2022-10,106,other,3993,2736,1760,0.6432748538011696,0.9409647228221742,0.9371305749596991,-0.003834147862475157,0.9554093567251462,0.956140350877193,0.0007309941520468044
M-2022-10,107,stable,3873,3189,2941,0.9222326748196927,0.9546423135464231,0.9503695881731784,-0.004272725373244746,0.9833803700219504,0.9877704609595485,0.004390090937598012
M-2022-10,108,other,11663,5587,2261,0.40468945766959014,0.7448181462651545,0.7504869497467861,0.005668803481631568,0.6817612314301056,0.6896366565240737,0.007875425093968103
M-2022-10,109,bad,1867,1824,1449,0.7944078947368421,0.9311123658949746,0.9319785492520463,0.0008661833570716704,0.9040570175438597,0.9051535087719298,0.0010964912280700956
M-2022-10,110,other,9808,8030,2852,0.3551681195516812,0.8098278902876604,0.8168117682377665,0.006983877950106021,0.8291407222914072,0.8470734744707348,0.01793275217932755
M-2022-10,111,other,2817,2242,388,0.17305976806422838,0.464539820977737,0.4603455914931325,-0.004194229484604517,0.4513826940231936,0.46342551293487955,0.01204281891168596
M-2022-10,112,other,3822,1706,475,0.2784290738569754,0.7506456241032998,0.7618506954300313,0.01120507132673143,0.7667057444314185,0.7866354044548651,0.01992966002344665
M-2022-10,113,stable,5042,4746,4242,0.8938053097345132,0.9892563724457553,0.989041095890411,-0.00021527655534425705,0.989464812473662,0.9888327012220818,-0.0006321112515802474
M-2022-10,114,other,3329,820,804,0.9804878048780488,0.9656419529837251,0.9645645645645645,-0.0010773884191606076,0.9768292682926829,0.9792682926829268,0.0024390243902439046
M-2022-10,115,other,22978,21104,7666,0.363248673237301,0.8447537741281326,0.8429954712637926,-0.0017583028643399778,0.7994219105382866,0.7982373009855952,-0.0011846095526913958
M-2022-10,116,other,4023,4100,2114,0.515609756097561,0.8976824457593688,0.8990307937676358,0.0013483480082669974,0.8880487804878049,0.8936585365853659,0.005609756097560981
M-2022-10,117,other,84936,83533,9378,0.11226700824823722,0.6839870910188125,0.6982102809902818,0.014223189971469319,0.7801946536099506,0.7603222678462405,-0.019872385763710088
M-2022-10,118,bad,3760,2917,2408,0.8255056564964004,0.8780871480257983,0.8788591129916941,0.0007719649658957106,0.9568049365786767,0.9612615701062736,0.004456633527596843
M-2022-10,119,stable,2846,2621,1556,0.5936665394887447,0.8697739547909582,0.8719984123834094,0.0022244575924511567,0.8294544067149943,0.8382296833269745,0.008775276611980187
M-2022-10,120,other,2918,2381,602,0.252834943301134,0.8208578637510513,0.8248035676364408,0.0039457038853895066,0.8198236035279295,0.8156236875262495,-0.004199916001680015
M-2022-10,121,other,2543,205,17,0.08292682926829269,0.012738853503184714,0.012084592145015106,-0.0006542613581696083,0.00975609756097561,0.00975609756097561,0.0
M-2022-10,122,other,61426,57235,24602,0.4298418799685507,0.8503035839019935,0.8486992790111134,-0.0016043048908800372,0.8294749716082817,0.8319210273434088,0.0024460557351271284
M-2022-10,123,other,3393,8886,546,0.06144496961512492,0.4480365605958023,0.31188618632400184,-0.1361503742718005,0.2978843124015305,0.19119963988296196,-0.10668467251856856
M-2022-10,124,other,30492,24809,10202,0.4112217340481277,0.884305574892102,0.8786576228409181,-0.005647952051183958,0.8960860977870934,0.8981014954250474,0.0020153976379539973
M-2022-10,125,other,3522,3524,1750,0.4965947786606129,0.6796758370654724,0.6642305282940071,-0.015445308771465327,0.9043700340522134,0.9026674233825198,-0.0017026106696935717
M-2022-10,126,other,2112,807,396,0.49070631970260226,0.7575945443273404,0.7452657299938913,-0.012328814333449123,0.7571251548946716,0.7558859975216853,-0.0012391573729862992
M-2022-10,127,other,3002,8546,2144,0.2508776035572198,0.7859187922956793,0.796055580457194,0.010136788161514754,0.7066463842733443,0.7273578282237304,0.020711443950386155
M-2022-10,128,stable,2342,4543,2502,0.5507373981950253,0.9343143527404564,0.9328659443382197,-0.0014484084022367005,0.964340744001761,0.9665419326436275,0.0022011886418665805
M-2022-10,129,other,44177,31048,19836,0.6388817315124968,0.885895257222308,0.8849384705991755,-0.0009567866231324773,0.923473331615563,0.9195117237825303,-0.0039616078330326765
M-2022-10,130,stable,7092,6353,2848,0.44829214544309776,0.813375250071449,0.8178038990825688,0.004428649011119834,0.8959546670864159,0.8980009444356997,0.002046277349283754
M-2022-10,131,stable,30533,26225,21100,0.8045757864632984,0.9195812068447914,0.9212096353195615,0.0016284284747700717,0.9344137273593899,0.9420400381315539,0.007626310772164024
M-2022-10,132,stable,23157,18623,12829,0.6888793427482146,0.9046249170170392,0.9045095766407242,-0.0001153403763149985,0.8780540192235408,0.8799334156687967,0.0018793964452559209
M-2022-10,133,other,54110,46808,19872,0.42454281319432574,0.8495926957076033,0.8470388127213765,-0.0025538829862268297,0.9681251068193472,0.9681464706887711,2.1363869423973725e-05
M-2022-10,134,other,10738,8353,5099,0.6104393631030768,0.9550484094052559,0.9578831821595701,0.0028347727543142076,0.991978929725847,0.9924577995929607,0.00047886986711365154
M-2022-10,135,other,3069,2978,91,0.030557421087978508,0.4465419039869813,0.46547578151837854,0.018933877531397247,0.46071188717259903,0.45500335795836133,-0.005708529214237701
M-2022-10,136,other,22342,17861,5243,0.2935445943676166,0.8094508736101657,0.823166109879004,0.013715236268838304,0.798891439449079,0.8208386988410503,0.021947259391971286
M-2022-10,137,other,4089,600,0,0.0,0.445662100456621,0.41950321987120515,-0.026158880585415878,0.4066666666666667,0.38,-0.026666666666666672
M-2022-10,138,other,43631,17872,1269,0.07100492390331245,0.6118347599553405,0.6256913414367403,0.013856581481399788,0.5519247985675918,0.5602059086839749,0.008281110116383106
M-2022-10,139,bad,2846,1906,104,0.05456453305351522,0.18893887271765017,0.17103153393907003,-0.01790733877858014,0.18730325288562436,0.16789087093389296,-0.019412381951731394
M-2022-10,140,other,71932,39024,8937,0.22901291512915128,0.7658331666333267,0.7639623320058073,-0.0018708346275193577,0.7357779827798278,0.7348810988109881,-0.0008968839688396901
M-2022-10,141,other,2022,1846,369,0.19989165763813652,0.6236994219653179,0.6294498381877023,0.005750416222384369,0.5845070422535211,0.6321776814734561,0.047670639219934974
M-2022-10,142,other,62604,27783,5988,0.2155274808336033,0.7078930807194197,0.7010774075915797,-0.006815673127840038,0.7692473814922794,0.761184897239319,-0.008062484252960411
M-2022-10,143,other,4384,4318,516,0.11949976841130153,0.4748677248677249,0.48045430533544636,0.00558658046772148,0.41570171375636866,0.421259842519685,0.00555812876331635
M-2022-10,144,stable,3642,2456,2082,0.8477198697068404,0.9804968179018682,0.9800862245945391,-0.00041059330732906574,0.9723127035830619,0.9719055374592834,-0.0004071661237784463
