method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,head_type,hidden_dim
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
original_head,margin,1000,0.80890148378231,0.6863136131955712,0.4710301608824715,0.2608150047824326,27287,0.938713638539506,0.8923789128590333,144143,6,3,original,
expanded_head,margin,1000,0.8011600108604485,0.67381671212896,0.45376919412174294,0.30911551024945655,27287,0.9358137405215654,0.8835173527705338,144143,5,1,expanded,512
expanded_head_nokd,margin,1000,0.7467042395833097,0.6236686859712386,0.5066515190383699,0.321648447365887,27287,0.9139257542856747,0.8203380862166579,144143,4,1,expanded_nokd,512
