method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
self_evolving,confidence>=0.9,0,5,,,,,,,,,0.6236,0.0016,0.0234,0.0009,0.8893,0.0027,12.0000,0.0000
self_evolving,confidence>=0.95,0,5,,,,,,,,,0.6206,0.0014,0.0222,0.0012,0.8818,0.0010,12.0000,0.0000
self_evolving,confidence>=0.99,0,5,,,,,,,,,0.5896,0.0012,0.0116,0.0004,0.8503,0.0012,12.0000,0.0000
self_evolving,confidence>=0.997,0,5,,,,,,,,,0.5666,0.0008,0.0163,0.0010,0.8263,0.0028,12.0000,0.0000
static,,0,5,,,,,,,,,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000
