method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,786000,5543,0.9446,0,0.7590182802825512,0.6254632233173723,0.004976945034033521,0.0244394624928551,27326,0.9473268040951086,0.8902275693216819,144172,12,9
self_evolving,confidence>=0.95,0,0.95,688791,3052,0.9665,0,0.7595419991550971,0.619907930120561,0.004062065432189124,0.02059973596281508,27326,0.9466262519768055,0.8820565200604922,144172,12,10
self_evolving,confidence>=0.99,0,0.99,490720,526,0.9902,0,0.747165456621643,0.589819292091774,0.0017199736514674669,0.011079504981591581,27326,0.9459881252947868,0.8521562188236718,144172,12,10
self_evolving,confidence>=0.997,0,0.997,373668,123,0.9939,0,0.7346188754932064,0.5678993127469978,0.0031837810144185025,0.016211435741013712,27326,0.9462516993590988,0.8292723415407304,144172,12,10
