method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving+replay+kd,0.9,56,2681,7,0.5714285714285714,2442,0.0,0.0,9456,0.0,0.0,12137,0.00016478536705940512,0.00031389782625755315
self_evolving+replay+kd,0.9,163,149,10,0.1,347,0.0,0.0,1592,0.0,0.0,1741,0.0,0.0
self_evolving+replay+kd,0.9,174,260,5,0.0,294,0.0,0.0,1247,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.9,48,349,3,0.0,660,0.0,0.0,3012,0.0006640106241699867,0.0013245033112582781,3361,0.0005950609937518596,0.0011869436201780415
self_evolving+replay+kd,0.9,38,31,12,0.4166666666666667,41,0.04878048780487805,0.07407407407407407,162,0.04938271604938271,0.07960199004975124,193,0.06217616580310881,0.09795918367346938
self_evolving+replay+kd,0.9,69,213,16,0.0,377,0.005305039787798408,0.00904977375565611,1653,0.0018148820326678765,0.0031023784901758012,1866,0.001607717041800643,0.0027522935779816515
self_evolving+replay+kd,0.9,104,79,21,0.0,362,0.011049723756906077,0.018957345971563982,1665,0.007807807807807808,0.013918629550321198,1744,0.007454128440366973,0.013164556962025316
self_evolving+replay+kd,0.9,47,69,7,0.0,125,0.0,0.0,549,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.9,66,291,30,0.0,379,0.0,0.0,1664,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.9,10,186,16,0.75,202,0.10891089108910891,0.17886178861788618,818,0.11858190709046455,0.18780251694094868,1004,0.10557768924302789,0.1708299758259468
self_evolving+replay+kd,0.9,109,37,6,0.0,74,0.0,0.0,356,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.9,26,100,26,0.11538461538461539,150,0.006666666666666667,0.010471204188481676,707,0.002828854314002829,0.004347826086956522,807,0.0037174721189591076,0.0056925996204933585
self_evolving+replay+kd,0.95,56,1478,5,0.6,2442,0.0,0.0,10659,9.381743127873159e-05,0.00018416206261510129,12137,0.0002471780505891077,0.0004860267314702309
self_evolving+replay+kd,0.95,163,67,0,,347,0.0,0.0,1674,0.0005973715651135006,0.0011235955056179776,1741,0.0005743825387708214,0.0010828370330265296
self_evolving+replay+kd,0.95,174,94,3,0.0,294,0.0,0.0,1413,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.95,48,317,2,0.0,660,0.0,0.0,3044,0.0009855453350854138,0.001935483870967742,3361,0.0008925914906277894,0.0017482517482517483
self_evolving+replay+kd,0.95,38,15,11,0.45454545454545453,41,0.024390243902439025,0.045454545454545456,178,0.0056179775280898875,0.01092896174863388,193,0.0051813471502590676,0.009950248756218905
self_evolving+replay+kd,0.95,69,25,6,0.0,377,0.005305039787798408,0.01020408163265306,1841,0.0032590983161325366,0.006345848757271285,1866,0.003215434083601286,0.00625
self_evolving+replay+kd,0.95,104,24,10,0.0,362,0.0027624309392265192,0.004405286343612335,1720,0.004069767441860465,0.006469500924214418,1744,0.0040137614678899085,0.006349206349206349
self_evolving+replay+kd,0.95,47,46,2,0.0,125,0.0,0.0,572,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.95,66,205,13,0.0,379,0.0,0.0,1750,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.95,10,104,4,0.75,202,0.04950495049504951,0.05763688760806916,900,0.06333333333333334,0.06976744186046512,1004,0.05876494023904383,0.06662902315076229
self_evolving+replay+kd,0.95,109,14,2,0.0,74,0.0,0.0,379,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.95,26,69,14,0.14285714285714285,150,0.0,0.0,738,0.0013550135501355014,0.002631578947368421,807,0.0012391573729863693,0.0024067388688327317
self_evolving+replay+kd,0.99,56,137,0,,2442,0.011466011466011465,0.02174757281553398,12000,0.012416666666666666,0.02338722335583111,12137,0.012276509845925682,0.023138442425654167
self_evolving+replay+kd,0.99,163,6,0,,347,0.0,0.0,1735,0.0,0.0,1741,0.0,0.0
self_evolving+replay+kd,0.99,174,6,1,0.0,294,0.0,0.0,1501,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.99,48,114,1,0.0,660,0.0,0.0,3247,0.0009239297813366184,0.0018259281801582471,3361,0.0008925914906277894,0.0017626321974148062
self_evolving+replay+kd,0.99,38,3,4,0.75,41,0.0,0.0,190,0.0,0.0,193,0.0,0.0
self_evolving+replay+kd,0.99,69,1,0,,377,0.010610079575596816,0.012987012987012988,1865,0.009115281501340482,0.011900595029751488,1866,0.009110396570203644,0.011592226389362428
self_evolving+replay+kd,0.99,104,8,5,0.0,362,0.08011049723756906,0.09369951534733441,1736,0.08064516129032258,0.09271523178807947,1744,0.08027522935779817,0.09195402298850575
self_evolving+replay+kd,0.99,47,12,0,,125,0.008,0.013986013986013986,606,0.0016501650165016502,0.0029239766081871343,618,0.0016181229773462784,0.0028735632183908046
self_evolving+replay+kd,0.99,66,80,0,,379,0.0,0.0,1875,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.99,10,23,0,,202,0.0891089108910891,0.07017543859649122,981,0.10703363914373089,0.08477997577714978,1004,0.10557768924302789,0.08456322297566812
self_evolving+replay+kd,0.99,109,1,1,0.0,74,0.0,0.0,392,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.99,26,18,0,,150,0.0,0.0,789,0.005069708491761723,0.004561003420752566,807,0.004956629491945477,0.004496908375491849
self_evolving+replay+kd,0.997,56,26,0,,2442,0.0,0.0,12111,0.0001651391297167864,0.00032897442223867095,12137,0.00016478536705940512,0.0003282455276546857
self_evolving+replay+kd,0.997,163,0,0,,347,0.0,0.0,1741,0.0005743825387708214,0.0010905125408942203,1741,0.0005743825387708214,0.0010905125408942203
self_evolving+replay+kd,0.997,174,0,0,,294,0.0,0.0,1507,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.997,48,11,0,,660,0.0,0.0,3350,0.0005970149253731343,0.0011627906976744186,3361,0.0005950609937518596,0.0011590843233845263
self_evolving+replay+kd,0.997,38,1,1,1.0,41,0.024390243902439025,0.03773584905660377,192,0.020833333333333332,0.03361344537815126,193,0.02072538860103627,0.03347280334728033
self_evolving+replay+kd,0.997,69,0,0,,377,0.002652519893899204,0.004739336492890996,1866,0.001607717041800643,0.0029455081001472753,1866,0.001607717041800643,0.0029426189308484553
self_evolving+replay+kd,0.997,104,3,0,,362,0.0027624309392265192,0.0039603960396039604,1741,0.0034462952326249283,0.004971002485501243,1744,0.0034403669724770644,0.0049586776859504135
self_evolving+replay+kd,0.997,47,3,0,,125,0.048,0.04195804195804196,615,0.016260162601626018,0.014958863126402393,618,0.016181229773462782,0.014925373134328358
self_evolving+replay+kd,0.997,66,37,0,,379,0.0,0.0,1918,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.997,10,7,0,,202,0.054455445544554455,0.0912863070539419,997,0.04312938816449348,0.07214765100671142,1004,0.04282868525896414,0.07172643869891576
self_evolving+replay+kd,0.997,109,0,0,,74,0.0,0.0,393,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.997,26,7,0,,150,0.006666666666666667,0.008403361344537815,800,0.01,0.012698412698412698,807,0.009913258983890954,0.012578616352201259
