method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_true_count,silver_collapse_pseudo_count,silver_correct_rate,replay_samples,ft_depth,holdout_overall_accuracy,holdout_overall_macro_f1,holdout_bad_accuracy,holdout_bad_macro_f1,holdout_bad_support,holdout_stable_accuracy,holdout_stable_macro_f1,holdout_stable_support,holdout_collapsed_count,holdout_severe_collapsed_count,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,0,,890,,0.7520829790851896,0.6289528629976755,0.006418485237483954,0.02865457846400303,5453,0.9405557268647,0.900279673336499,29187,12,7,0.7520829790851896,0.6289528629976755,0.006418485237483954,0.02865457846400303,5453,0.9405557268647,0.900279673336499,29187,12,7,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving+replay+kd,confidence>=0.9,0,0.9,628324,4445,159,0.9446,890,full,0.7291768217801206,0.5849226289265294,0.005684944067485788,0.024284515550638503,5453,0.9342515503477575,0.8754867072872144,29187,11,9,0.5460717652053159,0.4535692159225919,0.005463047943708754,0.02417482036911764,22881,0.8119866413936275,0.7342775124886523,44316,11,10,0.7295849773546378,0.5862479532516585,0.005159920954402401,0.024324954258862677,27326,0.9341689093582665,0.8758013283002196,144172,11,10
self_evolving+replay+kd,confidence>=0.95,0,0.95,550647,2458,72,0.9665,890,full,0.7166695006518166,0.5740061008419781,0.0025673940949935813,0.009808400086573334,5453,0.9346284304656183,0.867429166670988,29187,12,10,0.5459459319528542,0.4505762791236262,0.0030963487212481906,0.00828221447309616,24868,0.821439416945035,0.7290130895496352,49395,12,11,0.7164927612680798,0.5747302815354611,0.002964209909975847,0.007908527719814066,27326,0.9345157173376245,0.8684602241419433,144172,12,11
self_evolving+replay+kd,confidence>=0.99,0,0.99,392318,409,12,0.9902,890,full,0.6626046212851178,0.5200510526809513,0.014670823399963322,0.01771629614436555,5453,0.9072189673484771,0.8075747675971423,29187,12,8,0.5289495988338305,0.4235911748971214,0.015566370695099752,0.01850782784665915,26917,0.790880707688305,0.6713124674033217,61496,11,9,0.6622051058433575,0.5180529643467747,0.015369977310985874,0.018365084880873992,27326,0.9085397996837111,0.8057089644834207,144172,11,9
self_evolving+replay+kd,confidence>=0.997,0,0.997,298570,95,1,0.9939,890,full,0.6379187213059003,0.4955867385854319,0.0038510911424903724,0.015673607662135033,5453,0.8985164628087847,0.7702537244812031,29187,12,9,0.5363179360157867,0.4234341815606167,0.002901105357864199,0.011993096704677802,27231,0.7957192096566006,0.6309855281903006,70501,12,8,0.6378858081254265,0.4959651288506407,0.0028910195418282952,0.011931864211788169,27326,0.898981771772605,0.7690187107179473,144172,12,9
