class,group,reference_support,target_support,accepted_updates,static_f1,best_caps_f1,delta_f1,static_recall,best_caps_recall,delta_recall
41,other,2121,1636,135,0.6569659442724458,0.6874812368658061,0.030515292593360277,0.6485330073349633,0.6998777506112469,0.05134474327628358
42,other,1839,1444,83,0.40711462450592883,0.5143361270401412,0.10722150253421237,0.2853185595567867,0.4037396121883656,0.11842105263157893
43,other,2042,1992,390,0.7986024457199901,0.8162665360117589,0.017664090291768852,0.8032128514056225,0.8363453815261044,0.033132530120481896
44,stable,2910,1181,1034,0.9479717813051146,0.9434782608695652,-0.004493520435549403,0.9102455546147333,0.9187129551227773,0.008467400508043954
45,other,2192,1463,217,0.788781163434903,0.7829457364341085,-0.005835427000794535,0.7785372522214627,0.7593984962406015,-0.019138755980861233
46,other,9798,7420,1675,0.6391033964327205,0.65329388844794,0.014190492015219491,0.630188679245283,0.6101078167115903,-0.020080862533692678
47,bad,3839,618,7,0.0,0.0,0.0,0.0,0.0,0.0
48,bad,5001,3361,4,0.0017709563164108619,0.0017626321974148062,-8.324118996055722e-06,0.0008925914906277894,0.0008925914906277894,0.0
49,other,40220,31563,14461,0.8421558075999669,0.8399439570337258,-0.0022118505662410692,0.8057218895542249,0.7977378576180971,-0.007984031936127733
50,other,4546,1528,29,0.186155285313377,0.22536456031816174,0.039209275004784744,0.13023560209424084,0.1668848167539267,0.03664921465968585
51,other,21842,11645,5286,0.8603878116343491,0.9097418186412838,0.04935400700693471,0.9335337054529841,0.927436668097896,-0.006097037355088042
52,other,2301,1274,520,0.6664053312426499,0.6601577168606835,-0.006247614381966415,0.6671899529042387,0.6899529042386185,0.02276295133437989
