method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving,0.9,56,2699,6,0.5,2451,0.0004079967360261118,0.0008123476848090983,9438,0.00010595465140919687,0.00021105951878429716,12137,0.00032957073411881023,0.0006567605286922256
self_evolving,0.9,163,147,9,0.1111111111111111,350,0.002857142857142857,0.005194805194805195,1594,0.002509410288582183,0.004542873367404884,1741,0.002871912693854107,0.005216484089723527
self_evolving,0.9,174,248,4,0.0,317,0.0,0.0,1259,0.0,0.0,1507,0.0,0.0
self_evolving,0.9,48,338,2,0.0,651,0.0,0.0,3023,0.0006615944426066821,0.0013205678441729944,3361,0.0005950609937518596,0.0011872959335114278
self_evolving,0.9,38,31,11,0.45454545454545453,34,0.11764705882352941,0.17391304347826086,162,0.043209876543209874,0.07035175879396985,193,0.06217616580310881,0.0995850622406639
self_evolving,0.9,69,209,17,0.0,391,0.0025575447570332483,0.0045871559633027525,1657,0.0012070006035003018,0.0021598272138228943,1866,0.0010718113612004287,0.0019249278152069298
self_evolving,0.9,104,76,13,0.0,369,0.0,0.0,1668,0.0,0.0,1744,0.0,0.0
self_evolving,0.9,47,71,7,0.0,125,0.0,0.0,547,0.0,0.0,618,0.0,0.0
self_evolving,0.9,66,299,39,0.0,387,0.0,0.0,1656,0.0,0.0,1955,0.0,0.0
self_evolving,0.9,10,189,14,0.5714285714285714,188,0.10106382978723404,0.17117117117117117,815,0.06748466257668712,0.11213047910295616,1004,0.06274900398406374,0.10641891891891891
self_evolving,0.9,109,39,6,0.0,90,0.0,0.0,354,0.0,0.0,393,0.0,0.0
self_evolving,0.9,26,101,26,0.11538461538461539,177,0.022598870056497175,0.035398230088495575,706,0.014164305949008499,0.02185792349726776,807,0.0161090458488228,0.02495201535508637
self_evolving,0.95,56,1469,2,1.0,2451,0.0004079967360261118,0.0008130081300813008,10668,0.00028121484814398203,0.000560485754320411,12137,0.00041196341764851283,0.0008212877792378449
self_evolving,0.95,163,67,0,,350,0.0,0.0,1674,0.0,0.0,1741,0.0,0.0
self_evolving,0.95,174,88,2,0.0,317,0.0,0.0,1419,0.0,0.0,1507,0.0,0.0
self_evolving,0.95,48,310,1,0.0,651,0.0,0.0,3051,0.00032776138970829236,0.0006542361792607131,3361,0.0002975304968759298,0.0005938242280285036
self_evolving,0.95,38,15,10,0.5,34,0.11764705882352941,0.1702127659574468,178,0.0449438202247191,0.06808510638297872,193,0.06735751295336788,0.1
self_evolving,0.95,69,21,9,0.0,391,0.0,0.0,1845,0.0027100271002710027,0.005120327700972862,1866,0.0026795284030010718,0.005042864346949067
self_evolving,0.95,104,23,6,0.0,369,0.0,0.0,1721,0.0,0.0,1744,0.0,0.0
self_evolving,0.95,47,41,3,0.0,125,0.0,0.0,577,0.0,0.0,618,0.0,0.0
self_evolving,0.95,66,213,17,0.0,387,0.0,0.0,1742,0.0,0.0,1955,0.0,0.0
