method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.7757,0.0032,0.6329,0.0278,0.8456,0.0047,0.6667,0.5774,0.7760,0.0031,0.6334,0.0275,0.8456,0.0047,0.3333,0.5774
static,,0,3,0.7402,0.0000,0.5034,0.0000,0.8322,0.0000,4.0000,0.0000,0.7402,0.0000,0.5034,0.0000,0.8322,0.0000,4.0000,0.0000
