config,recall_threshold,support_threshold,n_collapse_classes,collapse_classes,static_overall_macro_f1,care_overall_macro_f1,static_collapse_f1,care_collapse_f1,delta_collapse_f1,static_stable_f1,care_stable_f1,care_collapsed_count
tau0.05_sup100,0.05,100,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.007860236489645726,0.24802380943680996,0.24016357294716423,0.9029934829499145,0.8944986358472444,4
tau0.05_sup200,0.05,200,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.007860236489645726,0.24802380943680996,0.24016357294716423,0.9029934829499145,0.8944986358472444,4
tau0.05_sup50,0.05,50,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.007860236489645726,0.24802380943680996,0.24016357294716423,0.9029934829499145,0.8944986358472444,4
tau0.15_sup100,0.15,100,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.03982594790476969,0.2523539544751139,0.2125280065703442,0.9029934829499145,0.8944986358472444,7
tau0.15_sup200,0.15,200,12,"[10, 26, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.035569019321076256,0.23804041533833806,0.2024713960172618,0.9029934829499145,0.8944986358472444,7
tau0.15_sup50,0.15,50,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.03982594790476969,0.2523539544751139,0.2125280065703442,0.9029934829499145,0.8944986358472444,7
tau0.1_sup100,0.1,100,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.027624577239994032,0.25060403409664705,0.22297945685665302,0.9029934829499145,0.8944986358472444,7
tau0.1_sup200,0.1,200,11,"[10, 26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.02187143963371249,0.2348301804584855,0.212958740824773,0.9029934829499145,0.8944986358472444,7
tau0.1_sup50,0.1,50,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6844203668311046,0.027624577239994032,0.25060403409664705,0.22297945685665302,0.9029934829499145,0.8944986358472444,7
