class,group,reference_support,target_support,static_f1,best_pair_f1,delta_f1,static_recall,best_pair_recall,delta_recall
165,other,5176,4989,0.6357827476038339,0.6354385669834328,-0.0003441806204010911,0.7578673080777711,0.7572659851673682,-0.000601322910402935
166,other,2317,1835,0.5669914738124239,0.5671641791044776,0.00017270529205370977,0.5073569482288829,0.5073569482288829,0.0
167,other,668,55,0.11009174311926606,0.11059907834101383,0.0005073352217477706,0.21818181818181817,0.21818181818181817,0.0
168,other,3924,4221,0.786809103576405,0.786809103576405,0.0,0.802653399668325,0.802653399668325,0.0
169,other,2891,1502,0.8663845223700121,0.8663845223700121,0.0,0.9540612516644474,0.9540612516644474,0.0
170,other,3774,1916,0.5357881671493587,0.5373754152823921,0.0015872481330333477,0.6758872651356994,0.675365344467641,-0.0005219206680584509
171,other,7082,4142,0.6049676760802994,0.6051049347702779,0.00013725868997849222,0.6438918396909705,0.6438918396909705,0.0
172,other,7688,5558,0.700560603131645,0.7009671179883946,0.00040651485674958465,0.6520331054336093,0.6520331054336093,0.0
173,other,4960,978,0.7655384615384615,0.7655384615384615,0.0,0.6359918200408998,0.6359918200408998,0.0
174,bad,4246,1507,0.0,0.0,0.0,0.0,0.0,0.0
175,other,50628,22084,0.6193302157820789,0.6193142497640768,-1.596601800213371e-05,0.66867415323311,0.6686288715812353,-4.528165187467348e-05
176,other,4309,2085,0.4603281636322769,0.4607424071991001,0.0004142435668231803,0.49112709832134294,0.49112709832134294,0.0
177,other,1540,1117,0.5517023959646911,0.55239898989899,0.0006965939342988836,0.7833482542524619,0.7833482542524619,0.0
