method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6286470835004149,0.027576567124341363,0.9027706369575663,12,
BN-Adapt,0.6286470835004149,0.027576567124341363,0.9027706369575663,12,6.0
Tent,0.6313162612187095,0.025656172261991392,0.9026378534244742,12,5.7
EATA,0.6288112363075804,0.027625479952258013,0.9028341187038127,12,5.9
CoTTA,0.6294873221943452,0.027555519558755806,0.903229562627072,12,8.0
SAR,0.629327375889016,0.0263185441166206,0.9012480585701876,11,7.3
NOTE,0.6301855388701226,0.02752885477816497,0.9025249838073568,12,48.0
