method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,replay_type,replay_samples,gan_epochs,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,,,,,,,,,,,,
iletc_gan_replay,margin,1000,0.7913273721874199,0.6530375668563017,0.4766372265181222,0.22482326714562081,27287,0.9348910456976752,0.8585753988917861,144143,4,3,gan,890,50,0.791410254763159,0.6532971574119556,0.4772743906901852,0.22562243241688254,27326,0.9348902699553311,0.8586425191195914,144172,4,3
iletc_real_replay,margin,1000,0.7866988244850174,0.6585404171135631,0.5010444534027192,0.2460430146762331,27287,0.9239921466876644,0.8491521287981196,144143,5,3,real,890,,,,,,,,,,,
