method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,,,,,,,,,,
cade_repair_cade_score,cade_score,1000,0.7555491522270348,0.6429283277644453,0.3206509786672531,0.11763092362065035,27282,0.9335137385512073,0.8878308083204969,144120,9,6,890,0.7556288442892349,0.6433429006365488,0.3214886920881212,0.11852597346976053,27326,0.9335099741974864,0.8878400668066039,144172,9,6
cade_repair_margin,margin,1000,0.8080650174818431,0.6846078244275389,0.45120386997471323,0.25384171466028016,27287,0.9413707221301069,0.8885174000671938,144143,6,3,890,0.8081307166030974,0.6848839030796618,0.4517309522066896,0.2549355125137813,27326,0.9413686430097383,0.8885745490610704,144172,6,3
