percentile,threshold,precision,recall,f1,n_flagged,n_drift
50,0.05629436671733856,0.03491915225494019,0.8454585376564444,0.06706824977501667,661614,27326
60,0.06417326629161835,0.03750481775655026,0.7264509990485252,0.07132719387443454,529292,27326
70,0.07561152428388596,0.04315450324836448,0.6269120983678548,0.0807504212870762,396969,27326
75,0.08437491208314896,0.044799535680925734,0.5423406279733587,0.08276254910885061,330807,27326
80,0.09796996414661407,0.04816622960483061,0.4664788113884213,0.0873165920019728,264646,27326
85,0.12135547399520874,0.04828072650326221,0.35069164897899435,0.08487629034900869,198485,27326
90,0.1655929982662201,0.05224337416775617,0.25298250750201273,0.08660248419971311,132323,27326
95,0.2519683539867401,0.05850790483963605,0.14165995754958646,0.08281276741399966,66162,27326
