method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,head_type,hidden_dim
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
original_head,margin,1000,0.8100503014228246,0.6872832772022501,0.44405760985084475,0.25615252175224795,27287,0.9391645796188507,0.8922508920605965,144143,6,3,original,
prime_expanded,margin,1000,0.6727790723089571,0.5545328898297727,0.6020815773078756,0.3852352447506717,27287,0.8379387136385396,0.7685542186786373,144143,3,1,expanded,512
prime_expanded_nokd,margin,1000,0.5918165461504777,0.46112987421857987,0.5990031883314398,0.32267768654021045,27287,0.7984223999777998,0.689638362452551,144143,3,2,expanded_nokd,512
