strategy,budget,class_id,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
margin,1000,56,12116,0.9546054803565533,0.9181551162975311,12137,0.9546840240586636,0.9182549431390419
margin,1000,163,1737,0.048934945308002305,0.06563706563706563,1741,0.0511200459506031,0.06848787995382839
margin,1000,174,1507,0.0,0.0,1507,0.0,0.0
margin,1000,48,3354,0.8640429338103757,0.9057665260196905,3361,0.864326093424576,0.9059722438796195
margin,1000,38,193,0.046632124352331605,0.0861244019138756,193,0.046632124352331605,0.0861244019138756
margin,1000,69,1863,0.1964573268921095,0.21353558926487748,1866,0.19721329046087888,0.21438974657733761
margin,1000,104,1740,0.6385057471264368,0.6086003834565873,1744,0.6393348623853211,0.6094561355561628
margin,1000,47,616,0.8035714285714286,0.8068459657701712,618,0.8042071197411004,0.8074735987002437
margin,1000,66,1950,0.03230769230769231,0.03455842018650576,1955,0.034271099744245526,0.036662106703146374
margin,1000,10,1004,0.049800796812749,0.09337068160597572,1004,0.049800796812749,0.09337068160597572
margin,1000,109,392,0.0,0.0,393,0.0,0.0
margin,1000,26,807,0.021065675340768277,0.03330068560235064,807,0.021065675340768277,0.03330068560235064
