method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,786000,5543,0.9446,0,0.7587809819766647,0.6228925574922681,0.004354826904779331,0.022304543420892123,27326,0.9456274449962545,0.8903525419248842,144172,12,9
self_evolving,confidence>=0.95,0,0.95,688791,3052,0.9665,0,0.7577358114128393,0.6196302829359819,0.004464612457000658,0.02306061303888092,27326,0.9476944205532281,0.8819718828673256,144172,12,9
self_evolving,confidence>=0.99,0,0.99,490720,526,0.9902,0,0.7453116580727901,0.5880159652304696,0.0019029495718363464,0.01181585256472365,27326,0.9467441666897872,0.8502945815664557,144172,12,10
self_evolving,confidence>=0.997,0,0.997,373668,123,0.9939,0,0.7351244569156208,0.5664752748910463,0.003366756934787382,0.01720826941675317,27326,0.9459395721776767,0.8275213515566382,144172,12,10
