method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6907443167790451,0.05511089635462062,0.8992999500092036,7,
Tent,0.69258670046814,0.055800933318626955,0.8998156653647923,7,11.4
EATA,0.6907903993635919,0.055139228032548164,0.8992538815342168,7,14.9
SAR,0.6916579419947895,0.05620766581069629,0.8980171497548437,7,13.1
CoTTA,0.6915797391901936,0.056447149322598575,0.8996183068438229,7,15.0
NOTE,0.691912086931542,0.055088612058661335,0.8980128023368004,7,71.5
