method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving+replay+kd,0.9,56,2689,9,0.3333333333333333,2342,0.0,0.0,9448,0.0,0.0,12137,0.0002471780505891077,0.0004936240230357877
self_evolving+replay+kd,0.9,163,142,7,0.0,350,0.005714285714285714,0.011111111111111112,1599,0.006253908692933083,0.012224938875305624,1741,0.005743825387708214,0.011204481792717087
self_evolving+replay+kd,0.9,174,262,4,0.0,314,0.0,0.0,1245,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.9,48,339,3,0.0,671,0.004470938897168405,0.008888888888888889,3022,0.0026472534745201853,0.005252790544977019,3361,0.0023802439750074383,0.004726735598227474
self_evolving+replay+kd,0.9,38,33,14,0.5,42,0.047619047619047616,0.09090909090909091,160,0.025,0.047058823529411764,193,0.031088082901554404,0.057971014492753624
self_evolving+replay+kd,0.9,69,211,20,0.0,392,0.002551020408163265,0.004962779156327543,1655,0.004229607250755287,0.008168028004667444,1866,0.0037513397642015005,0.007238883143743537
self_evolving+replay+kd,0.9,104,84,20,0.0,342,0.0,0.0,1660,0.0018072289156626507,0.0030864197530864196,1744,0.0017201834862385322,0.002888781896966779
self_evolving+replay+kd,0.9,47,65,7,0.0,125,0.0,0.0,553,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.9,66,293,35,0.0,388,0.0,0.0,1662,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.9,10,190,17,0.6470588235294118,194,0.015463917525773196,0.02666666666666667,814,0.013513513513513514,0.022610483042137718,1004,0.017928286852589643,0.030690537084398978
self_evolving+replay+kd,0.9,109,40,6,0.0,66,0.0,0.0,353,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.9,26,97,27,0.07407407407407407,168,0.0,0.0,710,0.0028169014084507044,0.004784688995215311,807,0.0037174721189591076,0.006355932203389831
self_evolving+replay+kd,0.95,56,1472,6,0.5,2342,0.0004269854824935952,0.0008536064874093043,10665,9.376465072667604e-05,0.00018749414080809974,12137,0.00032957073411881023,0.0006588700378850271
self_evolving+replay+kd,0.95,163,66,0,,350,0.005714285714285714,0.010443864229765013,1675,0.003582089552238806,0.0065252854812398045,1741,0.0034462952326249283,0.0062827225130890054
self_evolving+replay+kd,0.95,174,92,3,0.0,314,0.0,0.0,1415,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.95,48,315,2,0.0,671,0.005961251862891207,0.011695906432748537,3046,0.001969796454366382,0.0038535645472061657,3361,0.0017851829812555787,0.0034893864495492877
self_evolving+replay+kd,0.95,38,17,14,0.5,42,0.047619047619047616,0.08695652173913043,176,0.011363636363636364,0.022222222222222223,193,0.025906735751295335,0.049019607843137254
self_evolving+replay+kd,0.95,69,25,9,0.0,392,0.002551020408163265,0.004889975550122249,1841,0.006518196632265073,0.012358393408856848,1866,0.006430868167202572,0.012151898734177215
