method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6127626453412374,0.03035929786335909,0.8840905605240792,11,
BN-Adapt,0.6221405250975086,0.03176628068795872,0.8875500888103189,11,5.7
Tent,0.6190783624949814,0.026583030903400372,0.8827748689699515,12,6.1
EATA,0.6157266659783373,0.027662517585099005,0.8812031772019212,12,6.0
CoTTA,0.6121695517080481,0.027014843692653473,0.8770887889101129,12,8.5
SAR,0.6049321603356224,0.025479548800757545,0.8690256942346906,12,7.2
NOTE,0.042223124760288,0.0003551194816557184,0.06302206272012069,12,50.4
