method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
cade_repair_cade_score,cade_score,1000,5,0.6372,0.0052,0.1096,0.0335,0.8889,0.0037,9.2000,0.8367,0.6377,0.0052,0.1106,0.0339,0.8889,0.0037,9.2000,0.8367
cade_repair_margin,margin,1000,5,0.6857,0.0014,0.2558,0.0088,0.8917,0.0026,5.8000,0.4472,0.6860,0.0014,0.2568,0.0088,0.8918,0.0026,5.8000,0.4472
static,,0,5,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000,,,,,,,,
