method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,none,0,1,0.0,2.0,0,0,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
active_head_ft,margin,200,none,0,1,0.0,2.0,0,10,36,0.7554649217817598,0.60119657091818,0.11857519402547957,0.059509956313998365,27316,0.9268055825310063,0.8553023934106119,144164,10,7,0.7554731645089399,0.6012158957489909,0.11856839639903388,0.05952853971081498,27326,0.9267888355575286,0.8552899620614717,144172,10,7,200,0.19158145785331726
active_head_ft,margin,500,none,0,1,0.0,2.0,0,20,82,0.7676447707731515,0.6116539236064605,0.33479821284699335,0.11322001090491927,27306,0.9217156651913926,0.854247395828293,144154,10,6,0.7676728669036122,0.6117317476928069,0.3348459342750494,0.11335120218478817,27326,0.9217046305801404,0.8542971583255936,144172,10,6,500,0.18453998863697052
active_head_ft,margin,1000,none,0,1,0.0,2.0,0,39,155,0.7817957403747763,0.6381350957992876,0.4159123392091472,0.1344676628457768,27287,0.887382668599932,0.8375096588339319,144143,7,5,0.7818117650081732,0.6383233310651228,0.41608724291883187,0.13469604495219722,27326,0.887349832144938,0.8375782851888921,144172,7,5,1000,0.18442761898040771
