strategy,budget,class_id,support,recall,f1
random,200,56,10706,0.29161218008593315,0.44460267729991454
random,200,163,2116,0.07655954631379962,0.07980295566502463
random,200,174,2702,0.0007401924500370096,0.0012674271229404308
random,200,48,2986,0.0,0.0
random,200,38,92,0.2717391304347826,0.33557046979865773
random,200,69,1232,0.0,0.0
random,200,104,2391,0.025512337933918862,0.03416409969196304
random,200,47,34,0.0,0.0
random,200,66,4226,0.5276857548509228,0.6395182104961284
random,200,10,1434,0.4511854951185495,0.5418760469011725
random,200,109,1824,0.9265350877192983,0.9290819131390874
random,200,26,1400,0.64,0.5708824466390571
random,500,56,10706,0.48038483093592377,0.6435587812050303
random,500,163,2116,0.05056710775047259,0.0671267252195734
random,500,174,2702,0.01776461880088823,0.02286258633007859
random,500,48,2986,0.0,0.0
random,500,38,92,0.2608695652173913,0.34782608695652173
random,500,69,1232,0.0,0.0
random,500,104,2391,0.49769970723546636,0.4479578392621871
random,500,47,34,0.0,0.0
random,500,66,4226,0.5357311878845243,0.5688442211055277
random,500,10,1434,0.44421199442119946,0.5341719077568134
random,500,109,1824,0.9183114035087719,0.9290072102052135
random,500,26,1400,0.6571428571428571,0.6538734896943852
random,1000,56,10706,0.6320754716981132,0.7636835571605913
random,1000,163,2116,0.12429111531190926,0.14867156585641605
random,1000,174,2702,0.02220577350111029,0.03215434083601286
random,1000,48,2986,0.44038847957133287,0.6034878384580082
random,1000,38,92,0.2608695652173913,0.35036496350364965
random,1000,69,1232,0.0,0.0
random,1000,104,2391,0.48013383521539105,0.5020774108900066
random,1000,47,34,0.0,0.0
random,1000,66,4226,0.5089919545669664,0.5910152493474379
random,1000,10,1434,0.6248256624825662,0.6564102564102564
random,1000,109,1824,0.9292763157894737,0.9346567411083541
random,1000,26,1400,0.6007142857142858,0.6297266941220516
margin,200,56,10706,0.4674014571268448,0.6247580997565391
margin,200,163,2116,0.1502835538752363,0.09530945601678406
margin,200,174,2702,0.0,0.0
margin,200,48,2986,0.0,0.0
margin,200,38,92,0.2608695652173913,0.3221476510067114
margin,200,69,1232,0.0,0.0
margin,200,104,2391,0.31827687160184026,0.29709154792113995
margin,200,47,34,0.0,0.0
margin,200,66,4226,0.5078088026502603,0.6391660461653016
margin,200,10,1434,0.4581589958158996,0.5191623864085342
margin,200,109,1824,0.9303728070175439,0.899311075781664
margin,200,26,1400,0.5942857142857143,0.5563356736877298
margin,500,56,10706,0.5419390995703344,0.6884603975081578
margin,500,163,2116,0.16493383742911152,0.12866359447004608
margin,500,174,2702,0.0,0.0
margin,500,48,2986,0.0,0.0
margin,500,38,92,0.2717391304347826,0.3246753246753247
margin,500,69,1232,0.0,0.0
margin,500,104,2391,0.5545796737766625,0.5324232081911263
margin,500,47,34,0.0,0.0
margin,500,66,4226,0.528868906767629,0.6525547445255474
margin,500,10,1434,0.4595536959553696,0.5308095046314941
margin,500,109,1824,0.9243421052631579,0.8953797132235793
margin,500,26,1400,0.475,0.57476231633535
margin,1000,56,10706,0.6121800859331216,0.74413851830826
margin,1000,163,2116,0.1323251417769376,0.14447884416924664
margin,1000,174,2702,0.1609918578830496,0.19133494611831978
margin,1000,48,2986,0.0,0.0
margin,1000,38,92,0.22826086956521738,0.3157894736842105
margin,1000,69,1232,0.0,0.0
margin,1000,104,2391,0.5696361355081556,0.5989445910290238
margin,1000,47,34,0.0,0.0
margin,1000,66,4226,0.5646000946521533,0.6512897502388426
margin,1000,10,1434,0.6199442119944212,0.5848684210526316
margin,1000,109,1824,0.9287280701754386,0.8892388451443569
margin,1000,26,1400,0.49,0.5883361921097771
absorber_random,200,56,10706,0.4338688585839716,0.5923611553911879
absorber_random,200,163,2116,0.2632325141776938,0.19367176634214187
absorber_random,200,174,2702,0.0,0.0
absorber_random,200,48,2986,0.0,0.0
absorber_random,200,38,92,0.2717391304347826,0.3333333333333333
absorber_random,200,69,1232,0.39366883116883117,0.22716627634660422
absorber_random,200,104,2391,0.16938519447929737,0.18501598903608954
absorber_random,200,47,34,0.0,0.0
absorber_random,200,66,4226,0.5205868433506863,0.6342799481043678
absorber_random,200,10,1434,0.4511854951185495,0.5130848532910388
absorber_random,200,109,1824,0.9243421052631579,0.9225718194254446
absorber_random,200,26,1400,0.6678571428571428,0.5434466724789305
absorber_random,500,56,10706,0.47001681300205495,0.6283716283716284
absorber_random,500,163,2116,0.30434782608695654,0.20450936805335027
absorber_random,500,174,2702,0.14322723908216137,0.15883439359737328
absorber_random,500,48,2986,0.0,0.0
absorber_random,500,38,92,0.2717391304347826,0.32894736842105265
absorber_random,500,69,1232,0.5016233766233766,0.3473861720067454
absorber_random,500,104,2391,0.18444165621079048,0.20655737704918034
absorber_random,500,47,34,0.0,0.0
absorber_random,500,66,4226,0.5352579271178419,0.6451796919566457
absorber_random,500,10,1434,0.5383542538354253,0.5727002967359051
absorber_random,500,109,1824,0.9166666666666666,0.9283731260410882
absorber_random,500,26,1400,0.6264285714285714,0.6241992882562277
absorber_random,1000,56,10706,0.47431346908275734,0.6370193815467603
absorber_random,1000,163,2116,0.3431001890359168,0.2534031413612565
absorber_random,1000,174,2702,0.2627683197631384,0.2745022230813841
absorber_random,1000,48,2986,0.0,0.0
absorber_random,1000,38,92,0.2608695652173913,0.3221476510067114
absorber_random,1000,69,1232,0.49594155844155846,0.4486049926578561
absorber_random,1000,104,2391,0.6695943120033458,0.550929112181693
absorber_random,1000,47,34,0.0,0.0
absorber_random,1000,66,4226,0.5399905347846663,0.6517206911323719
absorber_random,1000,10,1434,0.7775453277545328,0.707936507936508
absorber_random,1000,109,1824,0.9133771929824561,0.9271007234279355
absorber_random,1000,26,1400,0.6492857142857142,0.6258175559380379
absorber_margin,200,56,10706,0.4716047076405754,0.6214153846153846
absorber_margin,200,163,2116,0.15595463137996218,0.12240356083086053
absorber_margin,200,174,2702,0.16580310880829016,0.1400437636761488
absorber_margin,200,48,2986,0.030810448760884127,0.055774477114277056
absorber_margin,200,38,92,0.25,0.3382352941176471
absorber_margin,200,69,1232,0.0,0.0
absorber_margin,200,104,2391,0.22835633626097868,0.25161290322580643
absorber_margin,200,47,34,0.0,0.0
absorber_margin,200,66,4226,0.5175106483672504,0.6409730363423212
absorber_margin,200,10,1434,0.45397489539748953,0.5322976287816844
absorber_margin,200,109,1824,0.9303728070175439,0.9293537787513692
absorber_margin,200,26,1400,0.5464285714285714,0.5149781218444968
absorber_margin,500,56,10706,0.4789837474313469,0.6321888676570302
absorber_margin,500,163,2116,0.23487712665406427,0.16933560477001702
absorber_margin,500,174,2702,0.21391561806069578,0.17493946731234866
absorber_margin,500,48,2986,0.030810448760884127,0.05654578979717271
absorber_margin,500,38,92,0.25,0.3382352941176471
absorber_margin,500,69,1232,0.022727272727272728,0.03272939801285798
absorber_margin,500,104,2391,0.5575073191133417,0.48393537847159196
absorber_margin,500,47,34,0.0,0.0
absorber_margin,500,66,4226,0.5208234737340275,0.6469723691945914
absorber_margin,500,10,1434,0.6255230125523012,0.615859938208033
absorber_margin,500,109,1824,0.9161184210526315,0.9280755345737295
absorber_margin,500,26,1400,0.5414285714285715,0.6197874080130826
absorber_margin,1000,56,10706,0.46758826826078836,0.6302404633010198
absorber_margin,1000,163,2116,0.21691871455576558,0.18908341915550977
absorber_margin,1000,174,2702,0.6173205033308661,0.418884982420894
absorber_margin,1000,48,2986,0.030810448760884127,0.057267351384998444
absorber_margin,1000,38,92,0.22826086956521738,0.3230769230769231
absorber_margin,1000,69,1232,0.021915584415584416,0.03486120077469335
absorber_margin,1000,104,2391,0.5169385194479298,0.5308138286450504
absorber_margin,1000,47,34,0.0,0.0
absorber_margin,1000,66,4226,0.5125414103170847,0.6529012810851544
absorber_margin,1000,10,1434,0.6304044630404463,0.6375176304654443
absorber_margin,1000,109,1824,0.9155701754385965,0.9298440979955457
absorber_margin,1000,26,1400,0.5807142857142857,0.6270728885460856
absorber_margin_balanced,200,56,10706,0.47029702970297027,0.6214131440913299
absorber_margin_balanced,200,163,2116,0.14224952741020794,0.11269187570198427
absorber_margin_balanced,200,174,2702,0.15655070318282754,0.14707927677329624
absorber_margin_balanced,200,48,2986,0.029805760214333555,0.05387409200968523
absorber_margin_balanced,200,38,92,0.25,0.3357664233576642
absorber_margin_balanced,200,69,1232,0.0,0.0
absorber_margin_balanced,200,104,2391,0.23504809703053117,0.23475355054302421
absorber_margin_balanced,200,47,34,0.0,0.0
absorber_margin_balanced,200,66,4226,0.5184571699006152,0.6430877604931025
absorber_margin_balanced,200,10,1434,0.44630404463040446,0.5302402651201326
absorber_margin_balanced,200,109,1824,0.9292763157894737,0.926482645531566
absorber_margin_balanced,200,26,1400,0.54,0.5135869565217391
absorber_margin_balanced,500,56,10706,0.4709508686717728,0.6264910536779325
absorber_margin_balanced,500,163,2116,0.2495274102079395,0.1948339483394834
absorber_margin_balanced,500,174,2702,0.2068837897853442,0.18793074466296858
absorber_margin_balanced,500,48,2986,0.03114534494306765,0.056466302367941715
absorber_margin_balanced,500,38,92,0.25,0.3333333333333333
absorber_margin_balanced,500,69,1232,0.018668831168831168,0.0329512893982808
absorber_margin_balanced,500,104,2391,0.5466332078628189,0.5868881903906601
absorber_margin_balanced,500,47,34,0.0,0.0
absorber_margin_balanced,500,66,4226,0.513961192617132,0.641086186540732
absorber_margin_balanced,500,10,1434,0.6464435146443515,0.6274111675126903
absorber_margin_balanced,500,109,1824,0.918859649122807,0.93007769145394
absorber_margin_balanced,500,26,1400,0.6207142857142857,0.6294820717131474
absorber_margin_balanced,1000,56,10706,0.5393237436951243,0.6898446833930705
absorber_margin_balanced,1000,163,2116,0.21975425330812853,0.20195439739413681
absorber_margin_balanced,1000,174,2702,0.6339748334566987,0.45467816854678167
absorber_margin_balanced,1000,48,2986,0.6617548559946417,0.7694704049844237
absorber_margin_balanced,1000,38,92,0.2391304347826087,0.32592592592592595
absorber_margin_balanced,1000,69,1232,0.04301948051948052,0.06751592356687898
absorber_margin_balanced,1000,104,2391,0.5144291091593476,0.5814228314819192
absorber_margin_balanced,1000,47,34,0.0,0.0
absorber_margin_balanced,1000,66,4226,0.5170373876005679,0.648945648945649
absorber_margin_balanced,1000,10,1434,0.6352859135285913,0.640196767392832
absorber_margin_balanced,1000,109,1824,0.9161184210526315,0.925249169435216
absorber_margin_balanced,1000,26,1400,0.5328571428571428,0.6020984665052461
