norm,period,class_id,groups,support,precision,recall,f1
gn,M-2022-10,50,degraded_noncollapsed,3110,0.43672456575682383,0.11318327974276528,0.1797752808988764
gn,M-2022-10,51,,16876,0.8225907058945836,0.9377222090542783,0.8763914271473666
gn,M-2022-10,52,,2218,0.6196111580726965,0.6609558160504959,0.6396160558464223
gn,M-2022-10,53,,11906,0.9234292628122029,0.8974466655467831,0.9102525876389658
gn,M-2022-10,54,degraded_noncollapsed,6595,0.742696053305997,0.21971190295678544,0.3391060145097122
gn,M-2022-10,55,degraded_noncollapsed,5643,0.9834661942722173,0.5902888534467482,0.7377630121816169
gn,M-2022-10,56,final_collapsed;abrupt_collapsed,10706,0.12987012987012986,0.0009340556697179152,0.001854771399425021
gn,M-2022-10,57,stable,2065,0.9912536443148688,0.9878934624697336,0.9895707009459132
gn,M-2022-10,58,,2316,0.996122361051271,0.998272884283247,0.997196463230537
gn,M-2022-10,59,stable,8856,0.9804639804639804,0.9974028906955736,0.9888609012034705
gn,M-2022-10,60,,59907,0.9054916326986912,0.8788288513863155,0.8919610334603981
gn,M-2022-10,61,,22920,0.5406811113143932,0.9025741710296684,0.6762557002991124
gn,M-2022-10,62,stable,24087,0.9378723404255319,0.960767218831735,0.9491817398794143
