strategy,budget,class_id,support,recall,f1
random,200,71,1435,0.18745644599303135,0.24543795620437955
random,500,71,1435,0.14425087108013937,0.2132921174652241
random,1000,71,1435,0.10174216027874565,0.16331096196868009
margin,200,71,1435,0.18815331010452963,0.24861878453038674
margin,500,71,1435,0.1456445993031359,0.21015585721468075
margin,1000,71,1435,0.15121951219512195,0.2240578213732576
absorber_random,200,71,1435,0.25923344947735194,0.3092269326683292
absorber_random,500,71,1435,0.28222996515679444,0.3403361344537815
absorber_random,1000,71,1435,0.23205574912891985,0.3258317025440313
absorber_margin,200,71,1435,0.3832752613240418,0.35564177174264466
absorber_margin,500,71,1435,0.32613240418118467,0.36548223350253806
absorber_margin,1000,71,1435,0.3407665505226481,0.38748019017432644
absorber_margin_balanced,200,71,1435,0.3637630662020906,0.35594953972042276
absorber_margin_balanced,500,71,1435,0.3289198606271777,0.36377649325626205
absorber_margin_balanced,1000,71,1435,0.3358885017421603,0.3859087269815853
