method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support,collapsed_count,severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,all,5,2,0.5,2.0,510,0,0,0.7115500804874165,0.7193773416793005,0.06689895470383275,0.11815384615384615,1435,0.9413526418163504,0.8959156765318725,1482181,1,0,,
active_head_ft,random,200,all,5,2,0.5,2.0,510,0,0,0.7716634953998974,0.7289006471879987,0.18745644599303135,0.24543795620437955,1435,0.9353925060434589,0.8925684421269027,1482181,0,0,910,0.13725094497203827
active_head_ft,random,500,all,5,2,0.5,2.0,510,0,1,0.7928382847674461,0.7378322769112504,0.14425087108013937,0.2132921174652241,1435,0.9396882027228793,0.8923022935431997,1482181,0,0,1510,0.14103902876377106
active_head_ft,random,1000,all,5,2,0.5,2.0,510,0,1,0.805401919468995,0.746327721682667,0.10174216027874565,0.16331096196868009,1435,0.9374367907833119,0.8904969306411665,1482181,0,0,2510,0.14313238859176636
active_head_ft,margin,200,all,5,2,0.5,2.0,510,0,1,0.7717736774970018,0.7323351288347217,0.18815331010452963,0.24861878453038674,1435,0.9342657880515268,0.8914917131625442,1482181,0,0,910,0.16869716346263885
active_head_ft,margin,500,all,5,2,0.5,2.0,510,0,1,0.7831760110569551,0.7393154549516571,0.1456445993031359,0.21015585721468075,1435,0.9347083790711121,0.8908735077094313,1482181,0,0,1510,0.16940493881702423
active_head_ft,margin,1000,all,5,2,0.5,2.0,510,1,2,0.7947006346367714,0.7453360936529959,0.15121951219512195,0.2240578213732576,1435,0.938668759078682,0.8913190302860137,1482181,0,0,2510,0.17240899801254272
active_head_ft,absorber_random,200,all,5,2,0.5,2.0,510,5,200,0.7131008026947393,0.7137366560354232,0.25923344947735194,0.3092269326683292,1435,0.9406712135697327,0.8929777306367355,1482181,0,0,910,0.1294785439968109
active_head_ft,absorber_random,500,all,5,2,0.5,2.0,510,11,500,0.7139386709496426,0.7168566260922371,0.28222996515679444,0.3403361344537815,1435,0.940456664874263,0.8935377750403557,1482181,0,0,1510,0.13114599883556366
active_head_ft,absorber_random,1000,all,5,2,0.5,2.0,510,21,1000,0.7139127902647457,0.7189174231516002,0.23205574912891985,0.3258317025440313,1435,0.9427026793623721,0.8935221171259411,1482181,0,0,2510,0.1299290657043457
active_head_ft,absorber_margin,200,all,5,2,0.5,2.0,510,16,200,0.7122135946545942,0.7156554525741176,0.3832752613240418,0.35564177174264466,1435,0.9417540772685657,0.8942046235406733,1482181,0,0,910,0.14851874113082886
active_head_ft,absorber_margin,500,all,5,2,0.5,2.0,510,28,500,0.7145145540258541,0.7171557247587372,0.32613240418118467,0.36548223350253806,1435,0.9417972568802325,0.8933638999791824,1482181,0,0,1510,0.15033484995365143
active_head_ft,absorber_margin,1000,all,5,2,0.5,2.0,510,60,1000,0.7121961895156286,0.7192465749697273,0.3407665505226481,0.38748019017432644,1435,0.9414936502357,0.8947204339607049,1482181,0,0,2510,0.1514173001050949
active_head_ft,absorber_margin_balanced,200,all,5,2,0.5,2.0,510,16,200,0.7133714147683966,0.7153852947821,0.3637630662020906,0.35594953972042276,1435,0.9408054751747593,0.8942322881562005,1482181,0,0,910,0.14851874113082886
active_head_ft,absorber_margin_balanced,500,all,5,2,0.5,2.0,510,28,500,0.7114813680257608,0.7165807109471043,0.3289198606271777,0.36377649325626205,1435,0.9423572424690372,0.8927592183665274,1482181,0,0,1510,0.15033484995365143
active_head_ft,absorber_margin_balanced,1000,all,5,2,0.5,2.0,510,60,1000,0.7100552060738183,0.7186520011074058,0.3358885017421603,0.3859087269815853,1435,0.9424247106122666,0.8945818696883462,1482181,0,0,2510,0.1514173001050949
