rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples
absorber_distance,ref_p70,0.18611037731170654,0.9567302472767921,0.043269752723207884,0.8336434091151073,0.742281100527904,0.027037207550328547,0.019831950315745524,0.05621301775147929,0.002256317689530686,0.9977436823104693,0.9729627924496714,6059,5413,0.10661825383726686,4909,4515,0.08026074556936236,64566,1427608,23893,146256
absorber_proto_disagree,ref_p70,0.18611037731170654,0.9645644542794607,0.035435545720539294,0.8340878678355699,0.7431127592633118,0.022600761729376806,0.015969938938468764,0.04945054945054945,0.002126408489224374,0.9978735915107756,0.9773992382706232,6059,5519,0.08912361775870603,4909,4608,0.06131595029537584,52876,1439298,23893,146256
confidence,ref_p30,0.9530844390392303,0.608837843307818,0.391162156692182,0.9850114255271373,0.9002875098023679,0.7564140124722722,0.7657220395595219,0.7187235841081995,0.16848539547095503,0.8315146045290449,0.24358598752772778,6059,195,0.9678164713649117,4909,190,0.9612955795477695,583682,908492,23893,146256
hybrid,conf_p30_margin_p30_dist_p70,0.18611037731170654,0.5692513071531873,0.4307486928468128,0.9858621509685409,0.8920792558720237,0.7686770183735823,0.7728197901988414,0.7519019442096365,0.17713461328082267,0.8228653867191773,0.2313229816264178,6059,9,0.9985146063706882,4909,7,0.9985740476675494,642752,849422,23893,146256
margin,ref_p30,0.9215571582317352,0.6099288688852641,0.39007113111473596,0.983892233991122,0.8988486413151052,0.7351107018792115,0.7399926934919889,0.7153423499577346,0.17489880757028772,0.8251011924297122,0.26488929812078854,6059,195,0.9678164713649117,4909,190,0.9612955795477695,582054,910120,23893,146256
prototype_distance,ref_p70,0.18611037731170654,0.6675166569046237,0.33248334309537625,0.867188527495078,0.7806659262314376,0.18436362114426819,0.15134909451490006,0.3180473372781065,0.10275817744229297,0.897241822557707,0.8156363788557318,6059,5413,0.10661825383726686,4909,4515,0.08026074556936236,496123,996051,23893,146256
