rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples
prototype_distance,ref_p95,0.2717369496822357,0.9498074621324323,0.05019253786756772,0.8416083506552702,0.7487121303698453,0.014523082074247688,0.009080945670894004,0.036559594251901945,0.01116535390001094,0.9888346460999891,0.9854769179257523,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,74896,1417278,23893,146256
absorber_distance,ref_p95,0.2717369496822357,0.9944959502041987,0.005504049795801294,0.8322462652320378,0.7406045934510057,0.0015067174486251204,0.0005740827722978968,0.005283178360101437,0.000567498085548627,0.9994325019144513,0.9984932825513749,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,8213,1483961,23893,146256
absorber_proto_disagree,ref_p95,0.2717369496822357,0.995109819632295,0.004890180367705107,0.8322312218453111,0.7405873043284855,0.0015067174486251204,0.0005740827722978968,0.005283178360101437,0.0005606607592167159,0.9994393392407833,0.9984932825513749,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,7297,1484877,23893,146256
prototype_distance,ref_p97,0.2888748198747636,0.9716172510712557,0.028382748928744234,0.8375345387226846,0.7451043755298123,0.006738375256351232,0.004331715463702312,0.016483516483516484,0.008286839514276337,0.9917131604857237,0.9932616247436488,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,42352,1449822,23893,146256
absorber_distance,ref_p97,0.2888748198747636,0.9973830129730179,0.002616987026982108,0.831785786037336,0.7403746296430372,0.0003348260996944712,0.0003131360576170346,0.00042265426880811494,0.000444426211574226,0.9995555737884257,0.9996651739003055,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,3905,1488269,23893,146256
absorber_proto_disagree,ref_p97,0.2888748198747636,0.9975485432664019,0.0024514567335980923,0.8317512206788507,0.7403515450175472,0.0003348260996944712,0.0003131360576170346,0.00042265426880811494,0.000444426211574226,0.9995555737884257,0.9996651739003055,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,3658,1488516,23893,146256
prototype_distance,ref_p99,0.3192392587661743,0.9904689399493625,0.009531060050637526,0.8332110921058329,0.7420310284117987,0.002427489222784916,0.0016178696310213455,0.005705832628909552,0.0011828574554206322,0.9988171425445793,0.9975725107772151,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,14222,1477952,23893,146256
absorber_distance,ref_p99,0.3192392587661743,0.9995603729859922,0.00043962701400774976,0.8312973762301226,0.7402696350317546,4.18532624618089e-05,5.218934293617243e-05,0.0,2.7349305327644676e-05,0.9999726506946723,0.9999581467375382,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,656,1491518,23893,146256
absorber_proto_disagree,ref_p99,0.3192392587661743,0.9995737762486144,0.00042622375138556226,0.8312882407286974,0.7402613029350165,4.18532624618089e-05,5.218934293617243e-05,0.0,2.7349305327644676e-05,0.9999726506946723,0.9999581467375382,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,636,1491538,23893,146256
hybrid,conf_p1_margin_p1_dist_p70,0.18611037731170654,0.901982610607074,0.09801738939292602,0.8479636529795715,0.7479067397819344,0.27945423345749804,0.2997233964824383,0.19737954353338968,0.008991084126463187,0.9910089158735368,0.720545766542502,6059,134,0.9778841392969136,4909,120,0.9755551028722754,146259,1345915,23893,146256
hybrid,conf_p1_margin_p1_dist_p80,0.2109503149986267,0.9055934495574913,0.09440655044250872,0.8483064124034358,0.7496344142364524,0.2782404888461055,0.2994102604248213,0.19251901944209637,0.008991084126463187,0.9910089158735368,0.7217595111538945,6059,163,0.973097870935798,4909,138,0.9718883683031168,140871,1351303,23893,146256
hybrid,conf_p1_margin_p1_dist_p85,0.22680793702602386,0.9069364564722344,0.09306354352776552,0.8483936017474232,0.7503068239097723,0.27635709203532416,0.29732268670737433,0.19146238377007607,0.008970572147467454,0.9910294278525326,0.7236429079646759,6059,208,0.9656709027892392,4909,182,0.9629252393562844,138867,1353307,23893,146256
hybrid,conf_p1_margin_p1_dist_p90,0.2449350357055664,0.9079926335668629,0.09200736643313716,0.8483507432007044,0.7504995069092932,0.2751852006863935,0.2959135744480977,0.19125105663567202,0.008929548189475988,0.991070451810524,0.7248147993136065,6059,236,0.9610496781647136,4909,210,0.957221430026482,137291,1354883,23893,146256
hybrid,conf_p1_margin_p1_dist_p95,0.2717369496822357,0.9091560367624687,0.09084396323753129,0.8483715766917609,0.7507125458818742,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008868012252488787,0.9911319877475112,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,135555,1356619,23893,146256
hybrid,conf_p1_margin_p1_dist_p97,0.2888748198747636,0.9096016952446565,0.09039830475534355,0.8483876624199505,0.7507575554793785,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008861174926156876,0.9911388250738431,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,134890,1357284,23893,146256
hybrid,conf_p1_margin_p1_dist_p99,0.3192392587661743,0.9097491311335005,0.09025086886649948,0.8483606678138702,0.7507524272509079,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008861174926156876,0.9911388250738431,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,134670,1357504,23893,146256
hybrid,conf_p2_margin_p2_dist_p70,0.18611037731170654,0.8851434216116887,0.11485657838831129,0.8587971725969649,0.758254186172164,0.30452433767212156,0.3207035123427796,0.23901098901098902,0.013544743463516027,0.986455256536484,0.6954756623278785,6059,130,0.9785443142432745,4909,117,0.9761662253004685,171386,1320788,23893,146256
hybrid,conf_p2_margin_p2_dist_p80,0.2109503149986267,0.8887308048525172,0.1112691951474828,0.859119052951383,0.7599684919497877,0.3035617126354999,0.3203903762851626,0.23541842772612004,0.013544743463516027,0.986455256536484,0.6964382873645001,6059,153,0.9747483083016999,4909,134,0.9727031982073742,166033,1326141,23893,146256
hybrid,conf_p2_margin_p2_dist_p85,0.22680793702602386,0.8900610786677693,0.1099389213322307,0.8591986001328187,0.7606180675348019,0.30167831582471855,0.31830280256771565,0.23436179205409974,0.013524231484520293,0.9864757685154797,0.6983216841752815,6059,198,0.9673213401551412,4909,178,0.9637400692605419,164048,1328126,23893,146256
hybrid,conf_p2_margin_p2_dist_p90,0.2449350357055664,0.8911085436416932,0.10889145635830674,0.8591467628896682,0.7607679163126081,0.3005064244757879,0.316893690308439,0.23415046491969568,0.013483207526528826,0.9865167924734711,0.6994935755242121,6059,226,0.9627001155306156,4909,206,0.9580362599307395,162485,1329689,23893,146256
hybrid,conf_p2_margin_p2_dist_p95,0.2717369496822357,0.8922645750428569,0.10773542495714307,0.859161012277173,0.7609718818917617,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,160760,1331414,23893,146256
hybrid,conf_p2_margin_p2_dist_p97,0.2888748198747636,0.8927055423831269,0.1072944576168731,0.859174278867809,0.7610118772789354,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,160102,1332072,23893,146256
hybrid,conf_p2_margin_p2_dist_p99,0.3192392587661743,0.8928496274563155,0.10715037254368458,0.8591482165629478,0.76101430127288,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,159887,1332287,23893,146256
hybrid,conf_p5_margin_p5_dist_p70,0.18611037731170654,0.844516122114445,0.1554838778855549,0.8836223827832069,0.7823048035462626,0.3737914870464153,0.37910338708835656,0.3522823330515638,0.027137348211355432,0.9728626517886446,0.6262085129535847,6059,91,0.9849810199702921,4909,83,0.9830922794866571,232009,1260165,23893,146256
hybrid,conf_p5_margin_p5_dist_p80,0.2109503149986267,0.8480284470845894,0.15197155291541067,0.8838981322990408,0.7839009414799044,0.37291256853471727,0.37879025103073954,0.34911242603550297,0.027137348211355432,0.9728626517886446,0.6270874314652827,6059,112,0.981515101501898,4909,98,0.9800366673456916,226768,1265406,23893,146256
hybrid,conf_p5_margin_p5_dist_p85,0.22680793702602386,0.8493305740483349,0.15066942595166516,0.8839601404190953,0.7844948745088733,0.3710291717239359,0.3767026773132926,0.34805579036348266,0.0271168362323597,0.9728831637676403,0.6289708282760641,6059,157,0.9740881333553392,4909,142,0.9710735383988592,224825,1267349,23893,146256
hybrid,conf_p5_margin_p5_dist_p90,0.2449350357055664,0.8503532429864078,0.14964675701359226,0.8838900600926017,0.7845236468062786,0.3698572803750052,0.37529356505401595,0.34784446322907864,0.027082649600700143,0.9729173503992998,0.6301427196249948,6059,185,0.9694669087308136,4909,170,0.9653697290690568,223299,1268875,23893,146256
hybrid,conf_p5_margin_p5_dist_p95,0.2717369496822357,0.8514824678623271,0.14851753213767296,0.8838874197204383,0.7846924554378047,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,221614,1270560,23893,146256
hybrid,conf_p5_margin_p5_dist_p97,0.2888748198747636,0.8519140529187614,0.1480859470812385,0.8838943238064072,0.7847137005727525,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,220970,1271204,23893,146256
hybrid,conf_p5_margin_p5_dist_p99,0.3192392587661743,0.8520480855449833,0.14795191445501665,0.8838693287106223,0.7847127826963494,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,220770,1271404,23893,146256
hybrid,conf_p10_margin_p10_dist_p70,0.18611037731170654,0.7835621046875231,0.21643789531247695,0.9181858535371289,0.8168851717406987,0.4702632570208848,0.4691821929961902,0.4746407438715131,0.05181325894322284,0.9481867410567771,0.5297367429791152,6059,53,0.9912526819607196,4909,49,0.9900183336728458,322963,1169211,23893,146256
hybrid,conf_p10_margin_p10_dist_p80,0.2109503149986267,0.7869430776839699,0.21305692231603016,0.9184070594487063,0.81842544325188,0.46967731134641943,0.46892124628150933,0.4727387996618766,0.05181325894322284,0.9481867410567771,0.5303226886535806,6059,67,0.9889420696484569,4909,61,0.9875738439600733,317918,1174256,23893,146256
hybrid,conf_p10_margin_p10_dist_p85,0.22680793702602386,0.7882090158386355,0.21179098416136455,0.9184309757725451,0.8189135917929622,0.4678357677980999,0.46683367256406244,0.4718934911242604,0.05179274696422711,0.9482072530357729,0.5321642322019001,6059,111,0.9816801452384882,4909,105,0.978610715013241,316029,1176145,23893,146256
hybrid,conf_p10_margin_p10_dist_p90,0.2449350357055664,0.7891593071585485,0.21084069284145146,0.9183712463791747,0.8189259133056364,0.46670572971163105,0.46547674964772195,0.4716821639898563,0.05175856033256755,0.9482414396674325,0.533294270288369,6059,138,0.9772239643505529,4909,132,0.973110613159503,314611,1177563,23893,146256
hybrid,conf_p10_margin_p10_dist_p95,0.2717369496822357,0.790240950452159,0.20975904954784094,0.9183489840795741,0.8190337906063128,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312997,1179177,23893,146256
hybrid,conf_p10_margin_p10_dist_p97,0.2888748198747636,0.7906537709409225,0.20934622905907757,0.9183509310531593,0.8190613660439918,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312381,1179793,23893,146256
hybrid,conf_p10_margin_p10_dist_p99,0.3192392587661743,0.7907790914464399,0.2092209085535601,0.9183257343344803,0.8190609575543739,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312194,1179980,23893,146256
hybrid,conf_p15_margin_p15_dist_p70,0.18611037731170654,0.7254415369789314,0.27455846302106857,0.9458551388702846,0.846298593736408,0.5410371238438036,0.5346798183810866,0.5667793744716821,0.07646182036976261,0.9235381796302374,0.45896287615619635,6059,14,0.9976893876877373,4909,11,0.9977592177632919,409689,1082485,23893,146256
hybrid,conf_p15_margin_p15_dist_p80,0.2109503149986267,0.7286549691926009,0.27134503080739913,0.9460157457140755,0.8476389869249509,0.5407022977441092,0.5346798183810866,0.5650887573964497,0.07646182036976261,0.9235381796302374,0.45929770225589084,6059,22,0.9963690377950157,4909,18,0.9963332654308413,404894,1087280,23893,146256
hybrid,conf_p15_margin_p15_dist_p85,0.22680793702602386,0.7298646136442533,0.27013538635574674,0.9460198239806811,0.8480499185842727,0.5388607541957896,0.5325922446636396,0.5642434488588335,0.07646182036976261,0.9235381796302374,0.46113924580421045,6059,66,0.9891071133850471,4909,62,0.987370136484009,403089,1089085,23893,146256
hybrid,conf_p15_margin_p15_dist_p90,0.2449350357055664,0.7307177313101555,0.2692822686898445,0.9459746248479857,0.8481399037861115,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,401816,1090358,23893,146256
hybrid,conf_p15_margin_p15_dist_p95,0.2717369496822357,0.7317571543265061,0.2682428456734938,0.9459405499908875,0.8482174317419934,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,400265,1091909,23893,146256
hybrid,conf_p15_margin_p15_dist_p97,0.2888748198747636,0.7321565715526474,0.26784342844735265,0.945937089532771,0.8482369824752131,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,399669,1092505,23893,146256
hybrid,conf_p15_margin_p15_dist_p99,0.3192392587661743,0.7322731799374603,0.2677268200625396,0.9459127520525241,0.8482211107806008,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,399495,1092679,23893,146256
hybrid,conf_p20_margin_p20_dist_p70,0.18611037731170654,0.6702663362315655,0.3297336637684345,0.9654963135677106,0.8675941706338596,0.6306868120369983,0.6236104587443244,0.6593406593406593,0.10469314079422383,0.8953068592057761,0.3693131879630017,6059,13,0.9978544314243274,4909,10,0.9979629252393563,492020,1000154,23893,146256
hybrid,conf_p20_margin_p20_dist_p80,0.2109503149986267,0.6733061961942776,0.3266938038057224,0.9656023250953031,0.868726966129334,0.6303938391997657,0.6236104587443244,0.657861369399831,0.10469314079422383,0.8953068592057761,0.3696061608002344,6059,20,0.996699125268196,4909,17,0.9965369729069057,487484,1004690,23893,146256
hybrid,conf_p20_margin_p20_dist_p85,0.22680793702602386,0.6744622275954413,0.3255377724045587,0.9655887481804226,0.8690545553108597,0.628552295651446,0.6215228850268775,0.6570160608622148,0.10469314079422383,0.8953068592057761,0.37144770434855395,6059,64,0.9894372008582274,4909,61,0.9875738439600733,485759,1006415,23893,146256
hybrid,conf_p20_margin_p20_dist_p90,0.2449350357055664,0.6752416273169215,0.3247583726830785,0.9655431142799863,0.8691269287292753,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,484596,1007578,23893,146256
hybrid,conf_p20_margin_p20_dist_p95,0.2717369496822357,0.6762354792403567,0.3237645207596433,0.9654986170310814,0.8691952161650701,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,483113,1009061,23893,146256
hybrid,conf_p20_margin_p20_dist_p97,0.2888748198747636,0.6766275246720557,0.32337247532794433,0.9654869132349359,0.8692059777305526,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,482528,1009646,23893,146256
hybrid,conf_p20_margin_p20_dist_p99,0.3192392587661743,0.6767367612624265,0.3232632387375735,0.9654647562063717,0.8691913463622846,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,482365,1009809,23893,146256
hybrid,conf_p30_margin_p30_dist_p70,0.18611037731170654,0.5692513071531873,0.4307486928468128,0.9858621509685409,0.8920792558720237,0.7686770183735823,0.7728197901988414,0.7519019442096365,0.17713461328082267,0.8228653867191773,0.2313229816264178,6059,9,0.9985146063706882,4909,7,0.9985740476675494,642752,849422,23893,146256
hybrid,conf_p30_margin_p30_dist_p80,0.2109503149986267,0.5719761904442779,0.42802380955572206,0.9859095851376938,0.8939898393036546,0.768509605323735,0.7728197901988414,0.7510566356720203,0.17713461328082267,0.8228653867191773,0.231490394676265,6059,13,0.9978544314243274,4909,11,0.9977592177632919,638686,853488,23893,146256
hybrid,conf_p30_margin_p30_dist_p85,0.22680793702602386,0.5729901472616464,0.42700985273835357,0.9858970925180205,0.8940498475482083,0.7676306868120369,0.7717238139971818,0.7510566356720203,0.17713461328082267,0.8228653867191773,0.232369313187963,6059,34,0.9943885129559333,4909,32,0.9934813607659401,637173,855001,23893,146256
hybrid,conf_p30_margin_p30_dist_p90,0.2449350357055664,0.5736562894139692,0.4263437105860309,0.9858655716446942,0.8940527840228099,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,636179,855995,23893,146256
hybrid,conf_p30_margin_p30_dist_p95,0.2717369496822357,0.5745248208318869,0.4254751791681131,0.9858041201878942,0.8940517067751418,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634883,857291,23893,146256
hybrid,conf_p30_margin_p30_dist_p97,0.2888748198747636,0.5748833581070304,0.4251166418929696,0.9857849960248348,0.8940575262345093,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634348,857826,23893,146256
hybrid,conf_p30_margin_p30_dist_p99,0.3192392587661743,0.5749671284984191,0.4250328715015809,0.9857859015258447,0.8940588034106683,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634223,857951,23893,146256
