method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_true_count,silver_collapse_pseudo_count,silver_correct_rate,replay_samples,ft_depth,holdout_overall_accuracy,holdout_overall_macro_f1,holdout_bad_accuracy,holdout_bad_macro_f1,holdout_bad_support,holdout_stable_accuracy,holdout_stable_macro_f1,holdout_stable_support,holdout_collapsed_count,holdout_severe_collapsed_count,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,0,,0,,0.7525250807685768,0.6291476001460555,0.005898617511520737,0.02963947177697161,5425,0.9407524916370659,0.9005320599656045,28997,12,8,0.7525250807685768,0.6291476001460555,0.005898617511520737,0.02963947177697161,5425,0.9407524916370659,0.9005320599656045,28997,12,8,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,628680,4445,164,0.9445,0,head,0.760611385063009,0.623353045836948,0.003870967741935484,0.023666738522239054,5425,0.946753112390937,0.888225939588118,28997,12,9,0.5938342723119607,0.49809457620973757,0.004807482190463704,0.02208918495244594,22881,0.8460789199474471,0.7623184346675304,44146,12,9,0.760441314390782,0.623444651472776,0.004830564297738418,0.023588488608965688,27326,0.9472366340204755,0.8896746152155866,144172,12,9
self_evolving,confidence>=0.95,0,0.95,550768,2475,78,0.9664,0,head,0.7588354210357271,0.6211963895885508,0.003686635944700461,0.020154737639689533,5425,0.9485808876780356,0.8828743758347415,28997,12,10,0.609897457606274,0.5074628419836615,0.004989738843507304,0.022005303828065273,24851,0.857273280584297,0.7613252608862273,49290,12,10,0.7582640646479181,0.6183680877700948,0.004976945034033521,0.023437071913032594,27326,0.9484296534694671,0.8826929040417264,144172,12,10
self_evolving,confidence>=0.99,0,0.99,392423,434,13,0.9901,0,head,0.7469213474654726,0.5925578917134466,0.0014746543778801843,0.012783525492044331,5425,0.9465117081077353,0.8573387705336634,28997,12,10,0.6437796920088611,0.5149662331831654,0.0017105458872527146,0.010276562289260239,26892,0.874344611977725,0.7545376838238245,61414,12,10,0.7464913480584238,0.591691887965173,0.0018297592036887946,0.012391058149503609,27326,0.9459395721776767,0.8599247401441247,144172,12,10
self_evolving,confidence>=0.997,0,0.997,298370,100,1,0.9939,0,head,0.735366245347541,0.5709308501507554,0.0027649769585253456,0.017568789043542612,5425,0.9474428389143704,0.8333861707644541,28997,12,10,0.6598536969475801,0.5135716757471183,0.0027914493498861384,0.015126839144873505,27226,0.8927229680876703,0.7413146132452246,70537,12,10,0.7351864265369032,0.5699349221240219,0.002817829173680744,0.015621303174871877,27326,0.9473198679355215,0.8345862776950026,144172,12,10
