method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,890,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving+replay+kd,confidence>=0.9,0,0.9,786000,5543,0.9446,890,0.7644345763280581,0.6351950419828868,0.005562467979213935,0.023581678560408964,27326,0.9442471492384097,0.9050888188151358,144172,12,8
self_evolving+replay+kd,confidence>=0.95,0,0.95,688791,3052,0.9665,890,0.763025145307426,0.6337441873782477,0.005306301690697504,0.023038990456574707,27326,0.9449338290375385,0.9035219650809031,144172,12,8
self_evolving+replay+kd,confidence>=0.99,0,0.99,490720,526,0.9902,890,0.7584673552348082,0.6282701096826928,0.006184586108468126,0.02594191464864749,27326,0.9438864689398774,0.9011093764202809,144172,12,8
self_evolving+replay+kd,confidence>=0.997,0,0.997,373668,123,0.9939,890,0.753982870689805,0.6248731222214968,0.006477347581058333,0.026352316220123424,27326,0.9417223871486835,0.9025965647194208,144172,12,8
