rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples
hybrid,conf_p2_margin_p2_dist_p95,0.2717369496822357,0.8948742555192117,0.10512574448078832,0.8244874385120899,0.7106237706175891,0.3391922929692484,0.33614113159567705,0.3516181229773463,0.014943729197372402,0.9850562708026276,0.6608077070307515,8907,578,0.9351072190412035,7776,538,0.9308127572016461,217229,1849144,31348,204902
hybrid,conf_p2_margin_p2_dist_p97,0.2888748198747636,0.8950750905088287,0.10492490949117124,0.8244716713551717,0.710618639921365,0.33916039300752837,0.33614113159567705,0.35145631067961164,0.014929088051849176,0.9850709119481508,0.6608396069924716,8907,579,0.9349949477938699,7776,539,0.9306841563786008,216814,1849559,31348,204902
hybrid,conf_p2_margin_p2_dist_p99,0.3192392587661743,0.8951573602636117,0.10484263973638835,0.8244575286433851,0.7106193516534854,0.33916039300752837,0.33614113159567705,0.35145631067961164,0.014924207670008101,0.9850757923299919,0.6608396069924716,8907,579,0.9349949477938699,7776,539,0.9306841563786008,216644,1849729,31348,204902
hybrid,conf_p5_margin_p5_dist_p70,0.18611037731170654,0.836930215406415,0.16306978459358498,0.8527983531955985,0.734634024739397,0.44066607120071455,0.4239113159567705,0.5088996763754046,0.029253008755405024,0.970746991244595,0.5593339287992855,8907,233,0.973840799371281,7776,219,0.9718364197530864,336963,1729410,31348,204902
hybrid,conf_p5_margin_p5_dist_p80,0.2109503149986267,0.8400342048604004,0.1599657951395997,0.8530836075546829,0.73660111566117,0.43875207349751183,0.42299745708836617,0.5029126213592233,0.029228606846199646,0.9707713931538003,0.5612479265024882,8907,293,0.9671045245312675,7776,278,0.9642489711934157,330549,1735824,31348,204902
hybrid,conf_p5_margin_p5_dist_p85,0.22680793702602386,0.8416747605587181,0.1583252394412819,0.8531986288058859,0.7371439809691251,0.43546637744034705,0.4193022886204704,0.501294498381877,0.02921396570067642,0.9707860342993235,0.5645336225596529,8907,396,0.9555405860559111,7776,380,0.9511316872427984,327159,1739214,31348,204902
hybrid,conf_p5_margin_p5_dist_p90,0.2449350357055664,0.8430685069926872,0.15693149300731282,0.8531210141358618,0.7370001916796485,0.43358427969886437,0.4172361729179911,0.5001618122977346,0.02919444417331212,0.9708055558266879,0.5664157203011356,8907,455,0.9489165824632312,7776,439,0.9435442386831275,324279,1742094,31348,204902
hybrid,conf_p5_margin_p5_dist_p95,0.2717369496822357,0.8438999154557285,0.15610008454427154,0.8531475870105264,0.73721761569288,0.43355237973714433,0.41719643992371264,0.5001618122977346,0.02916516188226567,0.9708348381177343,0.5664476202628557,8907,456,0.9488043112158976,7776,440,0.9434156378600823,322561,1743812,31348,204902
hybrid,conf_p5_margin_p5_dist_p97,0.2888748198747636,0.8440925234698673,0.15590747653013276,0.8531312169979532,0.7372042152409268,0.4335204797754243,0.41719643992371264,0.5,0.02915540111858352,0.9708445988814165,0.5664795202245757,8907,457,0.9486920399685641,7776,441,0.943287037037037,322163,1744210,31348,204902
hybrid,conf_p5_margin_p5_dist_p99,0.3192392587661743,0.8441670501889059,0.15583294981109413,0.8531183858414872,0.7372044866841222,0.4335204797754243,0.41719643992371264,0.5,0.02915540111858352,0.9708445988814165,0.5664795202245757,8907,457,0.9486920399685641,7776,441,0.943287037037037,322009,1744364,31348,204902
hybrid,conf_p10_margin_p10_dist_p70,0.18611037731170654,0.7658902821513831,0.23410971784861687,0.889081046243085,0.7687978432057294,0.5657139211432947,0.5396932612841704,0.6716828478964402,0.05323520512244878,0.9467647948775513,0.4342860788567054,8907,133,0.9850679241046368,7776,133,0.9828960905349794,483758,1582615,31348,204902
hybrid,conf_p10_margin_p10_dist_p80,0.2109503149986267,0.7688374751315469,0.2311625248684531,0.8893369127685756,0.7707955113529831,0.5644060227127727,0.5392561983471075,0.6668284789644013,0.05321568359508448,0.9467843164049156,0.43559397728722726,8907,174,0.9804648029639609,7776,174,0.9776234567901234,477668,1588705,31348,204902
hybrid,conf_p10_margin_p10_dist_p85,0.22680793702602386,0.7704262492783249,0.22957375072167513,0.8894168800267339,0.7713314700891278,0.5612479265024882,0.5356404958677686,0.6655339805825242,0.0532108032132434,0.9467891967867565,0.43875207349751183,8907,273,0.9693499494779387,7776,273,0.964891975308642,474385,1591988,31348,204902
hybrid,conf_p10_margin_p10_dist_p90,0.2449350357055664,0.7717299829217668,0.22827001707823322,0.8893384386354145,0.7710875715638308,0.5594934286078856,0.533733312142403,0.6644012944983819,0.05319616206772018,0.9468038379322798,0.44050657139211435,8907,328,0.963175030874593,7776,328,0.9578189300411523,471691,1594682,31348,204902
hybrid,conf_p10_margin_p10_dist_p95,0.2717369496822357,0.7725159010498105,0.22748409895018953,0.8893558002037203,0.7712910203643615,0.5594615286461656,0.5336935791481247,0.6644012944983819,0.053171760158514804,0.9468282398414852,0.4405384713538344,8907,329,0.9630627596272594,7776,329,0.957690329218107,470067,1596306,31348,204902
hybrid,conf_p10_margin_p10_dist_p97,0.2888748198747636,0.7726925390527267,0.2273074609472733,0.8893422627454247,0.7712803838687792,0.5594296286844456,0.5336935791481247,0.6642394822006472,0.053171760158514804,0.9468282398414852,0.44057037131555443,8907,330,0.9629504883799259,7776,330,0.9575617283950617,469702,1596671,31348,204902
hybrid,conf_p10_margin_p10_dist_p99,0.3192392587661743,0.772757870916819,0.227242129083181,0.889334709413667,0.7712856775401705,0.5594296286844456,0.5336935791481247,0.6642394822006472,0.053171760158514804,0.9468282398414852,0.44057037131555443,8907,330,0.9629504883799259,7776,330,0.9575617283950617,469567,1596806,31348,204902
hybrid,conf_p15_margin_p15_dist_p70,0.18611037731170654,0.6977786682268884,0.3022213317731116,0.9203625012223701,0.8013331338105164,0.6546191144570627,0.6255165289256198,0.7731391585760518,0.07851558305921855,0.9214844169407814,0.34538088554293733,8907,55,0.9938250813966543,7776,55,0.9929269547325102,624502,1441871,31348,204902
hybrid,conf_p15_margin_p15_dist_p80,0.2109503149986267,0.7005956814186016,0.29940431858139843,0.9205721935328786,0.8034687726110026,0.6536302156437412,0.6254370629370629,0.7684466019417475,0.0785058222955364,0.9214941777044636,0.34636978435625876,8907,86,0.990344672729314,7776,86,0.988940329218107,618681,1447692,31348,204902
hybrid,conf_p15_margin_p15_dist_p85,0.22680793702602386,0.7021355776522438,0.2978644223477562,0.9206168144166895,0.8039789527078848,0.6505997192803369,0.621900826446281,0.7674757281553398,0.0785058222955364,0.9214941777044636,0.3494002807196631,8907,181,0.979678904232626,7776,181,0.9767232510288066,615499,1450874,31348,204902
