method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6836051344755893,0.25812622807340385,0.9089863032292651,7,
BN-Adapt,0.6836051344755893,0.25812622807340385,0.9089863032292651,7,9.2
Tent,0.6842957198278232,0.255867964142588,0.9106389210194925,7,9.5
EATA,0.6836392297810829,0.2578980144409832,0.9089687881086652,7,8.9
CoTTA,0.6838217533641914,0.2569734370980602,0.9094962890281835,7,12.2
SAR,0.6832841260831565,0.2548185494778872,0.9081619034924021,7,10.9
NOTE,0.6835211627537211,0.25769564933895966,0.9090149628711222,7,73.5
