method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,890,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving+replay+kd,confidence>=0.9,0,0.9,786000,5543,0.9446,890,0.764303079814605,0.6354916795300051,0.005013540218107297,0.02272303839517086,27326,0.9455095302832728,0.904927780561313,144172,12,9
self_evolving+replay+kd,confidence>=0.95,0,0.95,688791,3052,0.9665,890,0.7640143920666793,0.6353215691692675,0.005452682426992607,0.024765321794634337,27326,0.9467372305302001,0.9043564871563843,144172,12,9
self_evolving+replay+kd,confidence>=0.99,0,0.99,490720,526,0.9902,890,0.759294876397056,0.6289083282569924,0.006623728317353437,0.028058555837664406,27326,0.9443858724301529,0.9024249843484128,144172,12,8
self_evolving+replay+kd,confidence>=0.997,0,0.997,373668,123,0.9939,890,0.7539224125227002,0.625601688387201,0.006916489789943643,0.02828568637668374,27326,0.9430749382681797,0.9013013590869574,144172,12,8
