method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.7262,0.0006,0.3964,0.0056,0.9012,0.0048,3.0000,0.0000,0.7263,0.0006,0.3966,0.0055,0.9014,0.0048,3.0000,0.0000
active_head_ft,margin,200,1,0.7019,0.0000,0.3311,0.0000,0.9020,0.0000,4.0000,0.0000,0.7019,0.0000,0.3311,0.0000,0.9020,0.0000,4.0000,0.0000
active_head_ft,margin,500,1,0.7117,0.0000,0.3632,0.0000,0.8952,0.0000,4.0000,0.0000,0.7118,0.0000,0.3633,0.0000,0.8953,0.0000,4.0000,0.0000
static,,0,3,0.6836,0.0000,0.2581,0.0000,0.9090,0.0000,7.0000,0.0000,0.6836,0.0000,0.2581,0.0000,0.9090,0.0000,7.0000,0.0000
