method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_samples,selected_collapse_labels,selected_absorber_preds,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support,collapsed_count,severe_collapsed_count,head_train_samples,selected_mean_proto_distance
active_head_ft,absorber_margin,200,all,5,2,890,8,200,0.7884093946148372,0.6977089813605243,0.5844427698233274,0.5479567477027504,23886,0.9333223936112023,0.8061570468999661,146256,1,1,1290,0.19418220221996307
active_head_ft,random,500,all,5,2,890,8,59,0.8373386749802637,0.7225663192622657,0.69547014987859,0.5747266358774247,23886,0.9392913794989607,0.810052799654214,146256,1,1,1890,0.16128243505954742
active_head_ft,random,1000,all,5,2,890,18,116,0.8442426955569525,0.737642922076366,0.7052666834128778,0.5990124082715734,23886,0.9311207745323269,0.8188082149906319,146256,1,0,2890,0.1562509685754776
