strategy,budget,class_id,support,recall,f1
random,200,56,8114,0.5711116588612275,0.6654221711659966
random,200,163,1276,0.17633228840125392,0.08428544671286758
random,200,174,1067,0.0,0.0
random,200,48,4498,0.09604268563806136,0.1747926360509812
random,200,38,102,0.5392156862745098,0.43478260869565216
random,200,69,605,0.9371900826446281,0.6116504854368932
random,200,104,1719,0.5584642233856894,0.3933620159803319
random,200,47,384,0.9453125,0.9654255319148937
random,200,66,2587,0.8024739080015462,0.5689229926007126
random,200,10,1346,0.8855869242199108,0.7082590612002376
random,200,109,1236,0.9660194174757282,0.8734455010972934
random,200,26,952,0.5871848739495799,0.5786749482401656
random,500,56,8114,0.6149864431846191,0.6722802290333446
random,500,163,1276,0.14420062695924765,0.09774236387782205
random,500,174,1067,0.0,0.0
random,500,48,4498,0.9708759448643842,0.8788488629502919
random,500,38,102,0.5392156862745098,0.40145985401459855
random,500,69,605,0.9371900826446281,0.6223929747530187
random,500,104,1719,0.6765561372891216,0.4734378180337879
random,500,47,384,0.9479166666666666,0.926208651399491
random,500,66,2587,0.7835330498647082,0.6383246732797985
random,500,10,1346,0.8714710252600297,0.7526467757459095
random,500,109,1236,0.9741100323624595,0.8232478632478633
random,500,26,952,0.5441176470588235,0.6101295641931684
random,1000,56,8114,0.6623120532413113,0.7048793284365162
random,1000,163,1276,0.13244514106583072,0.11006186909801367
random,1000,174,1067,0.016869728209934397,0.0187012987012987
random,1000,48,4498,0.9713205869275233,0.9310602024507192
random,1000,38,102,0.5098039215686274,0.4425531914893617
random,1000,69,605,0.8512396694214877,0.723314606741573
random,1000,104,1719,0.6660849331006399,0.5241474021515221
random,1000,47,384,0.9479166666666666,0.9479166666666666
random,1000,66,2587,0.7881716273676073,0.6676489849377865
random,1000,10,1346,0.8722139673105498,0.7178232956282482
random,1000,109,1236,0.9700647249190939,0.8530771967271433
random,1000,26,952,0.4495798319327731,0.546964856230032
margin,200,56,8114,0.6566428395366034,0.7135873568606442
margin,200,163,1276,0.15752351097178682,0.09372814175798555
margin,200,174,1067,0.02999062792877226,0.007906114885731933
margin,200,48,4498,0.09582036460649178,0.1746353322528363
margin,200,38,102,0.5392156862745098,0.31976744186046513
margin,200,69,605,0.9404958677685951,0.6476949345475241
margin,200,104,1719,0.4816753926701571,0.43567482241515393
margin,200,47,384,0.9453125,0.9628647214854111
margin,200,66,2587,0.6687282566679552,0.7262804366078925
margin,200,10,1346,0.8818722139673105,0.6761606379948732
margin,200,109,1236,0.9700647249190939,0.897119341563786
margin,200,26,952,0.5567226890756303,0.6213364595545134
margin,500,56,8114,0.7430367266453044,0.7360517641313636
margin,500,163,1276,0.1841692789968652,0.14784523435042465
margin,500,174,1067,0.06935332708528585,0.01981788966256026
margin,500,48,4498,0.43485993775011117,0.5869467366841711
margin,500,38,102,0.49019607843137253,0.4366812227074236
margin,500,69,605,0.9355371900826446,0.7774725274725275
margin,500,104,1719,0.6550319953461314,0.568256371435781
margin,500,47,384,0.96875,0.4361078546307151
margin,500,66,2587,0.7120216466950136,0.6958821307140158
margin,500,10,1346,0.8855869242199108,0.6527929901423878
margin,500,109,1236,0.9716828478964401,0.901313320825516
margin,500,26,952,0.3939075630252101,0.5357142857142857
margin,1000,56,8114,0.7466107961547942,0.772063977569617
margin,1000,163,1276,0.14106583072100312,0.13468013468013468
margin,1000,174,1067,0.22399250234301782,0.08824072364777552
margin,1000,48,4498,0.4522009782125389,0.6086175942549371
margin,1000,38,102,0.8235294117647058,0.21158690176322417
margin,1000,69,605,0.7785123966942149,0.793597304128054
margin,1000,104,1719,0.6114019778941245,0.6050662061024755
margin,1000,47,384,0.96875,0.4433849821215733
margin,1000,66,2587,0.7046772323154232,0.6979326186830015
margin,1000,10,1346,0.8239227340267459,0.7298453438631128
margin,1000,109,1236,0.9749190938511327,0.9160015203344736
margin,1000,26,952,0.3939075630252101,0.5399568034557235
absorber_random,200,56,8114,0.5978555582943061,0.687061822817081
absorber_random,200,163,1276,0.3221003134796238,0.12026335040234089
absorber_random,200,174,1067,0.0037488284910965324,0.00392349190779794
absorber_random,200,48,4498,0.09604268563806136,0.1747926360509812
absorber_random,200,38,102,0.5196078431372549,0.36551724137931035
absorber_random,200,69,605,0.943801652892562,0.6412128017967434
absorber_random,200,104,1719,0.5794066317626527,0.4270096463022508
absorber_random,200,47,384,0.9453125,0.9552631578947368
absorber_random,200,66,2587,0.6679551604174719,0.7291139240506329
absorber_random,200,10,1346,0.8662704309063893,0.7464788732394366
absorber_random,200,109,1236,0.9724919093851133,0.8834987137081955
absorber_random,200,26,952,0.6113445378151261,0.6224598930481283
absorber_random,500,56,8114,0.6112891298989401,0.6836664369400414
absorber_random,500,163,1276,0.30329153605015674,0.14330679503795593
absorber_random,500,174,1067,0.13683223992502344,0.07199211045364892
absorber_random,500,48,4498,0.09604268563806136,0.1747926360509812
absorber_random,500,38,102,0.5098039215686274,0.416
absorber_random,500,69,605,0.8991735537190083,0.784992784992785
absorber_random,500,104,1719,0.5607911576497964,0.5053735255570118
absorber_random,500,47,384,0.9453125,0.9416342412451362
absorber_random,500,66,2587,0.6606107460378817,0.7320625401584921
absorber_random,500,10,1346,0.8610698365527489,0.7729243081027009
absorber_random,500,109,1236,0.9684466019417476,0.9020346646571213
absorber_random,500,26,952,0.4957983193277311,0.5856079404466501
absorber_random,1000,56,8114,0.7923342371210254,0.7145715238412804
absorber_random,1000,163,1276,0.31974921630094044,0.15863141524105753
absorber_random,1000,174,1067,0.12558575445173384,0.12407407407407407
absorber_random,1000,48,4498,0.09604268563806136,0.17475728155339806
absorber_random,1000,38,102,0.49019607843137253,0.4
absorber_random,1000,69,605,0.8363636363636363,0.7784615384615384
absorber_random,1000,104,1719,0.5113438045375218,0.5179728933411903
absorber_random,1000,47,384,0.9453125,0.9331619537275064
absorber_random,1000,66,2587,0.6269810591418632,0.7137513751375137
absorber_random,1000,10,1346,0.8573551263001485,0.7773661165375547
absorber_random,1000,109,1236,0.9660194174757282,0.9038607115821348
absorber_random,1000,26,952,0.4107142857142857,0.5206391478029294
absorber_margin,200,56,8114,0.6348286911510969,0.662508038585209
absorber_margin,200,163,1276,0.1786833855799373,0.06389239176124423
absorber_margin,200,174,1067,0.008434864104967198,0.004807692307692308
absorber_margin,200,48,4498,0.4573143619386394,0.5867921837113108
absorber_margin,200,38,102,0.9019607843137255,0.19186652763295098
absorber_margin,200,69,605,0.9371900826446281,0.7570093457943925
absorber_margin,200,104,1719,0.5474112856311809,0.4204647006255585
absorber_margin,200,47,384,0.9453125,0.9565217391304348
absorber_margin,200,66,2587,0.6675686122922304,0.7313148422612746
absorber_margin,200,10,1346,0.8662704309063893,0.7162162162162162
absorber_margin,200,109,1236,0.9692556634304207,0.89906191369606
absorber_margin,200,26,952,0.4842436974789916,0.5850253807106599
absorber_margin,500,56,8114,0.6766083312792704,0.705655526992288
absorber_margin,500,163,1276,0.29780564263322884,0.14691668277595205
absorber_margin,500,174,1067,0.1387066541705717,0.07660455486542443
absorber_margin,500,48,4498,0.4997776789684304,0.5558852621167161
absorber_margin,500,38,102,0.8235294117647058,0.2273342354533153
absorber_margin,500,69,605,0.9090909090909091,0.7840342124019958
absorber_margin,500,104,1719,0.45898778359511344,0.44425675675675674
absorber_margin,500,47,384,0.9453125,0.9515072083879423
absorber_margin,500,66,2587,0.630073444143796,0.7215582115980522
absorber_margin,500,10,1346,0.8684992570579495,0.7119366626065774
absorber_margin,500,109,1236,0.9676375404530745,0.9009416195856874
absorber_margin,500,26,952,0.3760504201680672,0.47480106100795755
absorber_margin,1000,56,8114,0.6854818831649002,0.7269162909233484
absorber_margin,1000,163,1276,0.19122257053291536,0.12940864492177143
absorber_margin,1000,174,1067,0.1415182755388941,0.11070381231671554
absorber_margin,1000,48,4498,0.5040017785682526,0.5327849588719153
absorber_margin,1000,38,102,0.7745098039215687,0.2964352720450281
absorber_margin,1000,69,605,0.9355371900826446,0.774281805745554
absorber_margin,1000,104,1719,0.2699243746364165,0.32289491997216424
absorber_margin,1000,47,384,0.9453125,0.9428571428571428
absorber_margin,1000,66,2587,0.657518361035949,0.7241379310344828
absorber_margin,1000,10,1346,0.8588410104011887,0.761026991441738
absorber_margin,1000,109,1236,0.9660194174757282,0.8980819857089132
absorber_margin,1000,26,952,0.32142857142857145,0.41660993873383256
