method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,all,5,2,0.5,2.0,890,0,0,0.7561906263077652,0.6485842741748165,0.06176943699731904,0.14488781837299328,37300,0.9438844225032291,0.8876253459469835,217551,9,6,0.7561906263077652,0.6485842741748165,0.06176943699731904,0.14488781837299328,37300,0.9438844225032291,0.8876253459469835,217551,9,6,,
active_head_ft,margin,1000,all,5,2,0.5,2.0,890,40,142,0.8070213378139853,0.7067164051583572,0.38303811057434245,0.39896628659431094,37260,0.9388018738248369,0.8736350987992172,217523,2,2,0.8070614250976619,0.7068891397585003,0.383485254691689,0.3993913193549889,37300,0.9388051537340669,0.8737374144356759,217551,2,2,2890,0.1846466362476349
