rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples,period,input_dir
prototype_distance,ref_p90,0.2449350357055664,0.8990801340862393,0.10091986591376073,0.8494876206037043,0.7562194432624988,0.03394299585652702,0.024737748551745733,0.07121724429416737,0.0221597746417241,0.9778402253582759,0.966057004143473,6059,5976,0.013698630136986356,4909,4878,0.006314931757995468,150590,1341584,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_distance,ref_p90,0.2449350357055664,0.9875342955982345,0.012465704401765478,0.832845742966246,0.7411598232237683,0.0034738207843301385,0.0009915975157872763,0.013524936601859678,0.001087134886773876,0.9989128651132261,0.9965261792156699,6059,5976,0.013698630136986356,4909,4878,0.006314931757995468,18601,1473573,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_proto_disagree,ref_p90,0.2449350357055664,0.9893209505057721,0.010679049494227886,0.8328603972662963,0.7411697262346876,0.0033901142594065206,0.0009915975157872763,0.013102282333051564,0.0010187616234547643,0.9989812383765453,0.9966098857405935,6059,5978,0.013368542663805938,4909,4879,0.006111224281931116,15935,1476239,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
prototype_distance,ref_p95,0.2717369496822357,0.9498074621324323,0.05019253786756772,0.8416083506552702,0.7487121303698453,0.014523082074247688,0.009080945670894004,0.036559594251901945,0.01116535390001094,0.9888346460999891,0.9854769179257523,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,74896,1417278,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_distance,ref_p95,0.2717369496822357,0.9944959502041987,0.005504049795801294,0.8322462652320378,0.7406045934510057,0.0015067174486251204,0.0005740827722978968,0.005283178360101437,0.000567498085548627,0.9994325019144513,0.9984932825513749,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,8213,1483961,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_proto_disagree,ref_p95,0.2717369496822357,0.995109819632295,0.004890180367705107,0.8322312218453111,0.7405873043284855,0.0015067174486251204,0.0005740827722978968,0.005283178360101437,0.0005606607592167159,0.9994393392407833,0.9984932825513749,6059,6023,0.0059415745172470835,4909,4892,0.0034630270930943174,7297,1484877,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
prototype_distance,ref_p97,0.2888748198747636,0.9716172510712557,0.028382748928744234,0.8375345387226846,0.7451043755298123,0.006738375256351232,0.004331715463702312,0.016483516483516484,0.008286839514276337,0.9917131604857237,0.9932616247436488,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,42352,1449822,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_distance,ref_p97,0.2888748198747636,0.9973830129730179,0.002616987026982108,0.831785786037336,0.7403746296430372,0.0003348260996944712,0.0003131360576170346,0.00042265426880811494,0.000444426211574226,0.9995555737884257,0.9996651739003055,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,3905,1488269,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_proto_disagree,ref_p97,0.2888748198747636,0.9975485432664019,0.0024514567335980923,0.8317512206788507,0.7403515450175472,0.0003348260996944712,0.0003131360576170346,0.00042265426880811494,0.000444426211574226,0.9995555737884257,0.9996651739003055,6059,6051,0.0013203498927215618,4909,4907,0.00040741495212870404,3658,1488516,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
prototype_distance,ref_p99,0.3192392587661743,0.9904689399493625,0.009531060050637526,0.8332110921058329,0.7420310284117987,0.002427489222784916,0.0016178696310213455,0.005705832628909552,0.0011828574554206322,0.9988171425445793,0.9975725107772151,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,14222,1477952,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_distance,ref_p99,0.3192392587661743,0.9995603729859922,0.00043962701400774976,0.8312973762301226,0.7402696350317546,4.18532624618089e-05,5.218934293617243e-05,0.0,2.7349305327644676e-05,0.9999726506946723,0.9999581467375382,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,656,1491518,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
absorber_proto_disagree,ref_p99,0.3192392587661743,0.9995737762486144,0.00042622375138556226,0.8312882407286974,0.7402613029350165,4.18532624618089e-05,5.218934293617243e-05,0.0,2.7349305327644676e-05,0.9999726506946723,0.9999581467375382,6059,6058,0.0001650437365902091,4909,4908,0.00020370747606435202,636,1491538,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p70,0.18611037731170654,0.901982610607074,0.09801738939292602,0.8479636529795715,0.7479067397819344,0.27945423345749804,0.2997233964824383,0.19737954353338968,0.008991084126463187,0.9910089158735368,0.720545766542502,6059,134,0.9778841392969136,4909,120,0.9755551028722754,146259,1345915,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p80,0.2109503149986267,0.9055934495574913,0.09440655044250872,0.8483064124034358,0.7496344142364524,0.2782404888461055,0.2994102604248213,0.19251901944209637,0.008991084126463187,0.9910089158735368,0.7217595111538945,6059,163,0.973097870935798,4909,138,0.9718883683031168,140871,1351303,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p85,0.22680793702602386,0.9069364564722344,0.09306354352776552,0.8483936017474232,0.7503068239097723,0.27635709203532416,0.29732268670737433,0.19146238377007607,0.008970572147467454,0.9910294278525326,0.7236429079646759,6059,208,0.9656709027892392,4909,182,0.9629252393562844,138867,1353307,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p90,0.2449350357055664,0.9079926335668629,0.09200736643313716,0.8483507432007044,0.7504995069092932,0.2751852006863935,0.2959135744480977,0.19125105663567202,0.008929548189475988,0.991070451810524,0.7248147993136065,6059,236,0.9610496781647136,4909,210,0.957221430026482,137291,1354883,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p95,0.2717369496822357,0.9091560367624687,0.09084396323753129,0.8483715766917609,0.7507125458818742,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008868012252488787,0.9911319877475112,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,135555,1356619,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p97,0.2888748198747636,0.9096016952446565,0.09039830475534355,0.8483876624199505,0.7507575554793785,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008861174926156876,0.9911388250738431,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,134890,1357284,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p1_margin_p1_dist_p99,0.3192392587661743,0.9097491311335005,0.09025086886649948,0.8483606678138702,0.7507524272509079,0.2751014941614699,0.2959135744480977,0.1908284023668639,0.008861174926156876,0.9911388250738431,0.7248985058385301,6059,238,0.9607195906915332,4909,211,0.9570177225504176,134670,1357504,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
