rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples,period,input_dir
hybrid,conf_p2_margin_p2_dist_p70,0.18611037731170654,0.8851434216116887,0.11485657838831129,0.8587971725969649,0.758254186172164,0.30452433767212156,0.3207035123427796,0.23901098901098902,0.013544743463516027,0.986455256536484,0.6954756623278785,6059,130,0.9785443142432745,4909,117,0.9761662253004685,171386,1320788,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p80,0.2109503149986267,0.8887308048525172,0.1112691951474828,0.859119052951383,0.7599684919497877,0.3035617126354999,0.3203903762851626,0.23541842772612004,0.013544743463516027,0.986455256536484,0.6964382873645001,6059,153,0.9747483083016999,4909,134,0.9727031982073742,166033,1326141,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p85,0.22680793702602386,0.8900610786677693,0.1099389213322307,0.8591986001328187,0.7606180675348019,0.30167831582471855,0.31830280256771565,0.23436179205409974,0.013524231484520293,0.9864757685154797,0.6983216841752815,6059,198,0.9673213401551412,4909,178,0.9637400692605419,164048,1328126,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p90,0.2449350357055664,0.8911085436416932,0.10889145635830674,0.8591467628896682,0.7607679163126081,0.3005064244757879,0.316893690308439,0.23415046491969568,0.013483207526528826,0.9865167924734711,0.6994935755242121,6059,226,0.9627001155306156,4909,206,0.9580362599307395,162485,1329689,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p95,0.2717369496822357,0.8922645750428569,0.10773542495714307,0.859161012277173,0.7609718818917617,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,160760,1331414,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p97,0.2888748198747636,0.8927055423831269,0.1072944576168731,0.859174278867809,0.7610118772789354,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,160102,1332072,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p2_margin_p2_dist_p99,0.3192392587661743,0.8928496274563155,0.10715037254368458,0.8591482165629478,0.76101430127288,0.3004227179508643,0.316893690308439,0.23372781065088757,0.013435346242205447,0.9865646537577946,0.6995772820491357,6059,228,0.9623700280574352,4909,207,0.9578325524546751,159887,1332287,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p70,0.18611037731170654,0.844516122114445,0.1554838778855549,0.8836223827832069,0.7823048035462626,0.3737914870464153,0.37910338708835656,0.3522823330515638,0.027137348211355432,0.9728626517886446,0.6262085129535847,6059,91,0.9849810199702921,4909,83,0.9830922794866571,232009,1260165,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p80,0.2109503149986267,0.8480284470845894,0.15197155291541067,0.8838981322990408,0.7839009414799044,0.37291256853471727,0.37879025103073954,0.34911242603550297,0.027137348211355432,0.9728626517886446,0.6270874314652827,6059,112,0.981515101501898,4909,98,0.9800366673456916,226768,1265406,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p85,0.22680793702602386,0.8493305740483349,0.15066942595166516,0.8839601404190953,0.7844948745088733,0.3710291717239359,0.3767026773132926,0.34805579036348266,0.0271168362323597,0.9728831637676403,0.6289708282760641,6059,157,0.9740881333553392,4909,142,0.9710735383988592,224825,1267349,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p90,0.2449350357055664,0.8503532429864078,0.14964675701359226,0.8838900600926017,0.7845236468062786,0.3698572803750052,0.37529356505401595,0.34784446322907864,0.027082649600700143,0.9729173503992998,0.6301427196249948,6059,185,0.9694669087308136,4909,170,0.9653697290690568,223299,1268875,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p95,0.2717369496822357,0.8514824678623271,0.14851753213767296,0.8838874197204383,0.7846924554378047,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,221614,1270560,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p97,0.2888748198747636,0.8519140529187614,0.1480859470812385,0.8838943238064072,0.7847137005727525,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,220970,1271204,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p5_margin_p5_dist_p99,0.3192392587661743,0.8520480855449833,0.14795191445501665,0.8838693287106223,0.7847127826963494,0.36981542711254345,0.37529356505401595,0.34763313609467456,0.027055300295372498,0.9729446997046275,0.6301845728874566,6059,186,0.9693018649942234,4909,171,0.9651660215929925,220770,1271404,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p70,0.18611037731170654,0.7835621046875231,0.21643789531247695,0.9181858535371289,0.8168851717406987,0.4702632570208848,0.4691821929961902,0.4746407438715131,0.05181325894322284,0.9481867410567771,0.5297367429791152,6059,53,0.9912526819607196,4909,49,0.9900183336728458,322963,1169211,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p80,0.2109503149986267,0.7869430776839699,0.21305692231603016,0.9184070594487063,0.81842544325188,0.46967731134641943,0.46892124628150933,0.4727387996618766,0.05181325894322284,0.9481867410567771,0.5303226886535806,6059,67,0.9889420696484569,4909,61,0.9875738439600733,317918,1174256,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p85,0.22680793702602386,0.7882090158386355,0.21179098416136455,0.9184309757725451,0.8189135917929622,0.4678357677980999,0.46683367256406244,0.4718934911242604,0.05179274696422711,0.9482072530357729,0.5321642322019001,6059,111,0.9816801452384882,4909,105,0.978610715013241,316029,1176145,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p90,0.2449350357055664,0.7891593071585485,0.21084069284145146,0.9183712463791747,0.8189259133056364,0.46670572971163105,0.46547674964772195,0.4716821639898563,0.05175856033256755,0.9482414396674325,0.533294270288369,6059,138,0.9772239643505529,4909,132,0.973110613159503,314611,1177563,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p95,0.2717369496822357,0.790240950452159,0.20975904954784094,0.9183489840795741,0.8190337906063128,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312997,1179177,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p97,0.2888748198747636,0.7906537709409225,0.20934622905907757,0.9183509310531593,0.8190613660439918,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312381,1179793,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p10_margin_p10_dist_p99,0.3192392587661743,0.7907790914464399,0.2092209085535601,0.9183257343344803,0.8190609575543739,0.46666387644916923,0.46547674964772195,0.4714708368554522,0.05175172300623564,0.9482482769937643,0.5333361235508308,6059,139,0.9770589206139627,4909,133,0.9729069056834386,312194,1179980,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p70,0.18611037731170654,0.7254415369789314,0.27455846302106857,0.9458551388702846,0.846298593736408,0.5410371238438036,0.5346798183810866,0.5667793744716821,0.07646182036976261,0.9235381796302374,0.45896287615619635,6059,14,0.9976893876877373,4909,11,0.9977592177632919,409689,1082485,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p80,0.2109503149986267,0.7286549691926009,0.27134503080739913,0.9460157457140755,0.8476389869249509,0.5407022977441092,0.5346798183810866,0.5650887573964497,0.07646182036976261,0.9235381796302374,0.45929770225589084,6059,22,0.9963690377950157,4909,18,0.9963332654308413,404894,1087280,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p85,0.22680793702602386,0.7298646136442533,0.27013538635574674,0.9460198239806811,0.8480499185842727,0.5388607541957896,0.5325922446636396,0.5642434488588335,0.07646182036976261,0.9235381796302374,0.46113924580421045,6059,66,0.9891071133850471,4909,62,0.987370136484009,403089,1089085,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p90,0.2449350357055664,0.7307177313101555,0.2692822686898445,0.9459746248479857,0.8481399037861115,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,401816,1090358,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p95,0.2717369496822357,0.7317571543265061,0.2682428456734938,0.9459405499908875,0.8482174317419934,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,400265,1091909,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p97,0.2888748198747636,0.7321565715526474,0.26784342844735265,0.945937089532771,0.8482369824752131,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,399669,1092505,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p15_margin_p15_dist_p99,0.3192392587661743,0.7322731799374603,0.2677268200625396,0.9459127520525241,0.8482211107806008,0.5377307161093208,0.5312353217472991,0.5640321217244294,0.07642763373810305,0.923572366261897,0.4622692838906793,6059,93,0.9846509324971118,4909,89,0.9818700346302709,399495,1092679,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p70,0.18611037731170654,0.6702663362315655,0.3297336637684345,0.9654963135677106,0.8675941706338596,0.6306868120369983,0.6236104587443244,0.6593406593406593,0.10469314079422383,0.8953068592057761,0.3693131879630017,6059,13,0.9978544314243274,4909,10,0.9979629252393563,492020,1000154,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p80,0.2109503149986267,0.6733061961942776,0.3266938038057224,0.9656023250953031,0.868726966129334,0.6303938391997657,0.6236104587443244,0.657861369399831,0.10469314079422383,0.8953068592057761,0.3696061608002344,6059,20,0.996699125268196,4909,17,0.9965369729069057,487484,1004690,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p85,0.22680793702602386,0.6744622275954413,0.3255377724045587,0.9655887481804226,0.8690545553108597,0.628552295651446,0.6215228850268775,0.6570160608622148,0.10469314079422383,0.8953068592057761,0.37144770434855395,6059,64,0.9894372008582274,4909,61,0.9875738439600733,485759,1006415,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p90,0.2449350357055664,0.6752416273169215,0.3247583726830785,0.9655431142799863,0.8691269287292753,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,484596,1007578,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p95,0.2717369496822357,0.6762354792403567,0.3237645207596433,0.9654986170310814,0.8691952161650701,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,483113,1009061,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p97,0.2888748198747636,0.6766275246720557,0.32337247532794433,0.9654869132349359,0.8692059777305526,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,482528,1009646,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p20_margin_p20_dist_p99,0.3192392587661743,0.6767367612624265,0.3232632387375735,0.9654647562063717,0.8691913463622846,0.6275059640899008,0.6202181514534733,0.6570160608622148,0.1046726288152281,0.8953273711847719,0.3724940359100992,6059,89,0.9853111074434725,4909,86,0.9824811570584641,482365,1009809,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p70,0.18611037731170654,0.5692513071531873,0.4307486928468128,0.9858621509685409,0.8920792558720237,0.7686770183735823,0.7728197901988414,0.7519019442096365,0.17713461328082267,0.8228653867191773,0.2313229816264178,6059,9,0.9985146063706882,4909,7,0.9985740476675494,642752,849422,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p80,0.2109503149986267,0.5719761904442779,0.42802380955572206,0.9859095851376938,0.8939898393036546,0.768509605323735,0.7728197901988414,0.7510566356720203,0.17713461328082267,0.8228653867191773,0.231490394676265,6059,13,0.9978544314243274,4909,11,0.9977592177632919,638686,853488,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p85,0.22680793702602386,0.5729901472616464,0.42700985273835357,0.9858970925180205,0.8940498475482083,0.7676306868120369,0.7717238139971818,0.7510566356720203,0.17713461328082267,0.8228653867191773,0.232369313187963,6059,34,0.9943885129559333,4909,32,0.9934813607659401,637173,855001,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p90,0.2449350357055664,0.5736562894139692,0.4263437105860309,0.9858655716446942,0.8940527840228099,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,636179,855995,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p95,0.2717369496822357,0.5745248208318869,0.4254751791681131,0.9858041201878942,0.8940517067751418,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634883,857291,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p97,0.2888748198747636,0.5748833581070304,0.4251166418929696,0.9857849960248348,0.8940575262345093,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634348,857826,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
hybrid,conf_p30_margin_p30_dist_p99,0.3192392587661743,0.5749671284984191,0.4250328715015809,0.9857859015258447,0.8940588034106683,0.7671284476624953,0.7710975418819477,0.7510566356720203,0.17712093862815884,0.8228790613718412,0.2328715523375047,6059,46,0.9924079881168509,4909,44,0.9910368710531676,634223,857951,23893,146256,M-2022-7,outputs/reject_option_ablation_tls22_M-2022-7
confidence,ref_p1,0.2809898525476456,0.9875593612576239,0.012440638742376135,0.7952212659984534,0.6940579147031469,0.029475564629322444,0.023442466624284806,0.0540453074433657,0.0038847839454958957,0.9961152160545041,0.9705244353706776,8907,8763,0.016167059616032375,7776,7700,0.009773662551440299,25707,2040666,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p1,0.027834437787532806,0.9834216765317781,0.016578323468221856,0.7958310450781353,0.6912390758331572,0.031612862064565525,0.027852828989192627,0.04692556634304207,0.0041190422738675075,0.9958809577261325,0.9683871379354345,8907,8709,0.022229706972044405,7776,7621,0.019933127572016485,34257,2032116,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p2,0.33859628438949585,0.97313844112365,0.02686155887635001,0.803654841419149,0.7033275638222396,0.06667091999489601,0.05371900826446281,0.11941747572815534,0.0077402855999453395,0.9922597144000547,0.933329080005104,8907,8516,0.04389805770742117,7776,7525,0.03227880658436211,55506,2010867,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p2,0.05898398160934448,0.9659645185065814,0.03403548149341866,0.804994681978294,0.6997668693184663,0.062460125047849945,0.05379847425301971,0.09773462783171522,0.009189759006744687,0.9908102409932553,0.9375398749521501,8907,8496,0.046143482654092294,7776,7447,0.04230967078189296,70330,1996043,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p5,0.4638032093644142,0.9222594371877681,0.07774056281223186,0.8315167085403404,0.7300563015422016,0.17988388413933903,0.14935632549268912,0.3042071197411003,0.020624493660383988,0.979375506339616,0.820116115860661,8907,7445,0.16414056360166163,7776,6606,0.1504629629629629,160641,1905732,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p5,0.16388946026563644,0.9150196987668732,0.08498030123312683,0.8312556987304657,0.7224398836386001,0.16469950236059716,0.1469723458359822,0.23689320388349513,0.022684014797317742,0.9773159852026823,0.8353004976394028,8907,7794,0.1249578982822499,7776,6878,0.11548353909465026,175601,1890772,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p10,0.6118766665458679,0.8328264064619505,0.16717359353804953,0.8752337398964514,0.7675226639883936,0.3492088809493429,0.3084869675778767,0.5150485436893204,0.046661330782520424,0.9533386692174796,0.6507911190506571,8907,6091,0.31615583249129897,7776,5433,0.3013117283950617,345443,1720930,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p10,0.37893953919410706,0.8299895517411425,0.17001044825885742,0.8732516728199698,0.7615546389937282,0.34337118795457444,0.31091068022886204,0.4755663430420712,0.04865252657367913,0.9513474734263209,0.6566288120454256,8907,6484,0.2720332322892107,7776,5770,0.25797325102880664,351305,1715068,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p15,0.7473128139972687,0.7502072471910928,0.2497927528089072,0.912818150854595,0.8038334501636626,0.558313130024244,0.5354020979020979,0.6516181229773462,0.07202955559242954,0.9279704444075705,0.441686869975756,8907,2685,0.6985517009093971,7776,2470,0.6823559670781894,516165,1550208,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p15,0.5944498777389526,0.749019175144081,0.25098082485591905,0.9110549293071957,0.7996716490971455,0.5385670537195355,0.5131516211061665,0.6420711974110033,0.07563127739114309,0.9243687226088569,0.46143294628046444,8907,3280,0.6317503087459302,7776,2752,0.6460905349794239,518620,1547753,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p20,0.8532389998435974,0.6751365798914329,0.32486342010856706,0.9429991312351085,0.834149505119234,0.6827867806558632,0.6635410044500953,0.7611650485436893,0.102736918136475,0.897263081863525,0.31721321934413677,8907,1262,0.85831368586505,7776,1195,0.8463220164609053,671289,1395084,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p20,0.757996141910553,0.6753703227829632,0.3246296772170368,0.9399369575233579,0.8288929961873438,0.6815107821870614,0.6649713922441195,0.7488673139158576,0.10407414276092962,0.8959258572390704,0.31848921781293865,8907,1308,0.8531492084877064,7776,1224,0.8425925925925926,670806,1395567,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
confidence,ref_p30,0.9530844390392303,0.5470430556341958,0.45295694436580425,0.9768373002357583,0.8728472677359322,0.8273255072093914,0.812142403051494,0.88915857605178,0.16920283843007877,0.8307971615699212,0.17267449279060865,8907,212,0.9761984955652857,7776,191,0.9754372427983539,935978,1130395,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
margin,ref_p30,0.9215571582317352,0.5494100048732731,0.45058999512672687,0.9750864539860441,0.869568637836912,0.808345029985964,0.7902097902097902,0.8822006472491909,0.17263862724619575,0.8273613727538043,0.19165497001403597,8907,230,0.9741776131132817,7776,208,0.9732510288065843,931087,1135286,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p70,0.18611037731170654,0.6571964500116871,0.34280354998831286,0.8416620459450683,0.7271932721552615,0.2529985964016843,0.2294183089637635,0.3490291262135922,0.10267347317254102,0.897326526827459,0.7470014035983157,8907,6454,0.27540136970921747,7776,5561,0.28485082304526754,708360,1358013,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_distance,ref_p70,0.18611037731170654,0.9592280774090641,0.040771922590935906,0.794713547040219,0.6874014888732042,0.07825060609927269,0.06993006993006994,0.11213592233009709,0.0020790426642980546,0.997920957335702,0.9217493939007273,8907,6454,0.27540136970921747,7776,5561,0.28485082304526754,84250,1982123,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_proto_disagree,ref_p70,0.18611037731170654,0.9668167363781853,0.033183263621814646,0.7952316643674755,0.6882712876253417,0.06963761643486027,0.06253973299427845,0.09854368932038834,0.0018155020448799913,0.99818449795512,0.9303623835651397,8907,6724,0.24508813292915688,7776,5810,0.2528292181069959,68569,1997804,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p80,0.2109503149986267,0.7888691925417144,0.2111308074582856,0.8252031472954386,0.7125561555985721,0.1342988388413934,0.12202002542911634,0.1843042071197411,0.05380620979785458,0.9461937902021454,0.8657011611586066,8907,7716,0.13371505557426744,7776,6712,0.13683127572016462,436275,1630098,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_distance,ref_p80,0.2109503149986267,0.9719392384627558,0.028060761537244242,0.7937277091240791,0.6873966752103767,0.03799285440857471,0.032223458359821995,0.061488673139158574,0.0014592341704814985,0.9985407658295185,0.9620071455914253,8907,7716,0.13371505557426744,7776,6712,0.13683127572016462,57984,2008389,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_proto_disagree,ref_p80,0.2109503149986267,0.9762859851536968,0.02371401484630316,0.7938911583442014,0.687464542186681,0.03231466122240653,0.026184043229497776,0.05728155339805825,0.0012640188968384887,0.9987359811031615,0.9676853387775934,8907,7894,0.11373077354889416,7776,6883,0.11484053497942381,49002,2017371,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p85,0.22680793702602386,0.8489067559438688,0.1510932440561312,0.818764330237071,0.7065063271541367,0.08115350261579686,0.07529402415766052,0.10501618122977346,0.034196835560414245,0.9658031644395858,0.9188464973842031,8907,8263,0.07230268328281131,7776,7209,0.07291666666666663,312215,1754158,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_distance,ref_p85,0.22680793702602386,0.9792336620735946,0.020766337926405348,0.7933714594096652,0.6869037075046472,0.02054357534770958,0.017323585505403687,0.03365695792880259,0.001073684005036554,0.9989263159949634,0.9794564246522904,8907,8263,0.07230268328281131,7776,7209,0.07291666666666663,42911,2023462,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_proto_disagree,ref_p85,0.22680793702602386,0.981883716057072,0.01811628394292802,0.7933726905405685,0.6868043264210548,0.018406277912466504,0.015138270820089002,0.03171521035598705,0.0009028706405989204,0.9990971293594011,0.9815937220875335,8907,8330,0.06478050971146287,7776,7274,0.06455761316872433,37435,2028938,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p90,0.2449350357055664,0.8985880090380585,0.10141199096194153,0.8108220622591983,0.6997380316414825,0.036078856705371955,0.031269866497139226,0.05566343042071197,0.022684014797317742,0.9773159852026823,0.9639211432946281,8907,8767,0.015717974626698106,7776,7672,0.013374485596707841,209555,1856818,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_distance,ref_p90,0.2449350357055664,0.9861375463190818,0.013862453680918208,0.7921655883415255,0.6860875310375578,0.004465994640806431,0.0017879847425301971,0.015372168284789644,0.0007125357487969858,0.999287464251203,0.9955340053591936,8907,8767,0.015717974626698106,7776,7672,0.013374485596707841,28645,2037728,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_proto_disagree,ref_p90,0.2449350357055664,0.9873290059442318,0.012670994055768247,0.7921791597841378,0.6860719616920609,0.004306494832206202,0.0016687857596948505,0.015048543689320388,0.0006295692574987067,0.9993704307425013,0.9956935051677938,8907,8772,0.015156618390030352,7776,7677,0.01273148148148151,26183,2040190,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p95,0.2717369496822357,0.950052096112367,0.049947903887633066,0.7976438011738206,0.6905873862508632,0.012345285185657777,0.009098855689764781,0.0255663430420712,0.010712438141160165,0.9892875618588398,0.9876547148143422,8907,8835,0.008083529808016188,7776,7721,0.007073045267489753,103211,1963162,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_distance,ref_p95,0.2717369496822357,0.9941259395085011,0.005874060491498872,0.7894865972004177,0.684977745152275,0.0022967972438433073,0.0005959949141767323,0.009223300970873786,0.00038066978360386917,0.9996193302163962,0.9977032027561566,8907,8835,0.008083529808016188,7776,7721,0.007073045267489753,12138,2054235,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
absorber_proto_disagree,ref_p95,0.2717369496822357,0.9944356609382721,0.0055643390617279645,0.7894553196666464,0.6849414849727865,0.0022648972821232615,0.0005959949141767323,0.009061488673139158,0.0003513874925574177,0.9996486125074426,0.9977351027178767,8907,8836,0.007971258560682593,7776,7722,0.00694444444444442,11498,2054875,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
prototype_distance,ref_p97,0.2888748198747636,0.9715080481597466,0.02849195184025343,0.7929332930842272,0.6866410246612845,0.006571392114329463,0.0050858232676414495,0.01262135922330097,0.00832593142087437,0.9916740685791257,0.9934286078856706,8907,8857,0.005613562366677871,7776,7735,0.005272633744855981,58875,2007498,31348,204902,M-2022-10,outputs/reject_option_ablation_tls22_M-2022-10
