method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6208135812807901,0.02980100365637331,0.8710874372627309,12,
BN-Adapt,0.6208135812807901,0.02980100365637331,0.8710874372627309,12,10.9
Tent,0.6178176406253576,0.025071084849171515,0.8700866473015039,12,15.2
EATA,0.620882337828391,0.029611093610385702,0.8711383864597918,12,11.5
CoTTA,0.6203158297544898,0.0284933284617846,0.8707762701851504,12,16.0
SAR,0.6192563444767063,0.02733937010416608,0.8703584596591696,12,11.3
NOTE,0.619954330120184,0.027375785666009938,0.870566193304723,12,48.6
