strategy,budget,class_id,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
random,200,56,12134,0.46538651722432833,0.5452614300197943,12137,0.46543626925928977,0.5453229076165653
random,200,163,1741,0.015508328546812177,0.025616698292220113,1741,0.015508328546812177,0.025616698292220113
random,200,174,1507,0.0,0.0,1507,0.0,0.0
random,200,48,3360,0.09077380952380952,0.10918202971183104,3361,0.09074680154715858,0.10916249105225483
random,200,38,193,0.05181347150259067,0.09049773755656108,193,0.05181347150259067,0.09049773755656108
random,200,69,1866,0.0005359056806002144,0.0009345794392523365,1866,0.0005359056806002144,0.0009345794392523365
random,200,104,1744,0.006880733944954129,0.012269938650306749,1744,0.006880733944954129,0.012269938650306749
random,200,47,618,0.0,0.0,618,0.0,0.0
random,200,66,1953,0.00972862263184844,0.005679270662083395,1955,0.009718670076726343,0.00567757358434185
random,200,10,1004,0.1254980079681275,0.20809248554913296,1004,0.1254980079681275,0.20809248554913296
random,200,109,393,0.0,0.0,393,0.0,0.0
random,200,26,806,0.0707196029776675,0.055800293685756244,807,0.07187112763320942,0.05672371638141809
random,500,56,12132,0.6829871414441148,0.7292088356947989,12137,0.6831177391447639,0.7293279380717804
random,500,163,1741,0.006318207926479035,0.01158504476040021,1741,0.006318207926479035,0.01158504476040021
random,500,174,1507,0.0,0.0,1507,0.0,0.0
random,500,48,3359,0.12444179815421257,0.17802385008517888,3361,0.1249628086878905,0.17872340425531916
random,500,38,192,0.09895833333333333,0.1165644171779141,193,0.10362694300518134,0.12195121951219512
random,500,69,1866,0.001607717041800643,0.003051881993896236,1866,0.001607717041800643,0.003051881993896236
random,500,104,1744,0.0022935779816513763,0.004113110539845758,1744,0.0022935779816513763,0.004113110539845758
random,500,47,618,0.0,0.0,618,0.0,0.0
random,500,66,1953,0.07475678443420379,0.04711957398741327,1955,0.07519181585677749,0.047419354838709675
random,500,10,1004,0.11752988047808766,0.19360131255127153,1004,0.11752988047808766,0.19360131255127153
random,500,109,393,0.0,0.0,393,0.0,0.0
random,500,26,806,0.06947890818858561,0.06973848069738481,807,0.07063197026022305,0.0708955223880597
random,1000,56,12127,0.7317555867073472,0.7699783080260304,12137,0.7319766004778776,0.7701777199826615
