method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving+replay+kd,0.9,56,2677,9,0.3333333333333333,2426,0.07790601813685079,0.13943194393212838,9460,0.1014799154334038,0.1754225673823664,12137,0.07934415423910357,0.1412955762599956
self_evolving+replay+kd,0.9,163,136,10,0.2,340,0.0029411764705882353,0.005434782608695652,1605,0.0012461059190031153,0.002302820955670697,1741,0.0011487650775416428,0.0021287919105907396
self_evolving+replay+kd,0.9,174,252,4,0.0,323,0.0,0.0,1255,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.9,48,340,1,0.0,724,0.0,0.0,3021,0.0,0.0,3361,0.0,0.0
self_evolving+replay+kd,0.9,38,29,13,0.38461538461538464,37,0.02702702702702703,0.04878048780487805,164,0.006097560975609756,0.0111731843575419,193,0.025906735751295335,0.04608294930875576
self_evolving+replay+kd,0.9,69,211,16,0.0,372,0.0,0.0,1655,0.0,0.0,1866,0.0,0.0
self_evolving+replay+kd,0.9,104,85,24,0.0,334,0.0,0.0,1659,0.0006027727546714888,0.001084010840108401,1744,0.0005733944954128441,0.0010245901639344263
self_evolving+replay+kd,0.9,47,74,5,0.0,113,0.0,0.0,544,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.9,66,301,36,0.0,394,0.0,0.0,1654,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.9,10,188,12,0.75,193,0.05181347150259067,0.0970873786407767,816,0.04779411764705882,0.08955223880597014,1004,0.04083665338645418,0.07714016933207903
self_evolving+replay+kd,0.9,109,36,7,0.0,76,0.0,0.0,357,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.9,26,98,27,0.1111111111111111,151,0.019867549668874173,0.03409090909090909,709,0.00846262341325811,0.014388489208633094,807,0.007434944237918215,0.012698412698412698
self_evolving+replay+kd,0.95,56,1487,5,0.4,2426,0.0,0.0,10650,9.389671361502347e-05,0.00018772292096865028,12137,8.239268352970256e-05,0.00016473107651758504
