method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving+replay+kd,0.95,163,57,0,,340,0.0,0.0,1684,0.0011876484560570072,0.0022522522522522522,1741,0.0011487650775416428,0.002182214948172395
self_evolving+replay+kd,0.95,174,84,2,0.0,323,0.0,0.0,1423,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.95,48,314,0,,724,0.0,0.0,3047,0.0003281916639317361,0.0006555227794165847,3361,0.0002975304968759298,0.0005943536404160475
self_evolving+replay+kd,0.95,38,13,12,0.4166666666666667,37,0.0,0.0,180,0.011111111111111112,0.021052631578947368,193,0.025906735751295335,0.04784688995215311
self_evolving+replay+kd,0.95,69,23,9,0.0,372,0.002688172043010753,0.00510204081632653,1843,0.0005425935973955507,0.0010416666666666667,1866,0.0005359056806002144,0.001026694045174538
self_evolving+replay+kd,0.95,104,27,14,0.0,334,0.0,0.0,1717,0.0,0.0,1744,0.0,0.0
self_evolving+replay+kd,0.95,47,48,2,0.0,113,0.0,0.0,570,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.95,66,211,15,0.0,394,0.0,0.0,1744,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.95,10,111,2,1.0,193,0.015544041450777202,0.0297029702970297,893,0.013437849944008958,0.02569593147751606,1004,0.01195219123505976,0.022900763358778626
self_evolving+replay+kd,0.95,109,16,3,0.0,76,0.0,0.0,377,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.95,26,66,12,0.16666666666666666,151,0.0,0.0,741,0.0,0.0,807,0.0,0.0
self_evolving+replay+kd,0.99,56,147,0,,2426,0.015251442704039572,0.029923170238576626,11990,0.015012510425354461,0.029484029484029485,12137,0.014830683035346461,0.02913092733452015
self_evolving+replay+kd,0.99,163,5,0,,340,0.0029411764705882353,0.005797101449275362,1736,0.000576036866359447,0.0011396011396011395,1741,0.0005743825387708214,0.0011363636363636363
self_evolving+replay+kd,0.99,174,4,0,,323,0.0,0.0,1503,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.99,48,124,0,,724,0.0,0.0,3237,0.00030892801977139327,0.0006144393241167435,3361,0.0002975304968759298,0.000591715976331361
self_evolving+replay+kd,0.99,38,3,4,0.75,37,0.02702702702702703,0.05128205128205128,190,0.031578947368421054,0.05309734513274336,193,0.046632124352331605,0.07692307692307693
self_evolving+replay+kd,0.99,69,1,1,0.0,372,0.005376344086021506,0.008421052631578947,1865,0.0021447721179624667,0.0034888791975577847,1866,0.0021436227224008574,0.0034828036569438396
self_evolving+replay+kd,0.99,104,9,6,0.0,334,0.0,0.0,1735,0.0005763688760806917,0.0007275372862859222,1744,0.0005733944954128441,0.0007230657989877079
self_evolving+replay+kd,0.99,47,15,0,,113,0.0,0.0,603,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.99,66,88,0,,394,0.0025380710659898475,0.0032102728731942215,1867,0.0021424745581146223,0.0027481964960494676,1955,0.0020460358056265983,0.002660458929165281
self_evolving+replay+kd,0.99,10,26,0,,193,0.015544041450777202,0.0297029702970297,978,0.011247443762781187,0.021359223300970873,1004,0.010956175298804782,0.020813623462630087
self_evolving+replay+kd,0.99,109,1,1,0.0,76,0.0,0.0,392,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.99,26,15,0,,151,0.013245033112582781,0.016,792,0.005050505050505051,0.0058997050147492625,807,0.004956629491945477,0.005801305293691081
self_evolving+replay+kd,0.997,56,34,0,,2426,0.0008244023083264633,0.0016025641025641025,12103,0.0021482277121374865,0.004152691263376458,12137,0.0021422097717722667,0.0041411165087202354
self_evolving+replay+kd,0.997,163,0,0,,340,0.0058823529411764705,0.010230179028132993,1741,0.006318207926479035,0.011195928753180661,1741,0.006318207926479035,0.011190233977619531
self_evolving+replay+kd,0.997,174,1,0,,323,0.0,0.0,1506,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.997,48,9,0,,724,0.0,0.0,3352,0.0008949880668257757,0.0017482517482517483,3361,0.0008925914906277894,0.0017436791630340018
self_evolving+replay+kd,0.997,38,1,1,1.0,37,0.0,0.0,192,0.020833333333333332,0.03065134099616858,193,0.025906735751295335,0.03787878787878788
self_evolving+replay+kd,0.997,69,0,0,,372,0.0,0.0,1866,0.0005359056806002144,0.0010576414595452142,1866,0.0005359056806002144,0.0010576414595452142
self_evolving+replay+kd,0.997,104,3,0,,334,0.014970059880239521,0.018975332068311195,1741,0.019529006318207927,0.024164889836531627,1744,0.0194954128440367,0.0241305890702626
self_evolving+replay+kd,0.997,47,5,0,,113,0.0,0.0,613,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.997,66,39,0,,394,0.0025380710659898475,0.0017809439002671415,1916,0.0005219206680584551,0.0003614675582866438,1955,0.0005115089514066496,0.00035797386790764276
self_evolving+replay+kd,0.997,10,9,0,,193,0.0,0.0,995,0.0,0.0,1004,0.0,0.0
self_evolving+replay+kd,0.997,109,0,0,,76,0.0,0.0,393,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.997,26,5,0,,151,0.013245033112582781,0.01932367149758454,802,0.004987531172069825,0.007590132827324478,807,0.004956629491945477,0.007547169811320755
