method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_true_count,silver_collapse_pseudo_count,silver_correct_rate,replay_samples,ft_depth,holdout_overall_accuracy,holdout_overall_macro_f1,holdout_bad_accuracy,holdout_bad_macro_f1,holdout_bad_support,holdout_stable_accuracy,holdout_stable_macro_f1,holdout_stable_support,holdout_collapsed_count,holdout_severe_collapsed_count,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,0,,0,,0.7528311511647678,0.6301036903834556,0.006565748677731169,0.027739544429960614,5483,0.9395699370808269,0.9020989672400483,28926,12,8,0.7528311511647678,0.6301036903834556,0.006565748677731169,0.027739544429960614,5483,0.9395699370808269,0.9020989672400483,28926,12,8,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,628743,4427,164,0.9446,0,head,0.7612461977365905,0.6252400228811931,0.004559547692868867,0.022714889799690788,5483,0.9488003871949111,0.8904584540464262,28926,12,9,0.5935641611205985,0.49954992677034193,0.0039739726625616836,0.01922349170229713,22899,0.8502983144665502,0.7579415356552796,44081,12,9,0.7603528943213911,0.6238885577473562,0.004135255800336675,0.021498424982367415,27326,0.9487972699275865,0.889410016712349,144172,12,9
self_evolving,confidence>=0.95,0,0.95,551052,2457,76,0.9664,0,head,0.7608003174063368,0.6180186050230314,0.0038300200620098486,0.019797350977981864,5483,0.9483163935559704,0.8806356596116327,28926,12,9,0.6122236223042127,0.50574674370029,0.003578752663959146,0.017434194777763434,24869,0.8565096277017548,0.7526581178350805,49181,12,10,0.7597369767440103,0.616601213877155,0.003659518407377589,0.019689260684174467,27326,0.9483533557140083,0.8799782282666324,144172,12,10
self_evolving,confidence>=0.99,0,0.99,392790,438,12,0.9901,0,head,0.74724253244913,0.5897017897814388,0.001823819077147547,0.010971323518006922,5483,0.9457927124386365,0.8489338127724801,28926,12,10,0.6433726445258636,0.5116517325801803,0.0015620351085986314,0.01043479741813018,26888,0.8745675869721298,0.7363883700385175,61284,12,10,0.7462873017444448,0.5892328901843139,0.001646783283319915,0.011999196574703544,27326,0.9461615292844657,0.8508512082441515,144172,12,10
self_evolving,confidence>=0.997,0,0.997,298958,106,1,0.9938,0,head,0.7362580060080485,0.5719477718829536,0.0016414371694327922,0.010819679462241294,5483,0.9462075641291572,0.8357634451376154,28926,12,10,0.6598058521621719,0.5141835460390328,0.002057310800881705,0.012514288750831909,27220,0.8887467848971877,0.7336231878335476,70371,12,10,0.7352657778812284,0.570557321803508,0.002085925492205226,0.013018693878090919,27326,0.9455372749216214,0.8340584144634866,144172,12,10
