method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,stable_absorber,5,2,0.5,2.0,150,0,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
active_head_ft,random,200,stable_absorber,5,2,0.5,2.0,150,6,24,0.7584693910715486,0.6241188564840597,0.09480234260614934,0.07189242078721765,27320,0.9443985820424416,0.875768204763147,144151,10,7,0.7585021186808935,0.6241558975751895,0.09492790748737466,0.07198811860267416,27326,0.9444066809089143,0.8757739047619246,144172,10,7,550,0.16635937988758087
active_head_ft,random,500,stable_absorber,5,2,0.5,2.0,150,11,56,0.7846444736601375,0.64279271599283,0.3205564708035878,0.12768131796465995,27315,0.9412748417897191,0.8887795666757384,144112,9,8,0.784716024210473,0.6429180357148486,0.3207201932225719,0.12821481018154274,27326,0.9412992814138668,0.8887980532512053,144172,9,8,1150,0.1627805382013321
active_head_ft,random,1000,stable_absorber,5,2,0.5,2.0,150,19,98,0.7950135717791699,0.6499137530574504,0.42831508404438423,0.19883713101556952,27307,0.9403397455032663,0.8857985226954204,144049,8,6,0.7951518595798611,0.6501137360381144,0.42860279587206324,0.19945986616995895,27326,0.9403837083483617,0.8858400970623983,144172,8,6,2150,0.16113664209842682
active_head_ft,margin,200,stable_absorber,5,2,0.5,2.0,150,10,36,0.7721093037265245,0.6367673706198062,0.2692561136330356,0.10805157188859309,27316,0.9481701395632751,0.8645399199330932,144164,10,5,0.7721377025443064,0.6368080452149504,0.26934055478299057,0.1081427140199857,27326,0.9481730155647421,0.8645498326603193,144172,10,5,550,0.19158145785331726
active_head_ft,margin,500,stable_absorber,5,2,0.5,2.0,150,20,82,0.781996916979971,0.6480382349557104,0.26620522961986376,0.14063467089868809,27306,0.9462935471787116,0.8819677158198196,144154,8,4,0.782048307586971,0.6481367916073004,0.26648613042523606,0.14086303365744413,27326,0.9462863801570347,0.8819930629268848,144172,8,4,1150,0.18453998863697052
active_head_ft,margin,1000,stable_absorber,5,2,0.5,2.0,150,39,155,0.7996519513639468,0.6715656284436176,0.44662293399787445,0.2360051928102316,27287,0.9384846992223,0.8806960663736201,144143,5,4,0.7997240084671663,0.6718442665036615,0.44719314938154137,0.23702203539661001,27326,0.9384832006214799,0.8807448782552132,144172,5,4,2150,0.18442761898040771
active_head_ft,absorber_margin,200,stable_absorber,5,2,0.5,2.0,150,13,200,0.7519313635604359,0.6281024736271827,0.2602423754256215,0.12220614910661494,27313,0.9484840707780452,0.8673249125744581,144169,9,6,0.7519454304583711,0.6281697355107725,0.26037473468491545,0.1225119032166619,27326,0.9484851427461644,0.8673258237435736,144172,9,6,550,0.20104551315307617
active_head_ft,absorber_margin,500,stable_absorber,5,2,0.5,2.0,150,37,500,0.7600097979253498,0.6437817006950737,0.4478727692476822,0.2438338996248474,27289,0.9464418254590354,0.8739548849754396,144161,4,2,0.7600498477587779,0.6439935863518743,0.44832760008782846,0.24501586483360657,27326,0.9464459118275393,0.8739606391978878,144172,4,2,1150,0.1994195431470871
active_head_ft,absorber_margin,1000,stable_absorber,5,2,0.5,2.0,150,76,1000,0.7777518115243275,0.6587408450979086,0.6087339449541285,0.3804275843466298,27250,0.9412446152458778,0.8812039663505044,144157,3,2,0.7778117015270978,0.6590690313640256,0.6093830051965161,0.3821068530972491,27326,0.9412437921371695,0.8812192325603853,144172,3,2,2150,0.19974380731582642
