method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,,,,,,,,,,
cade_repair_cade_score,cade_score,1000,0.7559590660921822,0.6350946786080517,0.27706166691079537,0.09603227433669775,27308,0.9400947880453262,0.8894363132280552,144111,10,7,890,0.7560732118174557,0.6356147983401376,0.27742809046329503,0.09621372505295957,27326,0.940092389645701,0.8894687730971041,144172,10,7
cade_repair_margin,margin,1000,0.80890148378231,0.6863136131955712,0.4710301608824715,0.2608150047824326,27287,0.938713638539506,0.8923789128590333,144143,6,3,890,0.8089665507633221,0.6865938463164782,0.47160213715874993,0.26198191005117155,27326,0.9387120938878561,0.8924169185464927,144172,6,3
