method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.6889,0.0015,0.2774,0.0063,0.8646,0.0012,4.0000,0.0000,0.6891,0.0015,0.2778,0.0063,0.8647,0.0012,4.0000,0.0000
active_head_ft,margin,200,3,0.6541,0.0021,0.0860,0.0204,0.8613,0.0023,7.3333,0.5774,0.6542,0.0021,0.0861,0.0204,0.8613,0.0023,7.3333,0.5774
active_head_ft,margin,500,3,0.6657,0.0033,0.1467,0.0263,0.8715,0.0036,6.3333,0.5774,0.6658,0.0033,0.1468,0.0263,0.8716,0.0036,6.3333,0.5774
static,,0,3,0.6486,0.0000,0.0173,0.0000,0.8876,0.0000,9.0000,0.0000,0.6486,0.0000,0.0173,0.0000,0.8876,0.0000,9.0000,0.0000
