method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.7388,0.0030,0.3918,0.0052,0.8933,0.0039,4.0000,0.0000,0.7390,0.0030,0.3920,0.0052,0.8934,0.0039,4.0000,0.0000
static,,0,3,0.6907,0.0000,0.2804,0.0000,0.8993,0.0000,7.0000,0.0000,0.6907,0.0000,0.2804,0.0000,0.8993,0.0000,7.0000,0.0000
