method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,786000,5543,0.9446,0,0.7590182802825512,0.6250690564327412,0.004501207641074435,0.022877554682002504,27326,0.9474308464889161,0.8867155378639365,144172,12,9
self_evolving,confidence>=0.95,0,0.95,688791,3052,0.9665,0,0.7601254204676591,0.6195379476686445,0.004208446168484228,0.021269688565952936,27326,0.9488527592042838,0.8804765038339977,144172,12,10
self_evolving,confidence>=0.99,0,0.99,490720,526,0.9902,0,0.7452580014494845,0.5889221952850597,0.0018663543877625705,0.01134622446897532,27326,0.9469591876369892,0.8499375429701793,144172,12,10
self_evolving,confidence>=0.997,0,0.997,373668,123,0.9939,0,0.7337822856058929,0.5659140719061122,0.0031105906462709507,0.015618757358373614,27326,0.9456898704325389,0.8239264547344526,144172,12,10
