period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
W-2022-46,58,50,71,0.011285964075663646,523
W-2022-46,77,80,42,0.011251004553978034,524
W-2022-46,85,90,42,0.011244979919678716,525
W-2022-46,4,68,167,0.011224626965990053,526
W-2022-46,92,70,90,0.011180124223602485,527
W-2022-46,1,65,11,0.011178861788617886,528
W-2022-46,59,41,3845,0.011170928276539307,529
W-2022-46,84,77,10,0.011160714285714286,530
W-2022-46,99,28,174,0.011138851545995775,531
W-2022-46,14,4,588,0.011028170599047225,532
W-2022-46,99,66,170,0.010882785993214263,533
W-2022-46,16,88,11,0.010880316518298714,534
W-2022-46,21,35,29,0.010873640794900637,535
W-2022-46,90,39,41,0.010820797044074954,536
W-2022-46,54,55,165,0.010733801717408275,537
W-2022-46,51,47,28,0.010670731707317074,538
W-2022-46,51,61,28,0.010670731707317074,539
W-2022-46,56,61,152,0.010642767119451058,540
W-2022-46,88,14,193,0.01060206548011426,541
W-2022-46,90,64,40,0.010556875164951175,542
W-2022-46,100,64,120,0.010538333186967595,543
W-2022-46,11,91,122,0.010484702646957717,544
W-2022-46,95,11,5,0.010460251046025104,545
W-2022-46,85,39,39,0.010441767068273093,546
W-2022-46,26,32,591,0.010440773783234696,547
W-2022-46,88,68,189,0.01038233355306526,548
W-2022-46,18,67,82,0.010265398097145719,549
W-2022-46,70,64,58,0.010256410256410256,550
W-2022-46,70,90,58,0.010256410256410256,551
W-2022-46,81,77,19,0.01021505376344086,552
W-2022-46,60,52,568,0.010193277461730346,553
W-2022-46,42,60,1091,0.010185124676755324,554
W-2022-46,69,11,6,0.010084033613445379,555
W-2022-46,68,17,396,0.010016187778227438,556
W-2022-46,83,8,6,0.009950248756218905,557
W-2022-46,77,10,37,0.00991159924993303,558
W-2022-46,85,82,37,0.009906291834002677,559
W-2022-46,48,53,182,0.009870918754745633,560
W-2022-46,70,78,55,0.009725906277630416,561
W-2022-46,11,37,113,0.009711240976280509,562
W-2022-46,88,94,176,0.00966820479015601,563
