period,class_id,support,precision,recall,f1,delta_f1_from_ref,delta_recall_from_ref,delta_precision_from_ref
W-2022-46,41,363085,0.37829556790651275,0.7164741038599777,0.4951525147251823,-0.2038817238901225,-0.09935826989634589,-0.2331950028884885
W-2022-46,42,107117,0.7081756436263082,0.6550874277659008,0.6805978545518031,-0.10807886903456465,-0.12488937119356769,-0.08939727311524626
W-2022-46,43,61038,0.39663130387854517,0.915102067564468,0.5534022906511314,-0.205809684330714,-0.012647402865485602,-0.24586334365138907
W-2022-46,44,45217,0.43673697084128993,0.9003250989672026,0.5881630559628985,-0.15116107143977997,0.015922343094371127,-0.19839864763859083
W-2022-46,45,7152,0.7420448332422088,0.9488255033557047,0.8327913112842854,-0.04620471205920473,0.05819232700824262,-0.12561422059139637
W-2022-46,46,3112,0.8647314949201742,0.9572622107969152,0.908647247216715,-0.02252579231666152,-0.011454078307723381,-0.03169975040051454
W-2022-46,47,36730,0.8342116630669546,0.2628913694527634,0.39979298209295105,-0.2888291974557768,-0.29885056314357544,-0.05533084375469044
W-2022-46,48,18438,0.5986051917861294,0.2513830133420111,0.35407356479889995,-0.285644901226602,-0.2862121900285933,-0.19113473560778838
W-2022-46,49,220038,0.6028507623170025,0.19874748907006973,0.29894046072868957,-0.3906439220951437,-0.43283547509806836,-0.1564654185388975
W-2022-46,50,289326,0.6941596795546352,0.2827156909506923,0.40179093333857285,-0.3526087637551226,-0.37407450550453986,-0.19192656942827768
W-2022-46,51,2624,0.3168532338308458,0.38833841463414637,0.348972602739726,-0.14124566726835808,-0.05095454392858906,-0.23764566887581112
W-2022-46,52,24592,0.3719414360208584,0.30164281067013665,0.33312376504400937,-0.2540185360745664,-0.23810393025267218,-0.27172137193402435
W-2022-46,53,17948,0.8050829320492242,0.8383663917985291,0.8213876303291664,-0.03902480891390847,-0.030740810642006622,-0.046806989924330855
W-2022-46,54,15372,0.7410247670983867,0.8486208691126724,0.7911814653081028,-0.04005533131183181,0.013172333668962533,-0.08604254289062585
W-2022-46,55,307270,0.8904995313933781,0.8874768119243662,0.8889856022115837,-0.029787552161096076,-0.04110068867455652,-0.01867415114454285
W-2022-46,56,14282,0.805087014725569,0.42108948326564904,0.5529606472968003,-0.20270456924757996,-0.2473769153558329,-0.06393926962329599
W-2022-46,57,167851,0.8080934198869553,0.9292706030944111,0.864456095235984,-0.04932563314146665,-0.02105392170855591,-0.07185180488037879
W-2022-46,58,6291,0.3930544593528019,0.2374821173104435,0.29607609988109396,-0.2861467953339273,-0.26737607596686747,-0.29453495409498065
W-2022-46,59,344197,0.8977171675152305,0.8652196271321365,0.8811688715170416,-0.04309333022440209,-0.04840657762875622,-0.037431586375127224
W-2022-46,60,55723,0.5109998957355855,0.26385872978841773,0.3480164741526226,-0.2953047675696744,-0.2908003139664811,-0.2547219068613763
W-2022-46,61,143668,0.2561933696084307,0.6010454659353509,0.35925545325572783,-0.2703250235173895,-0.1820216129961959,-0.27020864541038797
W-2022-46,62,380043,0.7121443115426724,0.18313717132008747,0.29134992130203274,-0.44429168462843394,-0.44598386968661996,-0.17344158841613955
W-2022-46,63,1846,0.8028571428571428,0.9133261105092091,0.8545362392295996,0.020539423942975477,0.011475055838524595,0.027218490506161652
W-2022-46,64,5055,0.6940830885438523,0.6544015825914936,0.6736584869157927,0.017378798525140904,0.0320592402491513,-4.8744253575372376e-05
W-2022-46,65,8461,0.8394225430316491,0.8933932159319229,0.8655673880682468,-0.01213363920770072,0.0006711838656284774,-0.02375460380688077
W-2022-46,66,236756,0.9467486649411232,0.9532387774755444,0.9499826365138329,-0.002839404985698679,-0.002460811827608711,-0.0032131049468459016
W-2022-46,67,15857,0.9178046728367096,0.8943053541022892,0.9059026446914527,0.008760609590273027,0.012096649429303885,0.0052150430625522715
W-2022-46,68,39536,0.7586544209553828,0.7061918251719952,0.7314836647541199,-0.015867212799839936,-0.011279779766276365,-0.021172532261870325
W-2022-46,69,595,0.7840909090909091,0.6957983193277311,0.7373107747105966,-0.09707077665208685,-0.08828363496698921,-0.10748615184099053
W-2022-46,70,5655,0.666062035189552,0.6493368700265252,0.6575931232091691,-0.014286915488025409,-0.0362504942380355,0.0073519498275538275
W-2022-46,71,119,0.18888888888888888,0.14285714285714285,0.16267942583732056,-0.050264206730529115,-0.006702974444909943,-0.18067632850241544
W-2022-46,72,4251,0.7868721764549561,0.6965419901199718,0.7389568255552783,-0.09437650777805506,-0.13648212861843267,-0.046770601116525534
W-2022-46,73,4245,0.8315494393476045,0.7686690223792697,0.7988737911617089,0.00453455271740022,-0.015609224504526065,0.02688772317598731
W-2022-46,74,1881,0.3433583959899749,0.36416799574694314,0.35345717234262125,-0.08409101578382439,-0.06140380777761628,-0.10685977140391639
W-2022-46,75,62654,0.9553319792798325,0.9684297889999043,0.9618362963373941,0.002330272544039169,0.0025834170317033944,0.002083603467738504
W-2022-46,76,16499,0.8746055786949388,0.8399903024425722,0.8569485237285516,0.006065961973710343,0.0023348507892414494,0.010071475913982608
W-2022-46,77,3733,0.7810552555047777,0.5036163943209215,0.6123778501628665,0.00010899192981694839,-0.01749277380298553,0.038970588126620465
W-2022-46,78,13028,0.8532217573221758,0.7826220448265275,0.8163984306189447,-0.0020859084664441863,-0.007430276519256984,0.004182611414702442
