method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.8383,0.0025,0.2353,0.2038,0.8964,0.0039,0.3333,0.5774,0.8385,0.0025,0.2353,0.2038,0.8964,0.0039,0.3333,0.5774
active_head_ft,margin,200,3,0.8204,0.0007,0.2254,0.0958,0.8664,0.0023,0.3333,0.5774,0.8204,0.0007,0.2254,0.0958,0.8664,0.0023,0.3333,0.5774
active_head_ft,margin,500,3,0.8329,0.0006,0.3007,0.0566,0.8890,0.0036,0.0000,0.0000,0.8330,0.0006,0.3007,0.0566,0.8890,0.0036,0.0000,0.0000
static,,0,3,0.7947,0.0000,0.1250,0.0000,0.8510,0.0000,1.0000,0.0000,0.7947,0.0000,0.1250,0.0000,0.8510,0.0000,1.0000,0.0000
